Key,Source,de-de,en-us,es-es,fr-fr,it-it,ja-jp,ko-kr,pt-br,ru-ru,zh-cjv,zh-cn,zh-tw
Accesorio para pantalones cortos,Accessoire short,Accessorio pantaloncini,短パン用アクセサリ,반바지 장신구,Acessório de short, ,短裤配件,短裤配件,短褲飾品,Studio.Toolbox.ThumbnailStatus.Pending,Pending, ,Pending
Pendiente,En attente,In sospeso,保留中,보류 중,Pendente,Ожидание,处理中,处理中,待處理,Studio.Toolbox.General.AssetTypeHat,Hat, ,Hat
Sombrero,Chapeau,Cappello,帽子,모자,Chapéu,Головной убор,帽子,帽子,帽子,Studio.Toolbox.General.AssetTypeTeeShirt,T-Shirt, ,T-Shirt
Camiseta,T-Shirt,Maglietta,Tシャツ,티셔츠,Camiseta,Футболка,T 恤,T 恤,T 恤,Studio.Toolbox.General.AssetTypeShirt,Shirt, ,Shirt
Camisa,Chemise,Camicia,シャツ,셔츠,Camisa,Рубашка,上衣,上衣,上衣,Studio.Toolbox.General.AssetTypeFaceAccessory,Face Accessory, ,Face Accessory
Accesorio para la cara,Accessoire visage,Accessorio faccia,顔用アクセサリ,얼굴 장신구,Acessório de rosto,Лицо: аксессуары,脸部配件,脸部配件,臉部飾品,Studio.Toolbox.General.AssetTypeNeckAccessory,Neck Accessory, ,Neck Accessory
Accesorio para el cuello,Accessoire cou,Accessorio collo,首用アクセサリ,목 장신구,Acessório de pescoço,Шея: аксессуары,颈部配件,颈部配件,頸部飾品,Studio.Toolbox.ScriptWarning.InstructionText2,You can disable scripts by right-clicking in Explorer., ,You can disable scripts by right-clicking in Explorer.
Puedes desactivar los scripts haciendo clic derecho en el Explorador.,Faites un clic droit dans l'explorateur pour désactiver les scripts.,Puoi disabilitare gli script facendo clic destro in Esploratore.,エクスプローラで右クリックするとスクリプトを無効にできます。,탐색기에서 마우스 오른쪽 버튼을 클릭하면 스크립트를 비활성화할 수 있습니다.,Você pode desativar scripts clicando com o botão direito no Explorer., ,您可以在项目管理器中通过点按右键来禁用脚本。,您可以在项目管理器中通过点按右键来禁用脚本。,您可以在總管點擊右鍵停用指令碼。,Studio.Toolbox.General.CategoryCreationsGroupRightShoeAccessory,Group Right Shoe Accessories, ,Group Right Shoe Accessories
Accesorios para zapato derecho del grupo,Accessoires pour la chaussure droite du groupe,Accessori scarpa destra del gruppo,グループの右靴用アクセサリ,그룹 오른쪽 신발 장신구,Acessórios de grupo de calçado direito, ,群组右脚鞋配件,群组右脚鞋配件,群組右鞋飾品,Studio.Toolbox.Audio.SoundEffect.Category.impact,Impact, ,Impact
Impacto,Impact,Impatto,インパクト,충격,Impacto, ,冲击,冲击,衝擊,Studio.Toolbox.General.AssetTypeShoulderAccessory,Shoulder Accessory, ,Shoulder Accessory
Accesorio para el hombro,Accessoire épaule,Accessorio spalla,肩用アクセサリ,어깨 장신구,Acessório de ombro,Плечи: аксессуары,肩部配件,肩部配件,肩膀飾品,Studio.Toolbox.Audio.SoundEffect.Category.whispers,Whispers, ,Whispers
Susurros,Murmures,Sussurri,ささやき,속삭임,Sussurros, ,低语,低语,悄悄話,Studio.Toolbox.Audio.SoundEffect.Category.sports,Sports, ,Sports
Deportes,Sports,Sport,スポーツ,스포츠,Esportes, ,运动,运动,運動,Studio.Toolbox.General.AssetTypeFrontAccessory,Front Accessory, ,Front Accessory
Accesorio frontal,Accessoire devant,Accessorio anteriore,正面用アクセサリ,전면 장신구,Acessório de frente,Перед: аксессуары,正面配件,正面配件,正面飾品,Studio.Toolbox.Audio.SoundEffect.Category.elevators,Elevators, ,Elevators
Elevadores,Ascenseurs,Ascensori,エレベーター,엘리베이터,Elevadores, ,电梯,电梯,電梯,Studio.Toolbox.General.AssetTypeBackAccessory,Back Accessory, ,Back Accessory
Accesorio trasero,Accessoire dos,Accessorio posteriore,背面用アクセサリ,후면 장신구,Acessório das costas,Спина: аксессуары,背面配件,背面配件,背部飾品,Studio.Toolbox.Audio.SoundEffect.Category.reverse,Reverse, ,Reverse
Invertir,Inversé,Inverso,リバース,역방향,Inverter, ,翻转,翻转,倒轉,Studio.Toolbox.General.AssetTypeWaistAccessory,Waist Accessory, ,Waist Accessory
Accesorio para la cintura,Accessoire taille,Accessorio vita,腰用アクセサリ,허리 장신구,Acessório de cintura,Пояс: аксессуары,腰部配件,腰部配件,腰部飾品,Studio.Toolbox.General.CategoryCreationsGroupNeckAccessory,Group Neck Accessories, ,Group Neck Accessories
Accesorios para el cuello del grupo,Accessoires pour le cou du groupe,Accessori collo del gruppo,グループの首用アクセサリ,그룹 목 장신구,Acessórios de pescoço de grupo, ,群组颈部配件,群组颈部配件,群組頸部飾品,Studio.Toolbox.Audio.Music.Genre.classical,Classical, ,Classical
Clásica,Classique,Classica,クラシック,클래식,Clássico,Классика,古典,古典,古典,Studio.Toolbox.Subcategory.AudioMusicClassical,Classical, ,Classical
Clásica,Classique,Classica,クラシック,클래식,Clássico,Классический,古典,古典,古典,Studio.Toolbox.General.DiscardMessage,Would you like to discard all changes?, ,Would you like to discard all changes?
¿Quieres descartar todos los cambios?,Souhaites-tu renoncer à tous les changements ?,Vuoi scartare tutte le modifiche?,すべての変更を破棄しますか。,모든 변경 사항을 취소할까요?,Deseja descartar todas as alterações?,Отменить все изменения?,你要放弃所有更改吗?,你要放弃所有更改吗?,確定捨棄所有變更？,Studio.Toolbox.General.Discard,Discard, ,Discard
Descartar,Renoncer,Elimina,破棄,제거,Descartar,Сбросить,放弃,放弃,捨棄,Studio.Toolbox.General.NoPluginsFound.TextLine1,Can’t find what you’re looking for?, ,Can’t find what you’re looking for?
¿No encuentras lo que buscas?,Tu ne trouves pas ce que tu cherches ?,Non trovi ciò che cerchi?,探しているものが見つからない場合,항목을 찾을 수 없나요?,Não consegue encontrar o que estava procurando?, ,未能搜索到相关内容？,未能搜索到相关内容？,找不到您要的東西嗎？,Studio.Toolbox.General.Title,Title, ,Title
Título,Titre,Titolo,題名,제목,Título,Название,标题,标题,名稱,Studio.Toolbox.General.Description,Description, ,Description
Descripción,Description,Descrizione,詳細,설명,Descrição,Описание,描述,描述,說明,Studio.Toolbox.General.Tags,Tags, ,Tags
Etiquetas,Étiquettes,Etichette,タグ,태그,Marcadores,Теги,标签,标签,標籤,Studio.Toolbox.General.Genre,Genre, ,Genre
Género,Genres,Genere,ジャンル,장르,Gênero,Жанр,主题,主题,類別,Studio.Toolbox.Audio.Music.Genre.dance-traditional,Dance Traditional, ,Dance Traditional
Baile tradicional,Danse traditionnelle,Dance tradizionale,フォークダンス,댄스 트래디셔널,Dance tradicional,Традиционная танцевальная,传统舞蹈,传统舞蹈,傳統舞蹈,Studio.Toolbox.Subcategory.AudioMusicDanceTraditional,Dance Traditional, ,Dance Traditional
Baile tradicional,Danse traditionnelle,Dance tradizionale,フォークダンス,댄스 트래디셔널,Dance tradicional, ,传统舞蹈,传统舞蹈,傳統舞蹈,Studio.Toolbox.General.Copy,Allow Copying, ,Allow Copying
Permitir hacer una copia,Autoriser la copie,Consenti copia,コピーを許可,복사 허용,Permitir cópia,Разрешить копирование,允许复制,允许复制,允許複製,Studio.Toolbox.General.Comments,Allow Comments, ,Allow Comments
Permitir comentarios,Permettre les commentaires,Permetti commenti,コメントを許可,코멘트 허용,Permitir comentário,Разрешить комментарии,允许评论,允许评论,允許留言,Studio.Toolbox.Audio.SoundEffect.Category.buzzers,Buzzers, ,Buzzers
Zumbidos,Vrombissements,"Buzzer,",ブザー,버저,Zumbidos, ,蜂鸣器,蜂鸣器,蜂鳴器,Studio.Toolbox.AssetConfigSharing.PublicDisabledLinkText,Learn more, ,Learn more
Aprende más,En savoir plus,Maggiori informazioni,もっと詳しく,더 알아보기,Saiba mais,Подробнее,了解更多,了解更多,了解更多,Studio.Toolbox.General.LearnMore,Learn more, ,Learn more
Aprende más,En apprendre plus,Maggiori informazioni,もっと詳しく,더 알아보기,Saiba mais,Подробнее,了解更多,了解更多,了解更多,Studio.Toolbox.General.Me,Me, ,Me
Yo,Moi,Io,自分,나,Eu,Я,我,我,我,Studio.Toolbox.General.AssetType,Asset type, ,Asset type
Tipo de recurso,Type de contenu,Tipo risorsa,アセットタイプ,애셋 유형,Tipo de ativo,Тип ресурса,素材类型,素材类型,素材類型,Studio.Toolbox.Audio.SoundEffect.Category.gliders,Gliders, ,Gliders
Planeadores,Planeurs,Alianti,グライダー,글라이더,Planadores, ,滑翔机,滑翔机,滑翔機,Studio.Toolbox.General.SalesMinimumPrice,The minimum price for this item type is {minPrice}., ,The minimum price for this item type is {minPrice}.
El precio mínimo para este tipo de objeto es {minPrice}.,Le prix minimum pour ce type d'article est de {minPrice}.,Il prezzo minimo per questo tipo di articolo è {minPrice}.,このアイテムタイプの最低価格は {minPrice} です。,이 아이템류의 최소 가격은 {minPrice}입니다.,O preço mínimo para este tipo de item é {minPrice}., ,此道具类型的最低价格为 {minPrice}。,此道具类型的最低价格为 {minPrice}。,此道具類型的最低價格為 {minPrice}。,Studio.Toolbox.General.SalesSale,Sale, ,Sale
En venta,Vente,Vendita,セール,판매,Venda,Распродажа,销售,销售,買賣,Studio.Toolbox.General.SalesOnsaleApplyToSave,Onsale (apply to save changes), ,Onsale (apply to save changes)
En venta (aplicar para guardar cambios),En vente (demande pour sauvegarder les changements),In vendita (applica per salvare le modifiche),販売中（適用して変更を保存）,판매 시작(적용하여 변경 사항 저장),À venda (aplicar para salvar mudanças),В продаже (применить,在售 (应用以保存更改),在售 (应用以保存更改),上架（套用以儲存變更）,Studio.Toolbox.AssetConfigSharing.DistributeMarketplaceQuotaInfoLink,How many assets can I publish to the Creator Marketplace?, ,How many assets can I publish to the Creator Marketplace?
¿Cuántos recursos puedo publicar en el Mercado de creadores?,Combien d'éléments puis-je publier sur le marché des créateurs ?,Quante risorse posso pubblicare nel Mercato dei creatori?,クリエーターマーケットプレイスには、アセットをいくつ公開できますか？,크리에이터 마켓플레이스에 얼마나 많은 애셋을 게시할 수 있나요?,Quantos ativo posso publicar no Mercado do Criador?, ,我可以发布几个素材到创作者商城？,我可以发布几个素材到创作者商城？,我可以發布幾個素材到創作者商城？,Studio.Toolbox.General.SalesOffsaleApplyToSave,Offsale (apply to save changes), ,Offsale (apply to save changes)
Fuera de venta (aplicar para guardar cambios),Hors vente (demande pour sauvegarder les changements),Non in vendita (applica per salvare le modifiche),非売品（適用して変更を保存）,판매 종료(적용하여 변경 사항 저장),Não está à venda (aplicar para salvar mudanças),Не в продаже (применить,下架 (应用以保存更改),下架 (应用以保存更改),下架（套用以儲存變更）,Studio.Toolbox.General.SalesItemCannotBeSold,This item cannot be sold right now, ,This item cannot be sold right now
Este objeto no se puede vender ahora,Cet article ne peut pas être vendu pour le moment,Quest'oggetto non può essere venduto ora,このアイテムは、現在は販売できません,이 아이템은 지금 팔 수 없습니다,Este item não pode ser vendido neste momento,Невозможно продать предмет прямо сейчас,此物品无法立即出售,此物品无法立即出售,目前無法販賣此道具,Studio.Toolbox.Audio.SoundEffect.Category.dirt,Dirt, ,Dirt
Tierra,Poussière,Terra,採掘音,흙먼지,Poeira, ,尘土,尘土,塵土,Studio.Toolbox.General.SalesPrice,Price, ,Price
Precio,Prix,Prezzo,価格,가격,Preço,Цена,价格,价格,價格,Studio.Toolbox.Audio.SoundEffect.Category.insects,Insects, ,Insects
Insectos,Insectes,Insetti,昆虫,곤충,Insetos, ,昆虫,昆虫,昆蟲,Studio.Toolbox.General.SalesPriceRange,Price range: {minPrice} - {maxPrice}, ,Price range: {minPrice} - {maxPrice}
Rango de precio: de {minPrice} a {maxPrice},Fourchette de prix : {minPrice} - {maxPrice},Range di prezzo: {minPrice} - {maxPrice},価格範囲: {minPrice} - {maxPrice},가격 범위: {minPrice} - {maxPrice},Faixa de preço: {minPrice} - {maxPrice},Диапазон цен: {minPrice} - {maxPrice},价格范围: {minPrice} - {maxPrice},价格范围: {minPrice} - {maxPrice},價格範圍：{minPrice} - {maxPrice},Studio.Toolbox.ScriptWarning.DontShowAgain,Don't show this again., ,Don't show this again.
No volver a mostrar esto.,Ne plus afficher ceci.,Non mostrarlo più.,次回から表示しない。,다시 표시하지 않습니다.,Não mostrar isto novamente., ,不要再显示。,不要再显示。,不要再顯示。,Studio.Toolbox.General.SalesVerification,Your account must be verified in order to set a price for your plugin., ,Your account must be verified in order to set a price for your plugin.
Se debe verificar la cuenta antes de establecer un precio para tu plugin.,Ton compte doit être vérifié afin de fixer un prix pour ton plugin.,Il tuo account deve essere verificato per poter impostare un prezzo per il tuo plugin.,プラグインの価格を設定するには、アカウントを認証する必要があります。,플러그인 가격을 설정하려면 먼저 계정을 인증해야 합니다.,Sua conta deve ser verificada para poder definir um preço para seu plugin., ,只有通过验证的帐户才能为插件设置价格。,只有通过验证的帐户才能为插件设置价格。,只有經過驗證的帳號才可為外掛程式訂定價格。,Studio.Toolbox.General.SalesEarning,You earn: {earning}, ,You earn: {earning}
Recibirás: {earning},Tu gagnes : {earning},Guadagni: {earning},獲得額: {earning},획득 금액: {earning},Você receberá: {earning},Вы получите: {earning},你赚取: {earning},你赚取: {earning},您將賺取：{earning},Studio.Toolbox.HomeView.recommended,Recommended, ,Recommended
Recomendada,Recommandé,Consigliato,おすすめ,추천,Recomendados, ,推荐,推荐,推薦,Studio.Toolbox.AssetConfigFooter.Override,Overwrite an existing asset..., ,Overwrite an existing asset...
Reemplazar un recurso existente...,Remplacer un asset existant...,Sovrascrivi risorsa esistente...,現在のアセットを上書きする...,기존 애셋 덮어쓰기...,Substituir um ativo existente...,Перезаписать существующий ресурс...,覆盖现有素材...,覆盖现有素材...,覆寫既有素材……,Studio.Toolbox.General.SideTabVersions,Versions, ,Versions
Versiones,Versions des versions,Versioni,バージョン,버전,Versões,Версии,版本,版本,版本,Studio.Toolbox.General.SideTabGeneral,General, ,General
General,Général,Generali,全般,일반,Geral,Общие,通用,通用,一般,Studio.Toolbox.Audio.SoundEffect.Category.alarms,Alarms, ,Alarms
Alarmas,Alarmes,Allarmi,アラーム,알람,Alarmes, ,闹铃,闹铃,鬧鈴,Studio.Toolbox.HomeView.newest,Newest, ,Newest
Más nuevo,Plus récent,Più recente,最新,최신,Recentes, ,最新,最新,最新,Studio.Toolbox.General.SideTabPermissions,Permissions, ,Permissions
Permisos,Autorisations,Autorizzazioni,許可,권한,Permissões,Разрешения,权限,权限,權限,Studio.Toolbox.Audio.SoundEffect.Category.rain,Rain, ,Rain
Lluvia,Pluie,Pioggia,雨,비,Chuva, ,雨,雨,雨,Studio.Toolbox.General.PreviewAreaAssetID,Asset ID: {assetId}, ,Asset ID: {assetId}
ID del recurso: {assetId},Identifiant contenu : {assetId},ID risorsa: {assetId},アセットID: {assetId},애셋 ID: {assetId},ID do ativo: {assetId},ID ресурса: {assetId},素材 ID: {assetId},素材 ID: {assetId},素材 ID：{assetId},Studio.Toolbox.General.PreviewAreaStatus,Status: {assetStatus}, ,Status: {assetStatus}
Estado: {assetStatus},Status : {assetStatus},Stato: {assetStatus},状況: {assetStatus},상태: {assetStatus},Estado: {assetStatus},Статус: {assetStatus},状态: {assetStatus},状态: {assetStatus},狀態：{assetStatus},Studio.Toolbox.General.InstallSuccess,Success!, ,Success!
¡Hecho!,Succès !,Successo!,完了！,성공!,Sucesso!,Успешно!,成功!,成功!,成功！,Studio.Toolbox.Audio.SoundEffect.Category.sliding,Sliding, ,Sliding
Deslizar,Glissement,Scorrevoli,スライディング,슬라이딩,Deslizar, ,滑行,滑行,滑行,Studio.Toolbox.Audio.SoundEffect.Category.breathing,Breathing, ,Breathing
Respiración,Respiration,Respirazione,呼吸,호흡,Respiração, ,呼吸,呼吸,呼吸,Studio.Toolbox.General.InstallFailure,Failure, ,Failure
Error,Échec,Fallimento,失敗,실패,Erro,Ошибка,失败,失败,失敗,Studio.Toolbox.Subcategory.ModelStructureTreehouse,Treehouse, ,Treehouse
Casa del árbol,Cabane dans les arbres,Casa sull'albero,ツリーハウス,트리하우스,Casa na árvore, ,树屋,树屋,樹屋,Studio.Toolbox.AssetConfigFooter.OverrideTitle,Choose an existing model to overwrite., ,Choose an existing model to overwrite.
Elegir un modelo existente para reemplazarlo.,Choisir un modèle existant à remplacer.,Scegli un modello esistente da sovrascrivere.,上書きする現在のモデルを選ぶ。,덮어쓸 기존 모델을 선택하세요.,Escolher um modelo existente para substituir.,Выберите существующую модель для перезаписи.,选择要覆盖的现有模型。,选择要覆盖的现有模型。,選擇要覆寫的既有素材。,Studio.Toolbox.AssetConfigAnimation.AnimationID,Animation ID, ,Animation ID
ID de la animación,Identifiant ID,ID animazione,アニメーションID,애니메이션 ID,ID de animação, ,动画 ID,动画 ID,動畫 ID,Studio.Toolbox.AssetConfigCopy.Terms,"By switching on, you are granting every other user of Roblox the right to use (in various ways) the content you are now sharing. If you do not want to grant this right, please do not check this box. For more information about sharing content, please review the Roblox Terms of Use.", ,"By switching on, you are granting every other user of Roblox the right to use (in various ways) the content you are now sharing. If you do not want to grant this right, please do not check this box. For more information about sharing content, please review the Roblox Terms of Use."
"Al activar esta casilla, le otorgarás a todos los usuarios de Roblox el derecho a usar (de varias maneras) el contenido que compartes. Si no quieres otorgarlo, no la actives. Para obtener más información sobre cómo se comparte el contenido, revisa los Términos de uso de Roblox.","En activant Roblox, tu accordes à tous les autres utilisateurs le droit d'utiliser (de diverses manières) le contenu que tu partages actuellement. Si tu ne souhaites pas accorder ce droit, ne coche pas cette case. Pour plus d'informations sur le partage de contenu, consulte les conditions d'utilisation de Roblox.","Attivandolo, si concede a tutti gli altri utenti di Roblox il diritto di utilizzare (in vari modi) i contenuti che si stanno condividendo. Se non desideri concedere questo diritto, non selezionare questa casella. Per ulteriori informazioni sulla condivisione dei contenuti, consulta i Termini di servizio di Roblox.",オンにすることで、現在、共有しようとしているコンテンツの使用権（さまざまな方法で）をRobloxのすべてのユーザーに与えています。もし、この権利を与えたくない場合は、このボックスにチェックマークをつけないでください。コンテンツの共有に関する詳しい情報は、Robloxの利用規約をご覧ください。,활성화하면 Roblox의 다른 모든 사용자들에게 현재 공유하고 있는 콘텐츠를 다양한 방식으로 사용할 수 있는 권한을 부여합니다. 이러한 권한을 부여하지 않으려면 이 확인란을 선택하지 마세요. 콘텐츠 공유에 대한 자세한 정보는 Roblox 이용 약관을 참조하시기 바랍니다.,"Ao ativar esta funcionalidade, você está cedendo a qualquer usuário Roblox o direito de usar (de várias maneiras) o conteúdo que você está compartilhando. Se você não quer ceder este direito, não selecione esta caixa. Para mais informações sobre conteúdo compartilhado, revise os Termos de Uso da Roblox.", you are granting every other user of Roblox the right to use (in various ways) the content you are now sharing. If you do not want to grant this right,切换至开位置，即表示你授予 Roblox 的所有其他用户 (以各种方式) 使用你现在分享的内容的权限。如果你不想授予此权限，请勿勾选此框。有关分享内容的详细信息，请查看 Roblox 使用条款。,切换至开位置，即表示你授予 Roblox 的所有其他用户 (以各种方式) 使用你现在分享的内容的权限。如果你不想授予此权限，请勿勾选此框。有关分享内容的详细信息，请查看 Roblox 使用条款。,您勾選此方塊即授權所有 Roblox 使用者以不同方式使用您分享的內容。若您不想授權，請勿勾選此方塊。若要了解更多關於分享內容的資訊，請前往 Roblox 使用條款。,Studio.Toolbox.General.SearchOptionsIncludeUnverifiedDescription,Assets from unverified sources add more risk of malicious behavior or damage, ,Assets from unverified sources add more risk of malicious behavior or damage
Los recursos de fuentes no verificadas añaden más riesgo de comportamiento malicioso o daño,Les contenus provenant de sources non vérifiées ajoutent plus de risques de comportement malveillant ou d'endommagement,Le risorse provenienti da fonti non verificate aggiungono più rischio di comportamenti inopportuni o danni,未認証のソースからのアセットは、悪意のある動作や破損のリスクを高めます,미인증 출처로부터의 애셋은 악의적인 행위 및 손상의 위험을 높입니다,Ativos de fontes não verificadas adicionam mais risco de comportamento malicioso ou danos, ,来自未验证来源的素材有更高的安全风险,来自未验证来源的素材有更高的安全风险,來自未驗證來源的素材有更高的安全風險,Studio.Toolbox.AssetConfigPreview.Preview,Preview, ,Preview
Vista previa,Prévisualiser,Anteprima,プレビュー,미리 보기,Prévia,Предварительный просмотр,预览,预览,預覽,Studio.Toolbox.Audio.SoundEffect.Category.telephone,Telephone, ,Telephone
Teléfono,Téléphone,Telefono,電話,전화,Telefone, ,电话,电话,電話,Studio.Toolbox.Subcategory.ModelFurnitureTelephone,Telephone, ,Telephone
Teléfono,Téléphone,Telefono,電話,전화기,Telefone, ,电话,电话,電話,Studio.Toolbox.AssetConfigPreview.Change,Change, ,Change
Cambio,Changer,Cambia,変更,변경,Alterar,Изменить,更改,更改,變更,Studio.Toolbox.AssetConfigVersions.Current,Current published version, ,Current published version
Versión publicada actual,Version publiée actuelle,Versione attuale pubblicata,現在の公開済みバージョン,현재 게시된 버전,Versão publicada atual,Текущая опубликованная версия,当前发布的版本,当前发布的版本,目前發布版本,Studio.Toolbox.AssetConfigVersions.Restore,Restore previous version, ,Restore previous version
Restaurar la versión anterior,Restaurer la version précédente,Ripristina versione precedente,以前のバージョンを復元,이전 버전 복원,Restaurar à versão anterior,Восстановить предыдущую версию,还原之前版本,还原之前版本,復原先前版本,Studio.Toolbox.Audio.SoundEffect.Category.electric,Electric, ,Electric
Eléctrico,Électrique,Elettrico,エレクトリック,일렉트릭,Elétrico, ,电流,电流,電,Studio.Toolbox.Audio.SoundEffect.Category.flying,Flying, ,Flying
Volar,Volant,Volante,飛行,비행,Voando, ,飞行,飞行,飛行,Studio.Toolbox.AssetConfig.GetAssetFailed,There was an problem fetching asset data. We will be closing AssetConfig page., ,There was an problem fetching asset data. We will be closing AssetConfig page.
Ha habido un problema al recuperar los datos del recurso. La página AssetConfig se cerrará.,Il y a eu un problème pour récupérer les données sur les éléments. Nous allons fermer la page AssetConfig.,Si è verificato un problema durante il recupero dei dati della risorsa. La pagina AssetConfig verrà chiusa.,アセットデータのフェッチ中に問題が発生しました。AssetConfig ページを終了しています。,애셋 데이터를 가져오는 중에 문제가 발생했습니다. AssetConfig 페이지를 닫습니다.,Ocorreu um problema ao adquirir os dados do ativo. A página AssetConfig será fechada.,Возникла проблема при получении данных ресурса. Страница AssetConfig будет закрыта.,提取素材数据时发生问题。将关闭 AssetConfig 页面。,提取素材数据时发生问题。将关闭 AssetConfig 页面。,擷取素材資料時發生問題，AssetConfig 頁面將會關閉。,Studio.Toolbox.AssetConfig.Error,Error, ,Error
Error,Erreur,Errore,エラー,오류,Erro,Ошибка,错误,错误,錯誤,Studio.Toolbox.ThumbnailStatus.Error,Error, ,Error
Error,Erreur,Errore,エラー,오류,Erro,Ошибка,错误,错误,錯誤,Studio.Toolbox.AssetUploadResult.Success,Successfully submitted!, ,Successfully submitted!
¡Enviado correctamente!,Soumis avec succès !,Invio riuscito!,送信できました！,제출 성공!,Enviado com sucesso!, ,提交成功！,提交成功！,提交成功！,Studio.Toolbox.Audio.SoundEffect.Category.pumps,Pumps, ,Pumps
Bombas,Pompes,Pompe,ポンプ,펌프,Bombas, ,泵,泵,幫浦,Studio.Toolbox.AssetConfigPackagePermissions.PackageOwner,Package Owner, ,Package Owner
Propietario del paquete,Propriétaire package,Proprietario del pacchetto,パッケージ所有者,패키지 소유자,Proprietário do pacote,Владелец пакета,包所有者,包所有者,套件主人,Studio.Toolbox.Audio.SoundEffect.Browse,Browse by Category, ,Browse by Category
Explorar por Categoría,Parcourir par catégorie,Sfoglia per categoria,カテゴリ別に閲覧,카테고리별로 둘러보기,Navegar por categoria,Поиск по категориям,按类别浏览,按类别浏览,依類別瀏覽,Studio.Toolbox.Audio.SoundEffect.Category.wagons,Wagons, ,Wagons
Vagones,Wagons,Carri,ワゴン,수레,Vagões, ,马车,马车,馬車,Studio.Toolbox.Audio.Music,Music, ,Music
Música,Musique,Musica,音楽,음악,Música, ,音乐,音乐,音樂,Studio.Toolbox.Subcategory.AudioMusic,Music, ,Music
Música,Musique,Musica,音楽,음악,Música, ,音乐,音乐,音樂,Studio.Toolbox.AssetConfigPackagePermissions.Owner,Owner, ,Owner
Propietario,Propriétaire,Proprietario,所有者,소유자,Proprietário,Владелец,所有者,所有者,主人,Studio.Toolbox.AssetConfigPackagePermissions.OwnerLabel,Owner, ,Owner
Propietario,Propriétaire,Proprietario,所有者,소유자,Proprietário,Владелец,所有者,所有者,主人,Studio.Toolbox.Audio.SoundEffect.Category.tires,Tires, ,Tires
Neumáticos,Pneus,Pneumatici,タイヤ,타이어,Pneus, ,轮胎,轮胎,輪胎,Studio.Toolbox.Audio.Music.Genre.ethnic-folk,Ethnic Folk, ,Ethnic Folk
Folk étnico,Folk ethnique,Folk etnico,民族音楽,에스닉 포크,Folk étnico,Этническая народная,民族民谣,民族民谣,民族民謠,Studio.Toolbox.Subcategory.AudioMusicEthnicFolk,Ethnic Folk, ,Ethnic Folk
Folk étnico,Folk ethnique,Folk etnico,民族音楽,에스닉 포크,Folk étnico,Этнический народный,民族民谣,民族民谣,民族民謠,Studio.Toolbox.AssetConfigPackagePermissions.ShareWith,Share with, ,Share with
Compartir con,Partager avec,Condividi con,共有相手:,다음 사람과 공유,Compartilhar com,Поделиться с...,分享对象,分享对象,分享對象,Studio.Toolbox.Audio.SoundEffect.Category.rodents,Rodents, ,Rodents
Roedores,Rongeurs,Roditori,ネズミ,설치류,Roedores, ,啮齿动物,啮齿动物,囓齒動物,Studio.Toolbox.AssetConfigPackagePermissions.NoAccessLabel,No Access, ,No Access
Sin acceso,Pas d'accès,Nessuna autorizzazione,アクセスできません,접근 불가,Sem acesso,Нет доступа,无法访问,无法访问,無存取權限,Studio.Toolbox.Audio.SoundEffect.Category.plastic,Plastic, ,Plastic
Plástico,Plastique,Plastica,プラスチック,플라스틱,Plástico, ,塑料,塑料,塑膠,Studio.Toolbox.Audio.SoundEffect.Category.burps,Burps, ,Burps
Eructos,Rots,Rutti,げっぷ,트림,Arrotos, ,打嗝,打嗝,打嗝,Studio.Toolbox.HomeView.Village,Village, ,Village
Pueblo,Village,Paese,村,마을,Vila, ,村庄,村庄,村鎮,Studio.Toolbox.AssetConfigPackagePermissions.UseViewLabel,Use & View, ,Use & View
Usar y ver,Utiliser et voir,Usa e visualizza,使って表示,사용 및 보기,Usar e visualizar,Использование и Просмотр,使用和查看,使用和查看,使用和檢視,Studio.Toolbox.AssetConfigPackagePermissions.EditLabel,Edit, ,Edit
Editar,Modifier,Modifica,編集,편집,Editar,Изменить,编辑,编辑,編輯,Studio.Toolbox.Audio.Music.Genre.country,Country, ,Country
Country,Country,Paese,カントリー,컨트리,Country,Кантри,乡村,乡村,鄉村,Studio.Toolbox.Subcategory.AudioMusicCountry,Country, ,Country
Country,Country,Country,カントリー,컨트리,Country,Кантри,乡村,乡村,鄉村,Studio.Toolbox.NoTagFound,Word(s) not found in the tag library, ,Word(s) not found in the tag library
No se encontraron las palabras en la biblioteca de etiquetas,Mot(s) non trouvé(s) dans la bibliothèque de tags,Parola/e non trovata/e nella libreria di etichette,語句がタグライブラリで見つかりませんでした,태그 라이브러리에서 단어를 찾을 수 없음,Palavra(s) não encontrada(s) na biblioteca de marcadores,В библиотеке тегов нет искомого,未能在标签库中找到相应词语,未能在标签库中找到相应词语,標籤庫裡找不到該單字,Studio.Toolbox.Tags.NoTagFound,Word(s) not found in the tag library, ,Word(s) not found in the tag library
 , , , , , , , , , ,Studio.Toolbox.AssetConfigPackagePermissions.MultipleLabel,(Multiple), ,(Multiple)
(Múltiple),(multiple),(Molteplici),（複数）,(여러 항목),(Múltiplo),(Несколько),(多项),(多项),（多項）,Studio.Toolbox.AssetConfigPackagePermissions.NoAccessDescription,"Cannot use, view or edit this package", ,"Cannot use, view or edit this package"
