Key,Source,Context,en-us
 ,Microwave oven,Studio.Toolbox.General.CategoryCreationsGroupPantsAccessory,Group Pants Accessories
 ,Group Pants Accessories,Studio.Toolbox.General.CategoryCreationsGroupJacketAccessory,Group Jacket Accessories
 ,Group Jacket Accessories,Studio.Toolbox.Audio.SoundEffect.Category.helicopters,Helicopters
 ,Helicopters,Studio.Toolbox.General.CategoryCreationsGroupSweaterAccessory,Group Sweater Accessories
 ,Group Sweater Accessories,Studio.Toolbox.AssetConfigPackagePermissions.PackageDetails,Package Details
 ,Package Details,Studio.Toolbox.Audio.SoundEffect.Category.Bus,Bus
 ,Bus,Studio.Toolbox.General.CategoryCreationsGroupShortsAccessory,Group Shorts Accessories
 ,Group Shorts Accessories,Studio.Toolbox.General.CategoryCreationsGroupLeftShoeAccessory,Group Left Shoe Accessories
 ,Group Left Shoe Accessories,Studio.Toolbox.General.CategoryCreationsGroupRightShoeAccessory,Group Right Shoe Accessories
 ,Group Right Shoe Accessories,Studio.Toolbox.Audio.SoundEffect.Category.Clapping,Clapping
 ,Clapping,Studio.Toolbox.Audio.SoundEffect.Category.impact,Impact
 ,Impact,Studio.Toolbox.Audio.SoundEffect.Category.Sneeze,Sneeze
 ,Sneeze,Studio.Toolbox.General.AssetTypeShoulderAccessory,Shoulder Accessory
 ,Shoulder Accessory,Studio.Toolbox.Audio.SoundEffect.Category.combustion,Combustion
 ,Combustion,Studio.Toolbox.General.CategoryCreationsGroupDressSkirtAccessory,Group Dress Skirt Accessories
 ,Group Dress Skirt Accessories,Studio.Toolbox.General.TabCreations,Creations
 ,Creations,Studio.Toolbox.General.RightClickMenuCopyAssetID,Copy Asset ID
 ,Copy Asset ID,Studio.Toolbox.General.RightClickMenuCopyMeshID,Copy Mesh ID
 ,Copy Mesh ID,Studio.Toolbox.General.RightClickMenuViewInBrowser,View In Browser
 ,View In Browser,Studio.Toolbox.Purchase.FreeSuccessHeader,Installation Complete!
 ,Installation Complete!,Studio.Toolbox.General.RightClickMenuConfigureAsset,Configure asset
 ,Configure asset,Studio.Toolbox.Audio.SoundEffect.Category.Mallet percussion,Mallet percussion
 ,Mallet percussion,"Studio.Toolbox.Audio.SoundEffect.Category.Gunshot, gunfire","Gunshot, gunfire"
 ,"Gunshot, gunfire",Studio.Toolbox.General.RightClickMenuEditAsset,Edit Asset
 ,Edit Asset,Studio.Toolbox.General.RightClickMenuReport,Report
 ,Report,Studio.Toolbox.Audio.SoundEffect.Category.flowing,Flowing
 ,Flowing,Studio.Toolbox.Audio.SoundEffect.Category.radio-fx,Radio FX
 ,Radio FX,Studio.Toolbox.Audio.SoundEffect.Category.Air conditioning,Air conditioning
 ,Air conditioning,Studio.Toolbox.AssetUploadResult.Back,Back
 ,Back,Studio.Toolbox.General.StatusReviewPending,In Review
 ,In Review,Studio.Toolbox.ThumbnailStatus.InReview,In Review
 ,In Review,Studio.Toolbox.Audio.SoundEffect.Category.crowds,Crowds
 ,Crowds,Studio.Toolbox.AssetConfigSharing.DistributeMarketplaceQuotaRemaining2,{remaining} shares left through {date}.
 ,{remaining} shares left through {date}.,Studio.Toolbox.Audio.SoundEffect.Category.marine,Marine
 ,Marine,Studio.Toolbox.General.StatusModerated,Rejected
 ,Rejected,Studio.Toolbox.Audio.SoundEffect.Category.Cat,Cat
 ,Cat,Studio.Toolbox.General.StatusDelayedRelease,Ready For Sale
 ,Ready For Sale,Studio.Toolbox.General.StatusReviewApproved,Ready For Sale
 ,Ready For Sale,Studio.Toolbox.General.StatusOffSale,Off Sale
 ,Off Sale,Studio.Toolbox.General.SalesOffsale,Offsale
 ,Offsale,Studio.Toolbox.General.StatusUnknown,Unknown
 ,Unknown,Studio.Toolbox.General.SalesFreePrice,"To set the asset as free, enter 0."
 ,"To set the asset as free, enter 0.",Studio.Toolbox.General.AssetTypeModel,Model
 ,Model,Studio.Toolbox.General.AssetTypeDecal,Decal
 ,Decal,Studio.Toolbox.Audio.SoundEffect.Category.Foghorn,Foghorn
 ,Foghorn,Studio.Toolbox.ThumbnailStatus.Pending,Pending
 ,Pending,Studio.Toolbox.Audio.SoundEffect.Category.Child singing,Child singing
 ,Child singing,Studio.Toolbox.General.AssetTypeShortsAccessory,Shorts Accessory
 ,Shorts Accessory,Studio.Toolbox.General.AssetTypeMesh,Mesh
 ,Mesh,Studio.Toolbox.General.AssetTypeHat,Hat
 ,Hat,Studio.Toolbox.Audio.SoundEffect.Category.A capella,A capella
 ,A capella,Studio.Toolbox.General.AssetTypeTeeShirt,T-Shirt
 ,T-Shirt,Studio.Toolbox.General.AssetTypeShirt,Shirt
 ,Shirt,Studio.Toolbox.General.AssetTypeFaceAccessory,Face Accessory
 ,Face Accessory,Studio.Toolbox.ScriptWarning.InstructionText2,You can disable scripts by right-clicking in Explorer.
 ,You can disable scripts by right-clicking in Explorer.,"Studio.Toolbox.Audio.SoundEffect.Category.Burping, eructation","Burping, eructation"
 ,"Burping, eructation",Studio.Toolbox.General.AssetTypeNeckAccessory,Neck Accessory
 ,Neck Accessory,Studio.Toolbox.Audio.SoundEffect.Category.elevators,Elevators
 ,Elevators,Studio.Toolbox.Audio.SoundEffect.Category.Field recording,Field recording
 ,Field recording,Studio.Toolbox.General.AssetTypeBackAccessory,Back Accessory
 ,Back Accessory,Studio.Toolbox.General.AssetTypeShirtAccessory,Shirt Accessory
 ,Shirt Accessory,Studio.Toolbox.General.AssetTypePantsAccessory,Pants Accessory
 ,Pants Accessory,Studio.Toolbox.General.AssetTypeJacketAccessory,Jacket Accessory
 ,Jacket Accessory,Studio.Toolbox.AssetConfigSharing.VerifyCurrentLimit,Current limit: {quotaText}
 ,Current limit: {quotaText},Studio.Toolbox.General.AssetTypeSweaterAccessory,Sweater Accessory
 ,Sweater Accessory,Studio.Toolbox.General.AssetTypeLeftShoeAccessory,Left Shoe Accessory
 ,Left Shoe Accessory,Studio.Toolbox.Audio.SoundEffect.Category.beasts,Beasts
 ,Beasts,Studio.Toolbox.General.AssetTypeDressSkirtAccessory,Dress Skirt Accessory
 ,Dress Skirt Accessory,Studio.Toolbox.Audio.SoundEffect.Category.sea-animals,Sea Animals
 ,Sea Animals,Studio.Toolbox.Audio.Music.Genre.classical,Classical
 ,Classical,Studio.Toolbox.Audio.SoundEffect.Category.Moo,Moo
 ,Moo,Studio.Toolbox.Audio.SoundEffect.Category.Gospel music,Gospel music
 ,Gospel music,Studio.Toolbox.General.DiscardMessage,Would you like to discard all changes?
 ,Would you like to discard all changes?,Studio.Toolbox.General.Discard,Discard
 ,Discard,Studio.Toolbox.Audio.SoundEffect.Category.Wood block,Wood block
 ,Wood block,Studio.Toolbox.General.NoPluginsFound.TextLine1,Can’t find what you’re looking for?
 ,Can’t find what you’re looking for?,"Studio.Toolbox.Audio.SoundEffect.Category.Crumpling, crinkling","Crumpling, crinkling"
 ,"Crumpling, crinkling",Studio.Toolbox.General.Description,Description
 ,Description,Studio.Toolbox.General.Title,Title
 ,Title,Studio.Toolbox.General.Tags,Tags
 ,Tags,Studio.Toolbox.General.Genre,Genre
 ,Genre,Studio.Toolbox.Audio.Music.Genre.dance-traditional,Dance Traditional
 ,Dance Traditional,Studio.Toolbox.General.Copy,Allow Copying
 ,Allow Copying,Studio.Toolbox.Audio.SoundEffect.Category.Theme music,Theme music
 ,Theme music,Studio.Toolbox.Audio.SoundEffect.Category.buzzers,Buzzers
 ,Buzzers,Studio.Toolbox.General.Comments,Allow Comments
 ,Allow Comments,Studio.Toolbox.AssetConfigSharing.PublicDisabledLinkText,Learn more
 ,Learn more,Studio.Toolbox.General.LearnMore,Learn more
 ,Learn more,Studio.Toolbox.Audio.SoundEffect.Category.Shuffling cards,Shuffling cards
 ,Shuffling cards,Studio.Toolbox.AssetConfigPackagePermissions.GroupOwnedWarningAllVersions,Group roles that have not been assigned in Group Configuration can be set here. Permissions set here affect all users with the group role for all versions of this package.
 ,Group roles that have not been assigned in Group Configuration can be set here. Permissions set here affect all users with the group role for all versions of this package.,Studio.Toolbox.General.AdditionalImages,Additional Images
 ,Additional Images,Studio.Toolbox.Audio.SoundEffect.Category.wingflaps,Wingflaps
 ,Wingflaps,"Studio.Toolbox.Audio.SoundEffect.Category.Accelerating, revving, vroom","Accelerating, revving, vroom"
 ,"Accelerating, revving, vroom",Studio.Toolbox.General.Me,Me
 ,Me,Studio.Toolbox.Audio.SoundEffect.Category.Patter,Patter
 ,Patter,Studio.Toolbox.General.Proceed,Proceed
 ,Proceed,Studio.Toolbox.General.AssetType,Asset type
 ,Asset type,Studio.Toolbox.Audio.SoundEffect.Category.Caterwaul,Caterwaul
 ,Caterwaul,Studio.Toolbox.Audio.SoundEffect.Category.gliders,Gliders
 ,Gliders,Studio.Toolbox.General.SalesSale,Sale
 ,Sale,Studio.Toolbox.General.SalesMinimumPrice,The minimum price for this item type is {minPrice}.
 ,The minimum price for this item type is {minPrice}.,Studio.Toolbox.Audio.SoundEffect.Category.Throbbing,Throbbing
 ,Throbbing,Studio.Toolbox.General.SalesPrice,Price
 ,Price,Studio.Toolbox.Audio.SoundEffect.Category.insects,Insects
 ,Insects,Studio.Toolbox.Audio.SoundEffect.Category.Crackle,Crackle
 ,Crackle,Studio.Toolbox.General.SalesPriceRange,Price range: {minPrice} - {maxPrice}
 ,Price range: {minPrice} - {maxPrice},"Studio.Toolbox.Audio.SoundEffect.Category.Wind instrument, woodwind instrument","Wind instrument, woodwind instrument"
 ,"Wind instrument, woodwind instrument",Studio.Toolbox.General.SalesMaxPrice,The maximum price for this item type is {maxPrice}
 ,The maximum price for this item type is {maxPrice},Studio.Toolbox.ScriptWarning.DontShowAgain,Don't show this again.
 ,Don't show this again.,Studio.Toolbox.Audio.SoundEffect.Category.New-age music,New-age music
 ,New-age music,Studio.Toolbox.General.SalesVerification,Your account must be verified in order to set a price for your plugin.
 ,Your account must be verified in order to set a price for your plugin.,Studio.Toolbox.AssetConfigFooter.Override,Overwrite an existing asset...
 ,Overwrite an existing asset...,Studio.Toolbox.General.SideTabVersions,Versions
 ,Versions,Studio.Toolbox.Audio.SoundEffect.Category.alarms,Alarms
 ,Alarms,Studio.Toolbox.Audio.SoundEffect.Category.Medium engine (mid frequency),Medium engine (mid frequency)
 ,Medium engine (mid frequency),Studio.Toolbox.General.SideTabGeneral,General
 ,General,Studio.Toolbox.HomeView.newest,Newest
 ,Newest,Studio.Toolbox.General.SideTabPermissions,Permissions
 ,Permissions,Studio.Toolbox.Audio.SoundEffect.Category.Whimper,Whimper
 ,Whimper,Studio.Toolbox.General.TermsOfUse,Terms of use
 ,Terms of use,Studio.Toolbox.Audio.SoundEffect.Category.Typing,Typing
 ,Typing,Studio.Toolbox.Audio.SoundEffect.Category.Rain,Rain
 ,Rain,Studio.Toolbox.Audio.SoundEffect.Category.rain,Rain
 ,Rain,"Studio.Toolbox.Audio.SoundEffect.Category.Bird flight, flapping wings","Bird flight, flapping wings"
 ,"Bird flight, flapping wings",Studio.Toolbox.General.PreviewAreaAssetID,Asset ID: {assetId}
 ,Asset ID: {assetId},Studio.Toolbox.General.PreviewAreaStatus,Status: {assetStatus}
 ,Status: {assetStatus},Studio.Toolbox.General.InstallSuccess,Success!
 ,Success!,Studio.Toolbox.Audio.SoundEffect.Category.Cap gun,Cap gun
 ,Cap gun,Studio.Toolbox.Audio.SoundEffect.Category.sliding,Sliding
 ,Sliding,Studio.Toolbox.Audio.SoundEffect.Category.Breathing,Breathing
 ,Breathing,Studio.Toolbox.Audio.SoundEffect.Category.breathing,Breathing
 ,Breathing,Studio.Toolbox.General.InstallFailure,Failure
 ,Failure,Studio.Toolbox.General.HasScripts,Has scripts
 ,Has scripts,Studio.Toolbox.General.PackagesUpdateable,Updateable
 ,Updateable,Studio.Toolbox.Audio.SoundEffect.Category.foley,Foley
 ,Foley,Studio.Toolbox.General.RobloxStudio,Roblox Studio
 ,Roblox Studio,Studio.Toolbox.Purchase.FreeTitle,Install Plugin
 ,Install Plugin,Studio.Toolbox.Audio.SoundEffect.Category.weapons,Weapons
 ,Weapons,Studio.Toolbox.AssetConfigDescription.AddRobloxLinks,Add any https://www.roblox.com links
 ,Add any https://www.roblox.com links,Studio.Toolbox.AssetConfigFooter.OverrideTitle,Choose an existing model to overwrite.
 ,Choose an existing model to overwrite.,Studio.Toolbox.AssetConfigAnimation.AnimationID,Animation ID
 ,Animation ID,Studio.Toolbox.AssetConfigCopy.Terms,"By switching on, you are granting every other user of Roblox the right to use (in various ways) the content you are now sharing. If you do not want to grant this right, please do not check this box. For more information about sharing content, please review the Roblox Terms of Use."
 ,"By switching on, you are granting every other user of Roblox the right to use (in various ways) the content you are now sharing. If you do not want to grant this right, please do not check this box. For more information about sharing content, please review the Roblox Terms of Use.",Studio.Toolbox.AssetConfigCopy.DistributeAgreement,"To maintain community safety, Roblox may terminate accounts that publish spam or assets with malicious or obfuscated code."
 ,"To maintain community safety, Roblox may terminate accounts that publish spam or assets with malicious or obfuscated code.",Studio.Toolbox.AssetConfigCopy.TemporarilyDisabledMessage,Marketplace publishing is unavailable at this time. Please check back later.
 ,Marketplace publishing is unavailable at this time. Please check back later.,Studio.Toolbox.AssetConfigCopy.DistributeToMarketplaceAsPackageWarning,Distributing this updateable asset to marketplace will give all users use and view access.
 ,Distributing this updateable asset to marketplace will give all users use and view access.,Studio.Toolbox.AudioView.Album,Album
 ,Album,Studio.Toolbox.Purchase.InsufficientTitle,Insufficient Robux
 ,Insufficient Robux,Studio.Toolbox.AssetConfigPackage.CantConvertMultipleInstancesWarning,Cannot convert to package unless package has a single root instance.
 ,Cannot convert to package unless package has a single root instance.,Studio.Toolbox.Audio.SoundEffect.Category.Fire,Fire
 ,Fire,Studio.Toolbox.Audio.SoundEffect.Category.fire,Fire
 ,Fire,"Studio.Toolbox.Audio.SoundEffect.Category.Sailboat, sailing ship","Sailboat, sailing ship"
 ,"Sailboat, sailing ship",Studio.Toolbox.AssetConfigPackage.CantConvertIfChildPackageHasUnpublishedChangesWarning,Cannot convert to package while the instance contains packages with unpublished changes.
 ,Cannot convert to package while the instance contains packages with unpublished changes.,Studio.Toolbox.AssetConfigPackage.Non3DRoot3DDescendentsWarning,"This object has 3D content but is not a Model, so moving or rotating it will count as modifying the package."
 ,"This object has 3D content but is not a Model, so moving or rotating it will count as modifying the package.",Studio.Toolbox.AssetConfigPreview.Change,Change
 ,Change,Studio.Toolbox.Audio.SoundEffect.Category.Writing,Writing
 ,Writing,Studio.Toolbox.AssetConfigSharing.PublicDisabledInformation,Audio files cannot be made public at this time. Please check back at a later date.
 ,Audio files cannot be made public at this time. Please check back at a later date.,Studio.Toolbox.AssetConfigSharing.PublicInformation,I certify that I am the creator of this asset. I agree that the asset may be shared and used by others on Roblox. This cannot be undone.
 ,I certify that I am the creator of this asset. I agree that the asset may be shared and used by others on Roblox. This cannot be undone.,Studio.Toolbox.Audio.SoundEffect.Category.Breaking,Breaking
 ,Breaking,Studio.Toolbox.Audio.SoundEffect.Category.breaking,Breaking
 ,Breaking,Studio.Toolbox.AssetConfigSharing.PublicAllExperiences,Public - All Experiences
 ,Public - All Experiences,Studio.Toolbox.AssetConfigSharing.AllExperiences,All Experiences
 ,All Experiences,"Studio.Toolbox.Audio.SoundEffect.Category.Inside, public space","Inside, public space"
 ,"Inside, public space",Studio.Toolbox.AssetConfigSharing.AnyoneOnRoblox,Anyone on Roblox
 ,Anyone on Roblox,Studio.Toolbox.Audio.SoundEffect.Category.rockets,Rockets
 ,Rockets,Studio.Toolbox.AssetConfigSharing.CheckStatus,Check Status
 ,Check Status,Studio.Toolbox.AssetConfigSharing.VerifyReason1,Maximize discoverability
 ,Maximize discoverability,Studio.Toolbox.Audio.SoundEffect.Category.spaceships,Spaceships
 ,Spaceships,Studio.Toolbox.AssetConfigSharing.ExperiencesWithAccess,Experiences with access
 ,Experiences with access,Studio.Toolbox.AssetConfigSharing.PrivateInformationVersionTwo,You can grant permissions to specific experiences on web asset configuration.
 ,You can grant permissions to specific experiences on web asset configuration.,Studio.Toolbox.Audio.SoundEffect.Category.Harpsichord,Harpsichord
 ,Harpsichord,Studio.Toolbox.AssetConfigSharing.PrivateInformationLinkText,Manage permissions
 ,Manage permissions,Studio.Toolbox.Audio.SoundEffect.Category.p-a-,P.A.
 ,P.A.,Studio.Toolbox.Audio.SoundEffect.Category.technical,Technical
 ,Technical,Studio.Toolbox.Audio.SoundEffect.Category.Drum roll,Drum roll
 ,Drum roll,Studio.Toolbox.AssetConfigSharing.PublicConfirmationTitle,Are you sure?
 ,Are you sure?,Studio.Toolbox.AssetConfigSharing.PublicConfirmationMessage,"Once shared with Anyone on Roblox, you cannot set it back to private."
 ,"Once shared with Anyone on Roblox, you cannot set it back to private.",Studio.Toolbox.AssetConfigSharing.DistributeMarketplaceQuotaUnavailable,Marketplace sharing has been temporarily disabled.
 ,Marketplace sharing has been temporarily disabled.,Studio.Toolbox.Audio.SoundEffect.Category.guns,Guns
 ,Guns,Studio.Toolbox.Audio.SoundEffect.Category.Clip-clop,Clip-clop
 ,Clip-clop,"Studio.Toolbox.Audio.SoundEffect.Category.Dishes, pots, and pans","Dishes, pots, and pans"
 ,"Dishes, pots, and pans",Studio.Toolbox.AudioView.AlbumArtist,Album/Artist
 ,Album/Artist,Studio.Toolbox.Audio.SoundEffect.Category.Mosquito,Mosquito
 ,Mosquito,Studio.Toolbox.AudioView.UploadedBy,Uploaded By
 ,Uploaded By,Studio.Toolbox.AssetConfigSharing.PublicConfirmationHeading,You have allowed this asset to be shared with Anyone on Roblox
 ,You have allowed this asset to be shared with Anyone on Roblox,Studio.Toolbox.General.CategoryGroupPlugins,Group Plugins
 ,Group Plugins,Studio.Toolbox.Audio.SoundEffect.Category.fans-air-conditioning,Fans & Air Conditioning
 ,Fans & Air Conditioning,Studio.Toolbox.AssetConfigSharing.PrivateSpecificExperiences,Private - Specific Experiences
 ,Private - Specific Experiences,Studio.Toolbox.AssetConfigSharing.SpecificExperiences,Specific Experiences
 ,Specific Experiences,Studio.Toolbox.Audio.SoundEffect.Category.movement,Movement
 ,Movement,Studio.Toolbox.Audio.SoundEffect.Category.Shofar,Shofar
 ,Shofar,Studio.Toolbox.AssetConfigSharing.VerificationNotice,"To make audio assets public, you must first verify your identity. Use the Refresh button to update your Verification status."
 ,"To make audio assets public, you must first verify your identity. Use the Refresh button to update your Verification status.",Studio.Toolbox.General.CategoryVideos,Videos
 ,Videos,"Studio.Toolbox.Audio.SoundEffect.Category.Trickle, dribble","Trickle, dribble"
 ,"Trickle, dribble",Studio.Toolbox.AssetConfigSharing.VerificationAction,ID Verify your account
 ,ID Verify your account,Studio.Toolbox.Audio.SoundEffect.Category.Tabla,Tabla
 ,Tabla,Studio.Toolbox.AssetConfigSharing.DistributeMarketplaceQuotaUnused2,Share up to {capacity} assets per {days} days.
 ,Share up to {capacity} assets per {days} days.,Studio.Toolbox.Audio.SoundEffect.Category.Owl,Owl
 ,Owl,Studio.Toolbox.AssetConfigSharing.DistributeMarketplaceQuotaInfoLink,How many assets can I publish to the Creator Marketplace?
 ,How many assets can I publish to the Creator Marketplace?,Studio.Toolbox.General.NoPluginsFound.TextLine2,"For more plugins, try searching in the {link} on our website."
 ,"For more plugins, try searching in the {link} on our website.",Studio.Toolbox.AssetConfigSharing.DistributeMarketplaceQuotaExhausted1,Sharing limit exceeded. Try again on {dateTime}.
 ,Sharing limit exceeded. Try again on {dateTime}.,Studio.Toolbox.AssetConfigSharing.VerifyYourAccount,Verify your account
 ,Verify your account,Studio.Toolbox.Audio.SoundEffect.Category.Hiss,Hiss
 ,Hiss,Studio.Toolbox.Audio.SoundEffect.Category.Chopping (food),Chopping (food)
 ,Chopping (food),Studio.Toolbox.AssetConfigSharing.VerifyReason2,Increase Marketplace publishing limit
 ,Increase Marketplace publishing limit,"Studio.Toolbox.Audio.SoundEffect.Category.Propeller, airscrew","Propeller, airscrew"
 ,"Propeller, airscrew",Studio.Toolbox.AssetConfigVersions.Current,Current published version
 ,Current published version,Studio.Toolbox.Audio.SoundEffect.Category.flying,Flying
 ,Flying,Studio.Toolbox.Audio.SoundEffect.Category.Growling,Growling
 ,Growling,Studio.Toolbox.Audio.SoundEffect.Category.Ska,Ska
 ,Ska,Studio.Toolbox.Audio.SoundEffect.Category.electric,Electric
 ,Electric,Studio.Toolbox.AssetConfigVersions.Restore,Restore previous version
 ,Restore previous version,Studio.Toolbox.AssetConfig.GetAssetFailed,There was an problem fetching asset data. We will be closing AssetConfig page.
 ,There was an problem fetching asset data. We will be closing AssetConfig page.,Studio.Toolbox.Audio.SoundEffect.Category.Jingle bell,Jingle bell
 ,Jingle bell,Studio.Toolbox.AssetConfig.Error,Error
 ,Error,Studio.Toolbox.ThumbnailStatus.Error,Error
 ,Error,Studio.Toolbox.AssetUploadResult.Success,Successfully submitted!
 ,Successfully submitted!,Studio.Toolbox.AssetConfigPackagePermissions.PackageOwner,Package Owner
 ,Package Owner,Studio.Toolbox.Audio.SoundEffect.Category.Pant,Pant
 ,Pant,Studio.Toolbox.Audio.SoundEffect.Category.pumps,Pumps
 ,Pumps,Studio.Toolbox.Audio.SoundEffect.Browse,Browse by Category
 ,Browse by Category,Studio.Toolbox.Audio.Music,Music
 ,Music,Studio.Toolbox.Audio.SoundEffect.Category.Music,Music
 ,Music,Studio.Toolbox.Audio.SoundEffect.Category.wagons,Wagons
 ,Wagons,Studio.Toolbox.AssetConfigPackagePermissions.Owner,Owner
 ,Owner,Studio.Toolbox.AssetConfigPackagePermissions.OwnerLabel,Owner
 ,Owner,Studio.Toolbox.Audio.SoundEffect.Category.tires,Tires
 ,Tires,Studio.Toolbox.Audio.Music.Genre.ethnic-folk,Ethnic Folk
 ,Ethnic Folk,Studio.Toolbox.Audio.SoundEffect.Category.Explosion,Explosion
 ,Explosion,Studio.Toolbox.AssetConfigPackagePermissions.ShareWith,Share with
 ,Share with,Studio.Toolbox.AssetConfigPackagePermissions.NoAccessLabel,No Access
 ,No Access,Studio.Toolbox.Audio.SoundEffect.Category.rodents,Rodents
 ,Rodents,Studio.Toolbox.Audio.SoundEffect.Category.Tuning fork,Tuning fork
 ,Tuning fork,Studio.Toolbox.Audio.SoundEffect.Category.burps,Burps
 ,Burps,Studio.Toolbox.Audio.SoundEffect.Category.plastic,Plastic
 ,Plastic,Studio.Toolbox.AssetConfigPackagePermissions.UseViewLabel,Use & View
 ,Use & View,Studio.Toolbox.AssetConfigPackagePermissions.EditLabel,Edit
 ,Edit,Studio.Toolbox.Audio.Music.Genre.country,Country
 ,Country,Studio.Toolbox.Audio.SoundEffect.Category.Country,Country
 ,Country,Studio.Toolbox.NoTagFound,Word(s) not found in the tag library
 ,Word(s) not found in the tag library,Studio.Toolbox.Tags.NoTagFound,Word(s) not found in the tag library
 ,Word(s) not found in the tag library,Studio.Toolbox.AssetConfigPackagePermissions.MultipleLabel,(Multiple)
 ,(Multiple),Studio.Toolbox.AssetConfigPackagePermissions.LockedGroup,"To change access for the \"{roleName}\" role, visit the Configure Group page on the website."
 ,"To change access for the \"{roleName}\" role, visit the Configure Group page on the website.",Studio.Toolbox.InsertTool.DialogTitle,Insert Tool
 ,Insert Tool,Studio.Toolbox.Audio.SoundEffect.Category.Groan,Groan
 ,Groan,Studio.Toolbox.Audio.SoundEffect.Category.Scrape,Scrape
 ,Scrape,Studio.Toolbox.AssetConfigPackagePermissions.NoAccessDescription,"Cannot use, view or edit this package"
 ,"Cannot use, view or edit this package",Studio.Toolbox.Announcement.Header_Default,Announcement
 ,Announcement,Studio.Toolbox.AssetConfigPackagePermissions.EditDescription,"Can use, view and edit this package"
 ,"Can use, view and edit this package","Studio.Toolbox.Audio.SoundEffect.Category.Marimba, xylophone","Marimba, xylophone"
 ,"Marimba, xylophone",Studio.Toolbox.Audio.SoundEffect.Category.human,Human
 ,Human,Studio.Toolbox.Audio.Music.Genre.blues,Blues
 ,Blues,Studio.Toolbox.Audio.SoundEffect.Category.Blues,Blues
 ,Blues,Studio.Toolbox.AssetConfigPackagePermissions.FriendsCollaboratorType,Friends
 ,Friends,Studio.Toolbox.ThumbnailStatus.Blocked,Blocked
 ,Blocked,Studio.Toolbox.Announcement.Header_02-28-2023,New Search Improvements!
 ,New Search Improvements!,Studio.Toolbox.AssetConfigPackagePermissions.PackageCreator,Package Creator
 ,Package Creator,Studio.Toolbox.AssetConfigPackagePermissions.UsersCollaboratorType,Users
 ,Users,Studio.Toolbox.General.CategoryGroupAnimations,Group Animations
 ,Group Animations,Studio.Toolbox.Audio.SoundEffect.Category.Ambulance (siren),Ambulance (siren)
 ,Ambulance (siren),Studio.Toolbox.AssetConfigPackagePermissions.GroupsCollaboratorType,Groups
 ,Groups,"Studio.Toolbox.Audio.SoundEffect.Category.Subway, metro, underground","Subway, metro, underground"
 ,"Subway, metro, underground",Studio.Toolbox.AssetConfigPackagePermissions.MyFriendsCollaborator,My Friends
 ,My Friends,Studio.Toolbox.Audio.SoundEffect.Category.Snare drum,Snare drum
 ,Snare drum,Studio.Toolbox.AssetConfigPackagePermissions.TooManyCollaboratorsText,You cannot add more than {maxNumCollaborators:int} collaborators
 ,You cannot add more than {maxNumCollaborators:int} collaborators,Studio.Toolbox.Audio.SoundEffect.Category.diesel,Diesel
 ,Diesel,Studio.Toolbox.AssetConfig.PublishAssetDialogHeading,This model contains private assets
 ,This model contains private assets,Studio.Toolbox.Audio.SoundEffect.Category.Theremin,Theremin
 ,Theremin,Studio.Toolbox.AssetConfig.PublishAssetDialogDescription,"On Publish, all private assets will be made public. If you do not wish to do so, do not proceed with Publish."
 ,"On Publish, all private assets will be made public. If you do not wish to do so, do not proceed with Publish.",Studio.Toolbox.AssetConfig.PublishAssetDialogPublish,Publish
 ,Publish,Studio.Toolbox.Audio.SoundEffect.Category.cloth,Cloth
 ,Cloth,Studio.Toolbox.AssetConfig.PublishPluginHeader,Publish as Plugin
 , Publish as Plugin,Studio.Toolbox.AssetConfig.ModelPublishWarning,Any private audio in your model will not be playable.
 , Any private audio in your model will not be playable.,"Studio.Toolbox.Audio.SoundEffect.Category.Water tap, faucet","Water tap, faucet"
 ,"Water tap, faucet",Studio.Toolbox.Audio.SoundEffect.Category.horns,Horns
 ,Horns,Studio.Toolbox.Audio.SoundEffect.Category.Rattle (instrument),Rattle (instrument)
 ,Rattle (instrument),Studio.Toolbox.Audio.SoundEffect.Category.Aircraft,Aircraft
 ,Aircraft,Studio.Toolbox.Audio.SoundEffect.Category.aircraft,Aircraft
 ,Aircraft,Studio.Toolbox.Purchase.RobuxBalance,Your current balance:
 ,Your current balance:,Studio.Toolbox.Purchase.InsufficientPrompt,You need {robux:int} more Robux to buy "{name}" from {creator}.
 ,You need {robux:int} more Robux to buy "{name}" from {creator}.,Studio.Toolbox.Purchase.Retry,Retry
 ,Retry,Studio.Toolbox.Audio.SoundEffect.Category.Glass,Glass
 ,Glass,Studio.Toolbox.Audio.SoundEffect.Category.glass,Glass
 ,Glass,Studio.Toolbox.Purchase.Buy,Buy
 ,Buy,Studio.Toolbox.Purchase.BuyTitle,Buy & Install Plugin
 ,Buy & Install Plugin,Studio.Toolbox.Audio.SoundEffect.Category.Hammer,Hammer
 ,Hammer,Studio.Toolbox.Purchase.FailedHeader,Purchase failed
 ,Purchase failed,"Studio.Toolbox.Audio.SoundEffect.Category.Hubbub, speech noise, speech babble","Hubbub, speech noise, speech babble"
 ,"Hubbub, speech noise, speech babble",Studio.Toolbox.Audio.SoundEffect.Category.Snoring,Snoring
 ,Snoring,Studio.Toolbox.Purchase.Free,FREE
 ,FREE,Studio.Toolbox.Audio.SoundEffect.Category.leather,Leather
 ,Leather,Studio.Toolbox.Audio.SoundEffect.Category.glassware,Glassware
