Key,Source,en-us,es-es,fr-fr,it-it,ja-jp,ko-kr,pt-br,zh-cjv,zh-cn,zh-tw
Studio.MaterialManager.CreateDialog.NoImageSelected,No Image Selected,No Image Selected,No imagen seleccionada,Aucune image sélectionnée,Nessuna immagine selezionata,選択された画像がありません,선택한 이미지가 없습니다,Nenhuma imagem selecionada,未选择图像,未选择图像,未選擇圖像
Studio.MaterialManager.CreateDialog.ErrorImportMap,Failed to import Texture Map,Failed to import Texture Map,Error al importar el mapa de textura,Échec de l'importation de la carte des textures,Impossibile importare la Mappa Texture,テクスチャマップをインポートできませんでした,텍스처 맵을 가져오지 못했습니다,Falha ao importar Mapa de textura,导入纹理地图失败,导入纹理地图失败,無法匯入紋理圖
Studio.MaterialManager.CreateDialog.FailedToImportMap,Failed to import Texture Map,Failed to import Texture Map,Error al importar el mapa de textura,Échec de l'importation de la carte des textures,Impossibile importare la Mappa Texture,テクスチャマップをインポートできませんでした,텍스처 맵을 가져오지 못했습니다,Falha ao importar Mapa de textura,导入纹理地图失败,导入纹理地图失败,無法匯入紋理圖
Studio.MaterialManager.CreateDialog.MaterialPatternVariant,Material Pattern,Material Pattern,Patrón del material,Motif de matériau,Tipo Materiale,素材のパターン,재질 패턴,Padrão de material,材质纹理,材质纹理,材質紋路
Studio.MaterialManager.MaterialAdditional.MaterialPattern,Material Pattern,Material Pattern,Patrón del material,Motif de matériau,Tipo Materiale,素材のパターン,재질 패턴,Padrão de material,材质纹理,材质纹理,材質紋路
Studio.MaterialManager.Materials.PlasticVariant,Plastic Variant,Plastic Variant,Variante de plástico,Variante en matière plastique,Variante Plastica,プラスチックのバリエーション,플라스틱 변형,Variante de plástico,塑料变量,塑料变量,塑膠變種
Studio.MaterialManager.CreateDialog.ErrorSelectMap,Failed to select Texture Map,Failed to select Texture Map,Error al seleccionar el mapa de textura,Échec de la sélection de la carte des textures,Impossibile selezionare Mappa Texture,テクスチャマップを選択できませんでした,텍스처 맵을 선택하지 못했습니다,Falha ao selecionar Mapa de textura,选择纹理地图失败,选择纹理地图失败,無法選擇紋理圖
Studio.MaterialManager.Materials.AsphaltMaterial,Asphalt Material,Asphalt Material,Material de alquitrán,Matériau de l'asphalte,Materiale Asfalto,アスファルト素材,아스팔트 재질,Material de asfalto,沥青材质,沥青材质,瀝青材質
Studio.MaterialManager.CreateDialog.ErrorFindUrl,Failed to find URL,Failed to find URL,Error al encontrar la URL,Impossible de trouver l'URL,Impossibile trovare l'URL,URLが見つかりませんでした,URL을 찾지 못했습니다,Falha ao encontrar URL,找不到网址,找不到网址,找不到網址
Studio.MaterialManager.CreateDialog.FailedUrl,Failed to find URL,Failed to find URL,Error al encontrar la URL,Impossible de trouver l'URL,Impossibile trovare l'URL,URLが見つかりませんでした,URL을 찾지 못했습니다,Falha ao encontrar URL,找不到网址,找不到网址,找不到網址
Studio.MaterialManager.CreateDialog.ErrorStudsPerTile,Studs Per Tile should be positive,Studs Per Tile should be positive,Los studs por mosaico deben ser positivos,Les montants par tuile doivent être positifs,Studs per mattonella dovrebbe essere in positivo,タイルあたりのスタッド数は正の値でなければなりません,타일 당 스터드 수는 양수여야 합니다,Quadrículas por ladrilho deve ser positivo,单一砖块格数应为正数,单一砖块格数应为正数,單一磚格磚塊數應為正數
Studio.MaterialManager.CreateDialog.Import,Import,Import,Importar,Importer,Importa,インポートする,가져오기,Importar,导入,导入,匯入
Studio.MaterialManager.Materials.AirVariant,Air Variant,Air Variant,Variante de aire,Variante de l'air,Variante Aria,空気のバリエーション,공기 변형,Variante de ar,空气变量,空气变量,空氣變種
Studio.MaterialManager.Materials.AsphaltVariant,Asphalt Variant,Asphalt Variant,Variante de alquitrán,Variante de l'asphalt,Variante Asfalto,アスファルトのバリエーション,아스팔트 변형,Variante de asfalto,沥青变量,沥青变量,瀝青變種
Studio.MaterialManager.Materials.BasaltVariant,Basalt Variant,Basalt Variant,Variante de basalto,Variante du basalte,Variante Basalto,玄武岩のバリエーション,현무암 변형,Variante de basalto,玄武岩变量,玄武岩变量,玄武岩變種
Studio.MaterialManager.Materials.BrickVariant,Brick Variant,Brick Variant,Variante de ladrillo,Variante de brique,Variante Mattone,レンガのバリエーション,벽돌 변형,Variante de tijolo,砖块变量,砖块变量,磚塊變種
Studio.MaterialManager.TerrainDetails.Top,Top,Top,Sup.,Haut,Alto,上,상단,Superior,顶部,顶部,頂部
Studio.MaterialManager.Materials.CobblestoneVariant,Cobblestone Variant,Cobblestone Variant,Variante de adoquín,Variante de pierre taillée,Variante Mattoni,玉砂利のバリエーション,왕자갈 변형,Variante de paralelepípedo,大鹅卵石变量,大鹅卵石变量,鵝卵石變種
Studio.MaterialManager.Materials.GlacierMaterial,Glacier Material,Glacier Material,Material de glaciar,Matériau du glacier,Materiale Del Ghiacciaio,氷河の素材,빙하 재질,Material de geleira,冰川材质,冰川材质,冰河材質
Studio.MaterialManager.Materials.ConcreteVariant,Concrete Variant,Concrete Variant,Variante de hormigón,Variante de béton,Variante Cemento,コンクリートのバリエーション,콘크리트 변형,Variante de concreto,水泥变量,水泥变量,混凝土變種
Studio.MaterialManager.Materials.CrackedLavaVariant,Cracked Lava Variant,Cracked Lava Variant,Variante de lava agrietada,Variante de lave fissurée,Variante Lava Incrinata,ひび割れた溶岩のバリエーション,갈라진 용암 변형,Variante de lava rachada,裂纹熔岩变量,裂纹熔岩变量,裂紋熔岩變種
Studio.MaterialManager.Materials.FabricVariant,Fabric Variant,Fabric Variant,Variante de tela,Variante de tissu,Variante Tessuto,生地のバリエーション,직물 변형,Variante de tecido,布料变量,布料变量,布料變種
Studio.MaterialManager.Materials.FoilVariant,Foil Variant,Foil Variant,Variante de papel aluminio,Variante de la feuille d'aluminium,Variante Lamina,ホイルのバリエーション,포일 변형,Variante de papel alumínio,锡箔变量,锡箔变量,金屬箔變種
Studio.MaterialManager.Materials.ForcefieldVariant,Force Field Variant,Force Field Variant,Variante de campo de fuerza,Forcer la variante du champ,Variante Campo Forza,フォースフィールドのバリエーション,역장 변형,Variante de campo força,力场变量,力场变量,力場變種
Studio.MaterialManager.Materials.GlacierVariant,Glacier Variant,Glacier Variant,Variante de glaciar,Variante du glacier,Variante Ghiacciaio,氷河のバリエーション,빙하 변형,Variante de geleira,冰川变量,冰川变量,冰河變種
Studio.MaterialManager.Materials.GlassVariant,Glass Variant,Glass Variant,Variante de vidrio,Variante de verre,Variante Vetro,ガラスのバリエーション,유리 변형,Variante de vidro,玻璃变量,玻璃变量,玻璃變種
Studio.MaterialManager.PhysicalProperties.ElasticityWeight,Elasticity Weight,Elasticity Weight,Peso de la elasticidad,Poids élasticité,Elasticitá Peso,弾力性重量,탄성 가중치,Peso da elasticidade,弹性重量,弹性重量,彈性重量
Studio.MaterialManager.Materials.GraniteVariant,Granite Variant,Granite Variant,Variante de granito,Variante de granit,Variante Granito,大理石のバリエーション,화강암 변형,Variante de granito,花岗岩变量,花岗岩变量,花崗岩變種
Studio.MaterialManager.ViewType.Grid,Grid,Grid,Cuadrícula,Grille,Griglia,グリッド,그리드,Grade,方格,方格,方格
Studio.MaterialManager.Materials.IceVariant,Ice Variant,Ice Variant,Variante de hielo,Variante de la glace,Variante Ghiaccio,氷のバリエーション,얼음 변형,Variante de gelo,冰变量,冰变量,冰變種
Studio.MaterialManager.Materials.LeafyGrassVariant,Leafy Grass Variant,Leafy Grass Variant,Variante de hierba espesa,Variante de l'herbe feuillue,Variante Erba A Foglie,草地のバリエーション,무성한 잔디 변형,Variante de grama alta,绿叶草变量,绿叶草变量,綠葉草變種
Studio.MaterialManager.Materials.LimestoneVariant,Limestone Variant,Limestone Variant,Variante de piedra caliza,Variante du calcaire,Variante Calcare,ライムストーンのバリエーション,석회암 변형,Variante de calcário,石灰岩变量,石灰岩变量,石灰岩變種
Studio.MaterialManager.Materials.MarbleVariant,Marble Variant,Marble Variant,Variante de mármol,Variante de Marbre,Variante Marmo,大理石のバリエーション,대리석 변형,Variante de mármore,大理石变量,大理石变量,大理石變種
Studio.MaterialManager.Materials.MetalVariant,Metal Variant,Metal Variant,Variante de metal,Variante de métal,Variante Metallo,金属のバリエーション,금속 변형,Variante de metal,金属变量,金属变量,金屬變種
Studio.MaterialManager.Materials.MudVariant,Mud Variant,Mud Variant,Variante de barro,Variante de boue,Variante Fango,泥のバリエーション,진흙 변형,Variante de lama,泥变量,泥变量,泥變種
Studio.MaterialManager.Materials.NeonVariant,Neon Variant,Neon Variant,Variante de neón,Variante de néon,Variante Neon,ネオンのバリエーション,네온 변형,Variante de neon,霓虹变量,霓虹变量,霓虹變種
Studio.MaterialManager.CreateDialog.Location,Location,Location,Ubicación,Localisation,Posizione,場所,위치,Local,地点,地点,地點
Studio.MaterialManager.Categories.Organic,Organic,Organic,Orgánico,Organique,Organico,天然素材,오가닉,Orgânico,不规则,不规则,不規則
Studio.MaterialManager.MaterialPatterns.Organic,Organic,Organic,Orgánico,Organique,Organico,天然素材,오가닉,Orgânico,不规则,不规则,不規則
Studio.MaterialManager.Materials.NeonMaterial,Neon Material,Neon Material,Material de neón,Matériel néon,Materiale Neon,ネオン素材,네온 재질,Material de neon,霓虹材质,霓虹材质,霓虹材質
Studio.MaterialManager.Materials.PavementVariant,Pavement Variant,Pavement Variant,Variante de pavimento,Variante de chaussée,Variante Pavimento,鋪道のバリエーション,보도 변형,Variante de pavimento,人行道变量,人行道变量,人行道變種
Studio.MaterialManager.Materials.PebbleVariant,Pebble Variant,Pebble Variant,Variante de piedrita,Variante du galet,Variante Pebble,小石のバリエーション,자갈 변형,Variante de cascalho,小鹅卵石变量,小鹅卵石变量,卵石變種
Studio.MaterialManager.TerrainDetails.ButtonCreate,Create,Create,Crear,Créer,Crea,作成,만들기,Criar,创建,创建,建立
Studio.MaterialManager.Materials.RockVariant,Rock Variant,Rock Variant,Variante de roca,Variante rocheuse,Variante Roccia,岩のバリエーション,바위 변형,Variante de rocha,岩石变量,岩石变量,岩石變種
Studio.MaterialManager.Materials.SaltVariant,Salt Variant,Salt Variant,Variante de sal,Variante de sel,Variante Sale,塩のバリエーション,소금 변형,Variante de sal,盐变量,盐变量,鹽變種
Studio.MaterialManager.Materials.SandVariant,Sand Variant,Sand Variant,Variante de arena,Variante de sable,Variante Sabbia,砂のバリエーション,모래 변형,Variante de areia,沙变量,沙变量,沙變種
Studio.MaterialManager.Materials.SandstoneVariant,Sandstone Variant,Sandstone Variant,Variante de piedra arenisca,Variante de grès,Variante Arenaria,サンドストーンのバリエーション,사암 변형,Variante de arenito,砂岩变量,砂岩变量,砂岩變種
Studio.MaterialManager.Materials.SmoothPlasticVariant,Smooth Plastic Variant,Smooth Plastic Variant,Variante de plástico liso,Variante en plastique lisse,Variante Di Plastica Liscia,なめらかなプラスチックのバリエーション,매끈한 플라스틱 변형,Variante de plástico liso,平滑塑料变量,平滑塑料变量,平滑塑膠變種
Studio.MaterialManager.Materials.WaterVariant,Water Variant,Water Variant,Variante de agua,Variante de l'eau,Variante Acqua,水のバリエーション,물 변형,Variante de água,水变量,水变量,水變種
Studio.MaterialManager.Materials.MarbleMaterial,Marble Material,Marble Material,Material de mármol,Matériau marbre,Materiale Marmo,大理石の素材,대리석 재질,Material de mármore,大理石材质,大理石材质,大理石材質
Studio.MaterialManager.Materials.WoodVariant,Wood Variant,Wood Variant,Variante de madera,Variante de bois,Variante Roccia,木材のバリエーション,목재 변형,Variante de madeira,木变量,木变量,木材變種
Studio.MaterialManager.Materials.WoodPlanksVariant,Wood Planks Variant,Wood Planks Variant,Variante de tablones de madera,Variante de planches de bois,Variante Piastre Di Legno,木の板のバリエーション,나무 판자 변형,Variante de tábuas,木板变量,木板变量,木板變種
Studio.MaterialManager.Materials.AirMaterial,Air Material,Air Material,Material de aire,Matériau de l'air,Materiale Aria,空気の素材,공기 재질,Material de ar,空气材质,空气材质,空氣材質
Studio.MaterialManager.Materials.BasaltMaterial,Basalt Material,Basalt Material,Material de basalto,Matériau de basalte,Materiale Basalto,玄武岩の素材,현무암 재질,Material de basalto,玄武岩材质,玄武岩材质,玄武岩材質
Studio.MaterialManager.Materials.BrickMaterial,Brick Material,Brick Material,Material de ladrillo,Matériau de brique,Materiale Mattone,レンガ素材,벽돌 재질,Material de tijolo,砖块材质,砖块材质,磚塊材質
Studio.MaterialManager.Materials.CobblestoneMaterial,Cobblestone Material,Cobblestone Material,Material de adoquín,Matériau de pierre,Materiale Ciottolo,玉砂利の素材,왕자갈 재질,Material de paralelepípedo,大鹅卵石材质,大鹅卵石材质,鵝卵石材質
Studio.MaterialManager.CreateDialog.FailedToInsertAssetManager,Failed to insert assetId to AssetManager,Failed to insert assetId to AssetManager,Error al insertar assetId a AssetManager,Impossible d'insérer assetId dans AssetManager,Impossibile inserire assetId in AssetManager,assetId を AssetManager に挿入できませんでした,assetId를 AssetManager에 삽입하지 못했습니다,Falha ao inserir o assetId para o AssetManager,无法将 assetId 插入 AssetManager,无法将 assetId 插入 AssetManager,無法將 assetId 插入 AssetManager
Studio.MaterialManager.Materials.ConcreteMaterial,Concrete Material,Concrete Material,Material de hormigón,Matériau de béton,Materiale Cemento,コンクリート素材,콘크리트 재질,Material de concreto,水泥材质,水泥材质,混凝土材質
Studio.MaterialManager.Materials.CorrodedMetalMaterial,Corroded Metal Material,Corroded Metal Material,Material de metal corroído,Matériau de métal corrodé,Materiale In Metallo Corroso,さびた金属素材,부식된 금속 재질,Material de metal corroido,腐蚀金属材质,腐蚀金属材质,腐蝕金屬材質
Studio.MaterialManager.Materials.CrackedLavaMaterial,Cracked Lava Material,Cracked Lava Material,Material de lava agrietada,Matériau de Lave fissurée,Materiale Di Lava Incrinata,ひび割れた溶岩素材,갈라진 용암 재질,Material de lava rachada,裂纹熔岩材质,裂纹熔岩材质,裂紋熔岩材質
Studio.MaterialManager.Materials.DiamondPlateMaterial,Diamond Plate Material,Diamond Plate Material,Material de placa de diamante,Matériau de plaque de diamant,Materiale Piastra Diamante,ダイヤモンド板の素材,다이아몬드판 재질,Material de placa de diamante,花纹板材质,花纹板材质,菱形板材質
Studio.MaterialManager.Materials.FoilMaterial,Foil Material,Foil Material,Material de papel aluminio,Matériau d'aluminium,Materiale in Lamina,ホイル素材,포일 재질,Material de papel alumínio,锡箔材质,锡箔材质,金屬箔材質
Studio.MaterialManager.Materials.ForcefieldMaterial,Force Field Material,Force Field Material,Material de campo de fuerza,Matériau du champ de force,Variante Campo Forza,フォースフィールド素材,역장 재질,Material de campo de força,力场材质,力场材质,力場材質
Studio.MaterialManager.Materials.GlassMaterial,Glass Material,Glass Material,Material de vidrio,Matériau en verre,Materiale Vetro,ガラス素材,유리 재질,Material de vidro,草材质,草材质,玻璃材質
Studio.MaterialManager.Materials.GraniteMaterial,Granite Material,Granite Material,Material de granito,Matériau de granite,Materiale Granito,大理石素材,화강암 재질,Material de granito,花岗岩材质,花岗岩材质,花崗岩材質
Studio.MaterialManager.TerrainDetails.Side,Side,Side,Lateral,Coté,Lato,横,측면,Lateral,侧部,侧部,邊
Studio.MaterialManager.Materials.GrassMaterial,Grass Material,Grass Material,Material de hierba,Matériau d'herbe,Materiale Erba,草の素材,잔디 재질,Material de grama,草材质,草材质,草材質
Studio.MaterialManager.Materials.GroundMaterial,Ground Material,Ground Material,Material de suelo,Matériau de sol,Materiale Terra,地面の素材,토양 재질,Material de chão,土地材质,土地材质,土地材質
Studio.MaterialManager.CreateDialog.StudsPerTileVariant,Studs Per Tile,Studs Per Tile,Studs por mosaico,Montants par carreau,Studs Per Mattonella,タイルあたりのスタッド数,타일당 스터드 수,Quadrículas por ladrilho,单一砖块格数,单一砖块格数,單一磚格磚塊數
Studio.MaterialManager.MaterialAdditional.StudsPerTile,Studs Per Tile,Studs Per Tile,Studs por cuadrícula,Montants par carreau,Studs Per Mattonella,タイルあたりのスタッド数,타일당 스터드 수,Quadrículas por ladrilho,单一砖块格数,单一砖块格数,單一磚格磚塊數
Studio.MaterialManager.MaterialTiling.StudsPerTile,Studs Per Tile,Studs Per Tile,Studs por mosaico,Montants par carreau,Studs Per Mattonella,タイルあたりのスタッド数,타일당 스터드 수,Quadrículas por ladrilho,单一砖块格数,单一砖块格数,單一磚格磚塊數
Studio.MaterialManager.Materials.IceMaterial,Ice Material,Ice Material,Material de hielo,Matériau de glace,Materiale Ghiaccio,氷素材,얼음 재질,Material de gelo,冰材质,冰材质,冰材質
Studio.MaterialManager.Materials.LeafyGrassMaterial,Leafy Grass Material,Leafy Grass Material,Material de hierba espesa,Matériau d'herbe à feuilles,Materiale Erba a Foglie,草地の素材,무성한 잔디 재질,Material de grama alta,绿叶草材质,绿叶草材质,綠葉草材質
Studio.MaterialManager.Materials.MetalMaterial,Metal Material,Metal Material,Material de metal,Matériau de métal,Materiale Metallico,金属の素材,금속 재질,Material de metal,金属材质,金属材质,金屬材質
Studio.MaterialManager.Materials.MudMaterial,Mud Material,Mud Material,Material de barro,Matériau de boue,Materiale Fango,泥素材,진흙 재질,Material de lama,泥材质,泥材质,泥材質
Studio.MaterialManager.PhysicalProperties.Reset,Reset,Reset,Restablecer,Réinitialiser,Reimposta,リセット,재설정,Reiniciar,重置,重置,重置
Studio.MaterialManager.Materials.PavementMaterial,Pavement Material,Pavement Material,Material de pavimento,Matériau trottoir,Materiale Pavimentazione,鋪道の素材,보도 재질,Material de pavimento,人行道材质,人行道材质,人行道材質
Studio.MaterialManager.Materials.PebbleMaterial,Pebble Material,Pebble Material,Material de piedrita,Matériau galet,Materiale Ghiaia,小石の素材,자갈 재질,Material de cascalho,小鹅卵石材质,小鹅卵石材质,卵石材質
Studio.MaterialManager.Materials.PlasticMaterial,Plastic Material,Plastic Material,Material de plástico,Matériau plastique,Materiale Plastica,プラスチック素材,플라스틱 재질,Material de plástico,塑料材质,塑料材质,塑膠材質
Studio.MaterialManager.Materials.RockMaterial,Rock Material,Rock Material,Material de roca,Matériau de roche,Materiale Roccia,岩素材,바위 재질,Material de rocha,岩石材质,岩石材质,岩石材質
Studio.MaterialManager.Materials.SaltMaterial,Salt Material,Salt Material,Material de sal,Matériau de sel,Materiale Sale,塩の素材,소금 재질,Material de sal,盐材质,盐材质,鹽材質
Studio.MaterialManager.Materials.SandMaterial,Sand Material,Sand Material,Material de arena,Matériau de sable,Materiale Sabbia,砂素材,모래 재질,Material de areia,沙材质,沙材质,沙材質
Studio.MaterialManager.Materials.SlateMaterial,Slate Material,Slate Material,Material de pizarra,Matériau ardoise,Materiale Ardesia,スレート素材,슬레이트 재질,Material de ardósia,石板材质,石板材质,板岩材質
Studio.MaterialManager.Materials.SandstoneMaterial,Sandstone Material,Sandstone Material,Material de piedra arenisca,Matériau en grès,Materiale Arena,サンドストーン素材,사암 재질,Material de arenito,砂岩材质,砂岩材质,砂岩材質
Studio.MaterialManager.Materials.WoodMaterial,Wood Material,Wood Material,Material de madera,Matériau en bois,Materiale Legno,木材の素材,목재 재질,Material de madeira,木材质,木材质,木材材質
Studio.MaterialManager.MaterialInformation.ClearPartOverride,Clear Part Override,Clear Part Override,Eliminar reemplazo de la pieza,Effacer la substitution de pièce,Cancella Parte Sostituzione,パーツのオーバーライドを消す,파트 재정의 지우기,Limpar substituição de parte,清除部件覆盖,清除部件覆盖,清除零件覆寫
Studio.MaterialManager.MaterialInformation.ClearTerrainOverride,Clear Terrain Override,Clear Terrain Override,Eliminar reemplazo del terreno,Effacer le remplacement du terrain,Cancella Sostituzione Terreno,地形のオーバーライドを消す,지형 재정의 지우기,Limpar substituição de terreno,清除地形覆盖,清除地形覆盖,清除地形覆寫
Studio.MaterialManager.MaterialInformation.ClearOverride,Clear Override,Clear Override,Eliminar reemplazo,Effacer la substitution,Cancella Sostituzione,オーバーライドを消す,재정의 지우기,Limpar substituição,清除覆盖,清除覆盖,清除覆寫
Studio.MaterialManager.Categories.Materials,Materials,Materials,Materiales,Matériel,Materiale,素材,재질,Materiais,材质,材质,材質
Studio.MaterialManager.Materials.SnowVariant,Snow Variant,Snow Variant,Variante de nieve,Variante de la neige,Variante Neve,雪のバリエーション,눈 변형,Variante de neve,雪变量,雪变量,雪變種
Studio.MaterialManager.Materials.SnowMaterial,Snow Material,Snow Material,Material de nieve,Matériel de neige,Materiale Neve,雪の素材,눈 재질,Variante de neve,雪材质,雪材质,雪材質
Studio.MaterialManager.MaterialStatus.MissingMaterial,Unable to find a MaterialVariant matching the name and override material in MaterialService.,Unable to find a MaterialVariant matching the name and override material in MaterialService.,No se puede encontrar un MaterialVariant que coincida con el nombre y reemplace el material en MaterialService.,Impossible de trouver un MaterialVariant correspondant au nom et au matériau de remplacement de MaterialService.,Impossibile trovare un MaterialeVariante corrispondente al nome e sostituire il materiale in MaterialService.,MaterialService で一致する名前とオーバーライド素材の MaterialVariant が見つかりません。,MaterialService에서 이름 및 재정의 재질과 일치하는 MaterialVariant를 찾을 수 없습니다.,Não é possível encontrar um MaterialVariant que corresponda ao nome e material de substituição no MaterialService.,无法在 MaterialService 中找到符合名称及覆盖材质的 MaterialVariant。,无法在 MaterialService 中找到符合名称及覆盖材质的 MaterialVariant。,無法在 MaterialService 中找到符合名稱和覆寫材質的 MaterialVariant。
Studio.MaterialManager.CreateDialog.AdditionalProperties,Additional,Additional,Adicional,Supplémentaire,Ulteriori,追加,추가,Adicional,额外,额外,額外
Studio.MaterialManager.MaterialAdditional.Additional,Additional,Additional,Adicional,Supplémentaire,Ulteriori,追加,추가,Adicional,额外,额外,額外
Studio.MaterialManager.Callout.MaterialManagerApplyDescription,Click here to apply the selected material to the selected parts,Click here to apply the selected material to the selected parts,Haz clic aquí para aplicar el material seleccionado a las piezas seleccionadas,Cliquez ici pour appliquer le matériau sélectionné aux pièces sélectionnées,Fare clic qui per applicare il materiale selezionato alle parti selezionate,ここをクリックして、選択したパーツに選択した素材を適用,"여기를 클릭해, 선택한 재질을 선택한 파트에 적용하세요",Clique aqui para aplicar o material selecionado às partes selecionadas,点按此处将选定材质应用至所选部件,点按此处将选定材质应用至所选部件,點擊將選取材質套用到選取零件
Studio.MaterialManager.MaterialPatterns.Regular,Regular,Regular,Regular,Régulier,Regolare,標準,일반,Regular,标准,标准,標準
Studio.MaterialManager.Categories.Special,Special,Special,Especial,Spécial,Speciale,スペシャル,스페셜,Especial,特殊,特殊,特殊
Studio.MaterialManager.ViewType.List,List,List,Lista,Liste,Elenco,リスト,목록,Lista,列表,列表,清單
Studio.MaterialManager.TopBar.MaterialAsTool,Paint parts with selected material,Paint parts with selected material,Pintar piezas con el material seleccionado,Peindre des pièces avec le matériau sélectionné,Disegna parti con il materiale scelto,選択した素材でパーツをペイントする,선택한 재질로 파트를 칠합니다,Pintar partes com material selecionado,使用所选材质为部件涂色,使用所选材质为部件涂色,使用選取材質為零件上漆
Studio.MaterialManager.TerrainDetails.Bottom,Bottom,Bottom,Inferior,Bas,Basso,下,하단,Inferior,底部,底部,底部
Studio.MaterialManager.MaterialInformation.Delete,Delete,Delete,Eliminar,Supprimer,Elimina,削除,삭제,Excluir,删除,删除,刪除
Studio.MaterialManager.TerrainDetails.Delete,Delete,Delete,Eliminar,Supprimer,Elimina,削除,삭제,Excluir,删除,删除,刪除
Studio.MaterialManager.CreateDialog.ErrorUploadFromFileMapToLarge,Failed to upload: file is too large,Failed to upload: file is too large,Error al cargar: el archivo es demasiado grande,Impossible de télécharger : le fichier est trop volumineux,Caricamento non riuscito: file troppo grande,アップロードできませんでした。ファイルが大きすぎます,업로드 실패: 파일이 너무 큽니다,Falha no upload: o arquivo é grande demais,上传失败：文件太大,上传失败：文件太大,無法上傳：檔案過大
Studio.MaterialManager.CreateDialog.FailedToUploadTooLarge,Failed to upload: file is too large,Failed to upload: file is too large,Error al cargar: el archivo es demasiado grande,Impossible de télécharger : le fichier est trop volumineux,Caricamento non riuscito: file troppo grande,アップロードできませんでした。ファイルが大きすぎます,업로드 실패: 파일이 너무 큽니다,Falha no upload: o arquivo é grande demais,上传失败：文件太大,上传失败：文件太大,無法上傳：檔案過大
Studio.MaterialManager.CreateDialog.Uploading,Uploading Texture Map...,Uploading Texture Map...,Cargando mapa de textura...,Téléchargement de la carte des textures en cours...,Caricamento Mappa Texture...,テクスチャマップをアップロード中...,텍스처 맵을 업로드하는 중...,Enviando Mapa de Textura...,正在上传纹理地图...,正在上传纹理地图...,正在上傳紋理圖……
Studio.MaterialManager.MaterialTiling.Tiling,Tiling,Tiling,Mosaico,Carreau,Piastrellatura,タイル,타일링,Ladrilhamento,砖格,砖格,磚格
Studio.MaterialManager.MaterialTiling.Pattern,Pattern,Pattern,Patrón,Motif,Tipo,パターン,패턴,Padrão,纹理,纹理,紋路
Studio.MaterialManager.CreateDialog.FailedToUploadFromFileMap,Failed to upload,Failed to upload,Error al cargar,Échec du téléchargement,Caricamento non riuscito,アップロードできませんでした,업로드하지 못했습니다,Falha ao fazer upload,上传失败,上传失败,無法上傳
Studio.MaterialManager.MaterialOverrides.Overrides,Overrides,Overrides,Reemplazos,Substitutions,Sostituisce,オーバーライド,재정의,Substituições,覆盖,覆盖,覆寫
Studio.MaterialManager.OverrideSettings.Overrides,Overrides,Overrides,Reemplazos,Substitutions,Sostituisce,オーバーライド,재정의,Substituições,覆盖,覆盖,覆寫
Studio.MaterialManager.OverrideSettings.SetOverride,Set as Override,Set as Override,Establecer como Reemplazo,Définir comme remplacement,Imposta Sostituisci,オーバーライドに設定,재정의로 설정,Definir como substituição,设为覆盖,设为覆盖,設為覆寫
Studio.MaterialManager.PhysicalProperties.Elasticity,Elasticity,Elasticity,Elasticidad,Élasticité,Elasticità,弾力性,탄성,Elasticidade,弹性,弹性,彈性
Studio.MaterialManager.PhysicalProperties.Friction,Friction,Friction,Fricción,Friction,Attrito,摩擦,마찰,Atrito,摩擦力,摩擦力,摩擦力
Studio.MaterialManager.PhysicalProperties.Physics,Physics,Physics,Física,Physique,Fisica,物理,물리,Física,物理,物理,物理
Studio.MaterialManager.TerrainDetails.TerrainDetails,Terrain Details,Terrain Details,Detalles del terreno,Détails du terrain,Dettagli Terreno,地形の詳細,지형 세부 사항,Detalhes do terreno,地形详细信息,地形详细信息,地形詳細資訊
Studio.MaterialManager.MaterialOverrides.OverrideUnavailable,This Material doesn't support Variants,This Material doesn't support Variants,Este material no admite variantes,Ce matériau ne prend pas en charge les variantes,Questo materiale non supporta le varianti,この素材は、バリエーションに対応していません,이 재질은 변형을 지원하지 않습니다,Este material não suporta variantes,此材质不支持变量,此材质不支持变量,此材質不支援變種
