Key,Context,Example,Source,en-us,ar-001,de-de,es-es,fr-fr,id-id,it-it,ja-jp,ko-kr,pl-pl,pt-br,ru-ru,th-th,tr-tr,vi-vn,zh-cjv,zh-cn,zh-tw
Studio.TerrainToolsV2.Warning.InvalidHeightMap,,,Valid HeightMap required to begin importing Terrain.,Valid HeightMap required to begin importing Terrain.,,"Gültige HeightMap erforderlich, um mit dem Importieren des Geländes zu beginnen.",Se necesita HeightMap válida para empezar la importación de Terrenos.,HeightMap valide requise pour commencer l'importation de Terrain.,HeightMap yang valid diperlukan untuk memulai pengimporan Medan.,Occorre una HeightMap valida per iniziare l'importazione del terreno.,地形のインポートを開始するには有効な HeightMap が必要です。,지형을 가져오려면 유효한 HeightMap이 필요합니다.,,Um HeightMap válido é necessário para começar a importar terrenos.,Для импорта рельефа требуется действительное значение HeightMap.,ต้องการแผนที่ความสูงที่ถูกต้องเพื่อเริ่มการนำเข้าภูมิประเทศ,Geçerli HeightMap olmadan arazi içe aktarımı başlamaz.,Cần có HeightMap hợp lệ để bắt đầu nhập Địa Hình.,需要有效的 HeightMap 才能开始导入地形。,需要有效的 HeightMap 才能开始导入地形。,需要有效 HeightMap 才可匯入地形。
Studio.TerrainToolsV2.Warning.InvalidNumber,,,Input not a valid Number.,Input not a valid Number.,,Eingabe ist keine gültige Nummer.,La entrada no es un número válido.,La saisie n'est pas un numéro valide.,Input bukan Angka yang valid.,L'input non è un numero valido.,入力内容は有効な数字ではありません。,유효하지 않은 숫자를 입력했습니다.,,O valor inserido não é um número válido.,Вверен неверный номер.,อินพุตไม่ใช่หมายเลขที่ถูกต้อง,"Giriş, geçerli bir sayı değil.",Đầu vào không phải là Số hợp lệ.,输入不是有效的数字。,输入不是有效的数字。,數字無效。
Studio.TerrainToolsV2.Warning.InvalidPosition,,,Position has invalid input.,Position has invalid input.,,Position hat eine ungültige Eingabe.,La posición tiene una entrada no válida.,La position a une entrée non valide.,Posisi memiliki input yang tidak valid.,Input posizione non valido.,位置の入力内容が無効です。,유효하지 않은 위치를 입력했습니다.,,A posição tem uma entrada inválida.,Введено неверное положение.,ตำแหน่งมีอินพุตที่ไม่ถูกต้อง,Geçersiz pozisyon girişi.,Vị trí có đầu vào không hợp lệ.,位置输入无效。,位置输入无效。,位置無效。
Studio.TerrainToolsV2.Warning.InvalidSize,,,Size has invalid input.,Size has invalid input.,,Größe hat eine ungültige Eingabe.,El tamaño tiene una entrada no válida.,La taille a une entrée non valide.,Ukuran memiliki input yang tidak valid.,Input dimensione non valido.,サイズの入力が無効です。,유효하지 않은 크기를 입력했습니다.,,O tamanho tem uma entrada inválida.,Введен неверный размер.,ขนาดมีอินพุตที่ไม่ถูกต้อง,Geçersiz boyut girişi.,Kích thước có đầu vào không hợp lệ.,大小输入无效。,大小输入无效。,大小無效。
Studio.TerrainToolsV2.Warning.Moderated,,,Asset has been moderated.,Asset has been moderated.,,Objekt wurde moderiert.,Se ha moderado el recurso.,L'élément a été modéré.,Aset telah dimoderasi.,La risorsa è stata moderata.,アセットが規制対象です。,애셋 검열이 완료되었습니다.,,O ativo foi moderado.,Ресурс прошел модерацию.,ทรัพยากรนี้ผ่านการกลั่นกรองแล้ว,Varlık denetlendi.,Tài sản đã được kiểm duyệt.,素材已审核。,素材已审核。,素材遭到過濾。
Studio.TerrainToolsV2.Warning.PublishedRequired,,,Game must be published before importing terrain.,Game must be published before importing terrain.,,Das Spiel muss vor dem Importieren des Geländes veröffentlicht werden.,Se debe publicar el juego antes de importar el terreno.,Le jeu doit être publié avant d'importer terrain.,Game harus dipublikasikan sebelum mengimpor medan.,Il gioco deve essere pubblicato prima di importare il terreno.,地形をインポートする前にゲームを公開することが必須です。,지형을 가져오려면 게임을 게시해야 합니다.,,O jogo deve ser publicado antes de importar terrenos.,Перед импортом рельефа игра должна быть опубликована.,ต้องเผยแพร่เกมก่อนจึงจะสามารถนำเข้าภูมิประเทศได้,Arazi içe aktarmadan önce oyunun yayınlanması gerekir.,Trò chơi phải được phát hành trước khi nhập địa hình.,必须在导入地形前发布游戏。,必须在导入地形前发布游戏。,必須先發布遊戲才可匯入地形。
Studio.TerrainToolsV2.Warning.RegionSizeUndefined,,,Size of region must be defined.,Size of region must be defined.,,Die Größe der Region muss definiert werden.,Se debe definir el tamaño de la región.,La taille de la région doit être définie.,Ukuran wilayah harus ditentukan.,La dimensione dell'area deve essere definita.,地域のサイズを定義しなければなりません。,지역의 크기를 정의해야 합니다.,,O tamanho da região deve ser definido.,Необходимо установить размер и область.,ต้องกำหนดขนาดของภูมิภาค,Bölge boyutunun tanımlanması gerekir.,Kích thước của khu vực phải được xác định.,必须定义区域大小。,必须定义区域大小。,必須定義區域大小。
Studio.TerrainToolsV2.Warning.RequirePublishedForImport,,,Game must be published before importing terrain.,Game must be published before importing terrain.,,Das Spiel muss vor dem Importieren des Geländes veröffentlicht werden.,Se debe publicar el juego antes de importar el terreno.,Le jeu doit être publié avant d'importer terrain.,Game harus dipublikasikan sebelum mengimpor medan.,Il gioco deve essere pubblicato prima di importare il terreno.,地形をインポートする前にゲームを公開することが必須です。,지형을 가져오려면 게임을 게시해야 합니다.,,O jogo deve ser publicado antes de importar terrenos.,Перед импортом рельефа игра должна быть опубликована.,ต้องเผยแพร่เกมก่อนจึงจะสามารถนำเข้าภูมิประเทศได้,Arazi içe aktarmadan önce oyunun yayınlanması gerekir.,Trò chơi phải được phát hành trước khi nhập địa hình.,必须在导入地形前发布游戏。,必须在导入地形前发布游戏。,必須先發布遊戲才可匯入地形。
Studio.TerrainToolsV2.ClearTool.ConfirmationMessage,,,Do you want to clear all terrain?,Do you want to clear all terrain?,,Möchtest du das gesamte Gelände löschen?,¿Quieres eliminar todos los terrenos?,Veux-tu vider tout le terrain ?,Ingin menghapus semua medan?,Vuoi cancellare tutti i terreni?,すべての地形を消しますか？,모든 지형을 삭제할까요?,,Deseja apagar todo o terreno?,Очистить весь рельеф?,คุณต้องการเคลียร์ภูมิประเทศทั้งหมดหรือไม่?,Arazileri temizlemek istiyor musun?,Bạn có chắc muốn dọn sạch tất cả địa hình không?,要清除所有地形吗?,要清除所有地形吗?,確定清除所有地形？
Studio.TerrainToolsV2.Warning.ValidHeightMapImport,,,Valid HeightMap required to begin importing Terrain.,Valid HeightMap required to begin importing Terrain.,,"Gültige HeightMap erforderlich, um mit dem Importieren des Geländes zu beginnen.",Se necesita HeightMap válida para empezar la importación de Terrenos.,Une HeightMap valide exige de commencer à importer Terrain.,HeightMap yang valid diperlukan untuk memulai pengimporan Medan.,Occorre una HeightMap valida per iniziare l'importazione del terreno.,地形のインポートを開始するには有効な HeightMap が必要です。,지형을 가져오려면 유효한 HeightMap이 필요합니다.,,Um HeightMap válido é necessário para começar a importar terrenos.,Для импорта рельефа требуется действительное значение HeightMap.,ต้องการแผนที่ความสูงที่ถูกต้องเพื่อเริ่มการนำเข้าภูมิประเทศ,Geçerli HeightMap olmadan arazi içe aktarımı başlamaz.,Cần có HeightMap hợp lệ để bắt đầu nhập Địa Hình.,需要有效的 HeightMap 才能开始导入地形。,需要有效的 HeightMap 才能开始导入地形。,需要有效 HeightMap 才可匯入地形。
Studio.TerrainToolsV2.Warning.MinimumSize,,,Size cannot be less than {1:int}.,Size cannot be less than {1:int}.,,Größe darf nicht kleiner als {1:int} sein.,El tamaño no puede ser inferior a {1:int}.,La taille ne peut pas être inférieure à {1:int}.,Ukuran tidak boleh kurang dari {1:int}.,La dimensione non può essere inferiore a {1:int}.,{1:int}以下のサイズは無効です。,크기는 {1:int}보다 작을 수 없습니다.,,O tamanho não pode ser menor que {1:int}.,Размер должен быть больше {1:int}.,ต้องมีขนาดไม่น้อยกว่า {1:int},Boyut alt sınırı {1:int}.,Kích thước không thể nhỏ hơn {1:int}.,大小不得小于 {1:int}。,大小不得小于 {1:int}。,大小不可小於 {1:int}。
Studio.TerrainToolsV2.Warning.MaximumSize,,,Size cannot be greater than {1:int}.,Size cannot be greater than {1:int}.,,Größe darf nicht größer als {1:int} sein.,El tamaño no puede ser superior a {1:int}.,La taille ne peut pas être supérieure à {1:int}.,Ukuran tidak boleh lebih dari {1:int}.,La dimensione non può essere superiore a {1:int}.,{1:int}以上のサイズは無効です。,크기는 {1:int}보다 클 수 없습니다.,,O tamanho não pode ser maior que {1:int}.,Размер не должен превышать {1:int}.,ต้องมีขนาดไม่เกินกว่า {1:int},Boyut üst sınırı {1:int}.,Kích thước không thể lớn hơn {1:int}.,大小不得大于 {1:int}。,大小不得大于 {1:int}。,大小不可大於 {1:int}。
Studio.TerrainToolsV2.BrushSettings.Height,,,Height,Height,,Höhe,Altura,Hauteur,Tinggi,Altezza,高さ,높이,,Altura,Высота,ความสูง,Yükseklik,Chiều Cao,高度,高度,高度
Studio.TerrainToolsV2.Generate.GenerationFinished,,,Generation finished: {1} seconds,Generation finished: {1} seconds,,Generierung abgeschlossen: {1} Sekunden,Generación completada: {1} segundos,Génération terminée : {1} secondes,Pembuatan selesai: {1} detik,Generazione terminata: {1} secondi,作成終了: {1} 秒,생성 완료: {1}초,,Geração terminada: {1} segundos,Создание завершено: {1} сек.,การสร้างเสร็จสิ้น: {1} วินาที,Oluşturma tamamlandı: {1} saniye,Quá trình tạo đã hoàn thành: {1} giây,生成完成：用时 {1} 秒,生成完成：用时 {1} 秒,生成完成：{1} 秒
Studio.TerrainToolsV2.Generate.StartGeneration,,,Generating with size ({1}) at position ({2}) using seed {3} and biomes: {4},Generating with size ({1}) at position ({2}) using seed {3} and biomes: {4},,Generiere mit der Größe ({1}) an Position ({2}) mit Startwert {3} und Biomen: {4},Generando con tamaño ({1}) en la posición ({2}) usando semilla {3} y biomas: {4},Génération avec la taille ({1}) à la position ({2}) en utilisant les graines {3} et les biomes : {4},Membuat dengan ukuran ({1}) di posisi ({2}) menggunakan seed {3} dan bioma: {4},Generazione di dimensioni ({1}) nella posizione ({2}) utilizzando il seme {3} e i biomi: {4},サイズ ({1}) 、位置 ({2}) で種 {3} とバイオームを使用して生成中: {4},시드 {3} 및 생물군계를 사용하여 {2} 위치에서 {1} 크기로 생성: {4},,Gerando com tamanho ({1}) na posição ({2}) usando semente {3} e biomas: {4},"Создание объекта (размер: {1}, положение: {2}, зерно: {3} и биомы: {4})",กำลังสร้างด้วยขนาด ({1}) ที่ตำแหน่ง ({2}) โดยใช้ Seed {3} และชีวนิเวศ: {4},{1} boyutuyla {2} pozisyonunda {3} çekirdeği ve {4} biyomları kullanılarak oluşturuluyor,Tạo với kích thước ({1}) tại vị trí ({2}) bằng hạt giống {3} và các quần xã sinh vật: {4},使用种子 {3} 和生态：{4} 在位置 ({2}) 上以尺寸 ({1}) 进行生成,使用种子 {3} 和生态：{4} 在位置 ({2}) 上以尺寸 ({1}) 进行生成,正在使用種子 {3} 和生物群系 {4} 以大小（{1}）在位置（{2}）進行生成
Studio.TerrainToolsV2.Tab.Edit,,,Edit,Edit,,Bearbeiten,Editar,Modifier,Edit,Modifica,編集,편집,,Editar,Изменить,แก้ไข,Düzenle,Chỉnh Sửa,编辑,编辑,編輯
Studio.TerrainToolsV2.Warning.AlreadyGeneratingTerrain,,,Already Generating Terrain.,Already Generating Terrain.,,Gelände wird bereits generiert.,El terreno ya se está generando.,Déjà en train de générer Terrain.,Sudah Membuat Medan.,Stai già generando un terreno.,すでに地形を生成中です。,이미 지형을 생성 중입니다.,,Geração de terreno já em execução.,Рельеф уже создается.,สร้างภูมิประเทศเรียบร้อยแล้ว,Zaten arazi oluşturuluyor.,Đang Tạo Địa Hình.,已经在生成地形。,已经在生成地形。,已在生成地形。
Studio.TerrainToolsV2.Warning.ImportError,,,Error in importing terrain: {1},Error in importing terrain: {1},,Fehler beim Importieren des Geländes: {1},Error en la importación del terreno: {1},Erreur pendant importation terrain: {1},Terjadi eror saat mengimpor medan: {1},Errore nell'importazione del terreno: {1},地形のインポート時のエラー: {1},지형을 가져오는 중에 오류가 발생했습니다. {1},,Erro ao importar terreno: {1},Ошибка импортирования рельефа: {1},เกิดข้อผิดพลาดในการนำเข้าภูมิประเทศ: {1},Arazi içe aktarılırken hata: {1},Lỗi khi nhập địa hình: {1},导入地形时出错: {1},导入地形时出错: {1},匯入地形時發生錯誤：{1}
Studio.TerrainToolsV2.Warning.MissingTerrain,,,Terrain instance could not be found.,Terrain instance could not be found.,,Geländeinstanz konnte nicht gefunden werden.,No se pudo encontrar la instancia del terreno.,L'instance Terrain ne peut pas être trouvée.,Instans medan tidak bisa ditemukan.,L'istanza del terreno non è stata trovata.,地形インスタンスが見つかりませんでした。,지형 인스턴스를 찾지 못했습니다.,,A instância do terreno não pôde ser encontrada.,Экземпляр рельефа не найден.,ไม่พบอินสแตนซ์ภูมิประเทศ,Arazi örneği bulunamadı.,Không thể tìm thấy đối tượng của địa hình.,未能找到地形实例。,未能找到地形实例。,找不到地形個體。
Studio.TerrainToolsV2.Warning.RegionTooLarge,,,Region size is too large.,Region size is too large.,,Regionsgröße ist zu groß.,El tamaño de la región es demasiado grande.,La taille de la région est trop large.,Ukuran wilayah terlalu besar.,La dimensione dell'area è troppo grande.,地域のサイズが大きすぎます。,지역이 너무 큽니다.,,O tamanho da região é grande demais.,Слишком большой размер области.,ภูมิภาคมีขนาดใหญ่เกินไป,Bölge boyutu çok büyük.,Kích thước khu vực quá lớn.,区域尺寸过大。,区域尺寸过大。,區域大小過大。
Studio.TerrainToolsV2.Warning.RegionTooSmall,,,Region size is too small.,Region size is too small.,,Regionsgröße ist zu klein.,El tamaño de la región es demasiado pequeño.,La taille de la région est trop petite.,Ukuran wilayah terlalu kecil.,La dimensione dell'area è troppo piccola.,地域のサイズが小さすぎます。,지역이 너무 작습니다.,,O tamanho do região é pequeno demais.,Слишком маленький размер области.,ภูมิภาคมีขนาดเล็กเกินไป,Bölge boyutu çok küçük.,Kích thước khu vực quá nhỏ.,区域尺寸过小。,区域尺寸过小。,區域大小過小。
Studio.TerrainToolsV2.SeaLevel.Start,,,Starting Replace Method,Starting Replace Method,,Ersetzungsmethode wird gestartet,Inicializando método de reemplazo,Démarrer Remplacer la méthode,Memulai Metode Penggantian,Avvio metodo sostituzione,置き換え方式を開始中,교체 메서드 곧 시작,,Iniciando método de substituição,От уровня моря,กำลังเริ่มวิธีการแทนที่,Değiştirme yöntemi başlatılıyor,Bắt Đầu Phương Pháp Thay Thế,正在启动替换方法,正在启动替换方法,即將進行取代
Studio.TerrainToolsV2.SeaLevel.End,,,Replace Complete: {1:int} seconds.,Replace Complete: {1:int} seconds.,,Ersetzen abgeschlossen: {1:int} Sekunden.,Reemplazo completado: {1:int} segundos.,Remplacer Complète : {1:int} secondes.,Penggantian Selesai: {1:int} detik.,Sostituzione completata: {1:int} secondi.,置き換え完了: {1:int} 秒。,바꾸기 완료: {1:int}초,,Substituição completa: {1:int} segundos.,Уровень моря завершен: {1:int} сек.,การแทนที่เสร็จสมบูรณ์: {1:int} วินาที,Değiştirme tamamlandı: {1:int} saniye.,Thay thế hoàn tất: {1:int} giây.,替换完成：{1:int} 秒,替换完成：{1:int} 秒,取代完成：{1:int} 秒。
Studio.TerrainToolsV2.SeaLevel.Create,,,Create,Create,,Erstellen,Crear,Créer,Buat,Crea,作成,만들기,,Criar,Создать,สร้าง,Oluştur,Tạo,创建,创建,建立
Studio.TerrainToolsV2.SeaLevel.Evaporate,,,Evaporate,Evaporate,,Verdampfen,Evaporar,Évaporer,Uapkan,Evapora,蒸発,증발,,Evaporar,Удалить,ทำให้ระเหย,Buharlaştır,Bốc Hơi,蒸发,蒸发,蒸發
Studio.TerrainToolsV2.ClearTool.ConfirmationTitle,,,Clear Terrain,Clear Terrain,,Gelände löschen,Eliminar terreno,Vider Terrain,Hapus Medan,Cancella terreno,地形を消す,지형 지우기,,Limpar terreno,Очистить рельеф,เคลียร์ภูมิประเทศ,Arazi temizle,Dọn Sạch Địa Hình,清除地形,清除地形,清除地形
Studio.TerrainToolsV2.Confirmation.Yes,,,Yes,Yes,,Ja,Sí,Oui,Ya,Sì,はい,예,,Sim,Да,ใช่,Evet,Có,是,是,是
Studio.TerrainToolsV2.Confirmation.No,,,No,No,,Nein,No,Non,Tidak,No,いいえ,아니요,,Não,Нет,ไม่,Hayır,Không,否,否,否
Studio.TerrainToolsV2.ConvertPart.Convert,,,Convert,Convert,,Konvertieren,Convertir,Convertir,Konversi,Converti,変換,변환,,Converter,,แปลง,Dönüştür,Chuyển Đổi,转换,转换,轉換
Studio.TerrainToolsV2.ConvertPart.ConvertFailed,,,Convert failed for instance {1},Convert failed for instance {1},,Fehler beim Konvertieren für Instanz {1},Error en la conversión de la instancia {1},Échec de conversion pour l'instance {1},Konversi gagal untuk instans {1},Errore conversione istanza {1},インスタンス{1}の変換ができませんでした   ,인스턴스 {1} 변환 실패,,Falha da conversão para instância {1},,แปลงอินสแตนซ์ {1} ไม่สำเร็จ,{1} örneğinin dönüştürme işlemi başarısız,Chuyển đổi không thành công đối với đối tượng {1},实例 {1} 转换失败,实例 {1} 转换失败,個體 {1} 轉換失敗
Studio.TerrainToolsV2.ConvertPart.ConvertShapesToMaterial,,,Converting parts,Converting parts,,Teile werden konvertiert,Convertir partes,Transformation de parties,Mengonversi komponen,Conversione parti,パーツを変換中,파트 변환 중,,Convertendo partes,,การแปลงส่วนประกอบ,Parçalar dönüştürülüyor,Chuyển đổi các bộ phận,正在转换部件,正在转换部件,正在轉換零件
Studio.TerrainToolsV2.ConvertPart.ConvertFinished,,,Convert finished: {1} seconds for {2:int} instance(s),Convert finished: {1} seconds for {2:int} instance(s),,Konvertierung abgeschlossen: {1} Sekunden für {2:int} Instanz(en),Conversión terminada: {1} segundos de {2:int} instancia(s),Transformation terminée : {1} secondes pour {2:int} instance(s),Konversi selesai: {1} detik untuk {2:int} instans,Conversione terminata: {1} secondi per {2:int} istanza/e,変換終了: {2:int} インスタンスにつき{1} 秒,변환 완료: {2:int} 인스턴스에 대해 {1}초 소요,,Conversão terminada: {1} segundos para {2:int} instância(s),,การแปลงเสร็จสิ้น: {1} วินาทีสำหรับ {2:int} อินสแตนซ์,"Dönüştürme tamamlandı: {2:int} örnek, {1} saniye",Chuyển đổi đã hoàn thành: {1} giây cho {2:int} đối tượng,转换完成：{2:int} 个实例，用时 {1} 秒,转换完成：{2:int} 个实例，用时 {1} 秒,轉換完成：{2:int} 個實例，花費 {1} 秒
Studio.TerrainToolsV2.ConvertPart.GetTargetShapes,,,Calculating shapes,Calculating shapes,,Formen werden berechnet,Calcular formas,Calcul des formes,Memperhitungkan bentuk,Calcolo forme,形状を計算中,셰이프 계산 중,,Calculando formas,,การคำนวณรูปร่าง,Şekiller hesaplanıyor,Tính toán hình dạng,正在计算形状,正在计算形状,正在計算形狀
Studio.TerrainToolsV2.ConvertPart.UpdateInstanceVisuals,,,Hiding parts,Hiding parts,,Teile werden ausgeblendet,Ocultar partes,Cacher des parties,Menyembunyikan komponen,Parti nascoste,パーツを非表示にしています,파트를 숨기는 중,,Ocultando partes,,การซ่อนส่วนประกอบ,Parçalar gizleniyor,Ẩn các bộ phận,正在隐藏部件,正在隐藏部件,正在隱藏零件
Studio.TerrainToolsV2.ConvertPart.SelectionHelp,,,Select Parts or Models containing Parts to convert to terrain,Select Parts or Models containing Parts to convert to terrain,,"Wähle Teile oder Modelle aus, die Teile enthalten, um sie in Gelände zu konvertieren",Seleccionar Partes o Modelos que contienen Partes para convertir en terreno,Sélectionner Parties ou Modèles contenant des parties à convertir dans terrain,Pilih Komponen atau Model yang berisi Komponen untuk dikonversi menjadi medan,Seleziona le parti o i modelli che contengono parti da convertire in terreno,パーツを含むパーツかモデルを選択して地形を変換,지형으로 변환할 파트가 포함된 파트 또는 모델을 선택하세요,,Selecione partes ou modelos contendo partes para converter para terreno,,เลือกส่วนประกอบหรือโมเดลที่มีส่วนประกอบเพื่อแปลงเป็นภูมิประเทศ,Araziye dönüştürülecek parça ya da parça içeren model seç,Chọn Bộ Phận hoặc Mô Hình chứa Bộ Phận để chuyển đổi sang địa hình,选择部件或包含部件的模型来转换为地形,选择部件或包含部件的模型来转换为地形,選擇要轉換成地形的零件或包含零件的模型
Studio.TerrainToolsV2.ConvertPart.HasProtected,,,Only Parts or Models containing Parts can be converted,Only Parts or Models containing Parts can be converted,,"Nur Teile oder Modelle, die Teile enthalten, können konvertiert werden",Se pueden convertir solo Partes o Modelos que contienen Partes,Seules les parties ou les modèles contenant des parties peuvent être transformées,Hanya Komponen atau Model yang berisi Komponen yang bisa dikonversi,È possibile convertire solo le parti o i modelli che contengono parti,パーツを含むパーツかモデルのみ変換できます,파트가 포함된 파트 또는 모델만 변환할 수 있습니다,,Somente partes ou modelos contendo partes podem ser convertidas,,สามารถแปลงได้เฉพาะส่วนประกอบหรือโมเดลที่มีส่วนประกอบเท่านั้น,Yalnızca parçalar ve parça içeren modeller dönüştürülebilir,Chỉ có thể chuyển đổi các Bộ Phận hoặc Mô Hình chứa Bộ Phận,只有部件或包含部件的模型可被转换,只有部件或包含部件的模型可被转换,只有零件或包含零件的模型可被轉換
Studio.TerrainToolsV2.ConvertPart.HasTooSmall,,,Parts with size dimensions below 4 studs may produce incorrect results,Parts with size dimensions below 4 studs may produce incorrect results,,Teile mit Größenabmessungen unter 4 Noppen können falsche Ergebnisse produzieren,Partes con tamaños menores de 4 studs pueden generar resultados incorrectos,Les parties avec des dimensions de taille inférieures à 4 studs peuvent donner des résultats incorrects,Komponen dengan dimensi ukuran di bawah 4 kotak dapat memproduksi hasil yang salah,Le parti con dimensioni inferiori a 4 stud possono produrre risultati errati,4 マスかそれ以下のサイズ寸法のパーツは間違った結果を出すかもしれません,크기가 4 스터드 미만인 파트는 잘못된 결과를 생성할 수 있습니다,,Partes com dimensões menores que 4 qaudrículas podem produzir resultados incorretos,,ส่วนประกอบที่มีมิติขนาดต่ำกว่า 4 Stud อาจก่อให้เกิดผลลัพธ์ที่ไม่ถูกต้อง,4 birimkareden küçük boyutlardaki parçalar hatalı sonuçlara yol açabilir,Các Bộ Phận có kích thước dưới 4 stud có thể tạo ra kết quả không chính xác,大小在 4 格以下的部件可能会产生错误的结果,大小在 4 格以下的部件可能会产生错误的结果,大小小於 4 磚塊的零件可能會造成錯誤結果。
Studio.TerrainToolsV2.ConvertPart.HasOtherInstance,,,"Only Parts can be converted, other objects will be skipped","Only Parts can be converted, other objects will be skipped",,"Nur Teile können konvertiert werden, andere Objekte werden übersprungen",Se convierten solo las Partes. Los demás objetos serán omitidos,"Seules les parties peuvent être converties, les autres objets peuvent être ignorées",Hanya Komponen yang bisa dikonversi. Objek lain akan dilewati,"È possibile convertire solo le parti, gli altri oggetti verranno esclusi",パーツのみが変換可能で、他のオブジェクトはスキップされます,파트만 변환할 수 있으며 다른 개체는 건너뜁니다,,"Somente partes podem ser convertidas, outros objetos serão ignorados",,สามารถแปลงได้เฉพาะส่วนประกอบเท่านั้น วัตถุอื่นๆ จะถูกข้ามไป,"Yalnızca parçalar dönüştürülebilir, diğer nesneler atlanır",Chỉ chuyển đổi được các Bộ Phận. Các đối tượng khác sẽ bị bỏ qua,只有部件可被转换，其他对象将被跳过,只有部件可被转换，其他对象将被跳过,只有零件可以轉換，其他物件將被跳過。
Studio.TerrainToolsV2.ConvertMode.Biome,,,Biome,Biome,,Biom,Bioma,Biome,Bioma,Bioma,バイオーム,생물군,,Bioma,,ชีวนิเวศ,Biyom,Quần Xã Sinh Vật,生态,生态,生物群系
Studio.TerrainToolsV2.ConvertMode.ConvertMode,,,Fill,Fill,,Füllen,Llenar,Matériel,Isi,Riempi,埋める,채우기,,Preencher,,เติม,Doldurma,Lấp Đầy,填充,填充,填滿
Studio.TerrainToolsV2.ConvertMode.Material,,,Material,Material,,Material,Material,Matériel,Material,Materiale,素材,재질,,Material,,วัสดุ,Malzeme,Vật Liệu,材质,材质,材質
Studio.TerrainToolsV2.ConvertPart.ConvertShapesToBiome,,,Converting parts to Biome,Converting parts to Biome,,Teile werden in Biome konvertiert,Convertir partes en Bioma,Convertir des parties du territoire,Mengonversi komponen menjadi Bioma,Conversione parti in bioma,パーツをバイオームに変換中,파트를 생물군으로 변환 중,,Convertendo partes para bioma,,การแปลงส่วนประกอบเป็นชีวนิเวศ,Parçalar biyoma dönüştürülüyor,Chuyển đổi các bộ phận thành Quần Xã Sinh Vật,正在将部件转换至生态,正在将部件转换至生态,正在將零件轉換成生物群系
Studio.TerrainToolsV2.Generate.BaseLevel,,,Base Level,Base Level,,Basislevel,Nivel base,Niveau de base,Tingkat Dasar,Livello base,ベースレベル,기준면,,Nível base,,ระดับฐาน,Taban Seviyesi,Cấp Cơ Sở,基准面,基准面,基準面
Studio.TerrainToolsV2.Materials.Air,,,Air,Air,,Luft,Aire,Air,Udara,Aria,空気,공기,,Ar,,อากาศ,Hava,Không Khí,天空,天空,空氣
Studio.TerrainToolsV2.PartToBiome.PartToBiome,,,Part to Biome,Part to Biome,,Teil zu Biom,Parte en Bioma,Partie du territoire,Komponen menjadi Bioma,Parte in bioma,バイオームのパーツ,파트를 생물군으로,,Parte para bioma,,แยกไปยังชีวนิเวศ,Parçadan Biyoma,Chuyển đổi Bộ Phận thành Quần Xã Sinh Vật,部件至生态,部件至生态,轉換零件成生物群系
Studio.TerrainToolsV2.PartToTerrain.PartToTerrain,,,Part to Terrain,Part to Terrain,,Teil zu Gelände,Parte en Terreno,Partie du terrrain,Komponen menjadi Medan,Parte in terreno,地形のパーツ,파트를 지형으로,,Parte para terreno,,แยกไปยังภูมิประเทศ,Parçadan Araziye,Chuyển đổi Bộ Phận thành Địa Hình,部件至地形,部件至地形,零件到地形
Studio.TerrainToolsV2.ToolName.ConvertPart,,,Convert,Convert,,Konvertieren,Convertir,Convertir,Konversi,Converti,変換,변환,,Converter,,แปลง,Dönüştür,Chuyển Đổi,转换,转换,轉換
Studio.TerrainToolsV2.Warning.UnknownAssetStatusError,,,Unable to verify asset.,Unable to verify asset.,,Objekt kann nicht verifiziert werden.,No se puede verificar recurso.,Impossible de vérifier l'élément.,Tidak dapat memverifikasi aset.,Impossibile verificare risorsa.,アセットを認証できません。,애셋을 확인할 수 없습니다.,,Não foi possível verificar o ativo.,,ไม่สามารถตรวจสอบยืนยันทรัพยากรได้,Varlık doğrulanamadı.,Không thể xác minh tài sản.,无法验证素材。,无法验证素材。,無法驗證素材。
Studio.TerrainToolsV2.Warning.UnknownShape,,,Instance shape is unknown,Instance shape is unknown,,Instanzform ist unbekannt,Forma de la instancia desconocida,La forme de l'instance est inconnue,Bentuk instans tidak diketahui,La forma dell'istanza è sconosciuta,インスタンスの形状が不明です,인스턴스 형태를 알 수 없습니다,,A forma da instância é desconhecida,,รูปร่างอินสแตนซ์ที่ไม่รู้จัก,Örnek şekli bilinmiyor,Hình dạng đối tượng chưa xác định,实例形状未知,实例形状未知,個體形狀未知
Studio.TerrainToolsV2.Warning.RequireEditModeForImport,,,Terrain importer only works in edit mode.,Terrain importer only works in edit mode.,,Gelände-Importer funktioniert nur im Bearbeitungsmodus.,El importador de Terreno funciona solamente en modo Edición.,L'importateur de terrain ne fonctionne qu'en mode édition.,Pengimpor medan hanya berfungsi di mode edit.,L'importazione del terreno funziona solo in modalità Modifica.,地形インポーターは、編集モードでのみ機能します。,지형 가져오기는 편집 모드에서만 실행할 수 있습니다.,,O importador de terreno só funciona em modo de edição.,,เครื่องมือนำเข้าภูมิประเทศจะทำงานในโหมดการแก้ไขเท่านั้น,Arazi aktarıcı yalnızca düzenleme modunda çalışır.,Nhập địa hình chỉ hoạt động ở chế độ chỉnh sửa.,地形导入器只能在编辑模式中运行。,地形导入器只能在编辑模式中运行。,地形匯入器只能在編輯模式中使用。
