Key,Context,Example,Source,en-us,ar-001,de-de,es-es,fr-fr,hi-in,id-id,it-it,ja-jp,ko-kr,pl-pl,pt-br,ru-ru,th-th,tr-tr,vi-vn,zh-cjv,zh-cn,zh-tw
Studio.LayeredClothingEditor.AssetType.TeeShirt,,,Tee Shirt,Tee Shirt,تي شيرت,T-Shirt,Camiseta,Tee-shirt,टी शर्ट,Kaus,Maglietta,Tシャツ,티셔츠,Koszulka,Camiseta,,เสื้อยืด,Tişört,Áo Phông,T恤,T恤,T 恤
Studio.LayeredClothingEditor.AssetType.Shirt,,,Shirt,Shirt,قميص,Shirt,Camisa,Chemise,शर्ट,Kemeja,Camicia,シャツ,셔츠,Koszula,Camisa,,เสื้อเชิ้ต,Gömlek,Áo Sơ Mi,上衣,上衣,襯衫
Studio.LayeredClothingEditor.AssetType.Pants,,,Pants,Pants,بنطلون,Hose,Pantalones,Pantalon,पैंट,Celana,Pantaloni,ズボン,바지,Spodnie,Calças,,กางเกงขายาว,Pantolon,Quần Dài,裤子,裤子,褲子
Studio.LayeredClothingEditor.AssetType.Jacket,,,Jacket,Jacket,جاكيت,Jacke,Chaqueta,Veste,जैकेट,Jaket,Giacca,ジャケット,재킷,Kurtka,Jaqueta,,เสื้อแจ็คเก็ต,Ceket,Áo Khoác,外套,外套,夾克
Studio.LayeredClothingEditor.AssetType.Sweater,,,Sweater,Sweater,سترة,Pullover,Suéter,Pull,स्वेटर,Sweter,Maglione,セーター,스웨터,Sweter,Moletom,,เสื้อสเวตเตอร์,Kazak,Áo Len,毛衣,毛衣,外套
Studio.LayeredClothingEditor.AssetType.Shorts,,,Shorts,Shorts,شورت,Shorts,Pantalones cortos,Short,शॉर्ट्स,Celana Pendek,Pantaloncini,短パン,반바지,Szorty,Shorts,,กางเกงขาสั้น,Şort,Quần Ngắn,短裤,短裤,短褲
Studio.LayeredClothingEditor.AssetType.LeftShoe,,,LeftShoe,LeftShoe,حذاء أيسر,LeftShoe,Zapato izquierdo,Chaussure gauche,LeftShoe,Sepatu Kiri,LeftShoe,LeftShoe,LeftShoe,Lewy but,LeftShoe,,รองเท้าข้างซ้าย,Sol Ayakkabı,Giày Trái,左脚鞋,左脚鞋,左鞋
Studio.LayeredClothingEditor.AssetType.RightShoe,,,RightShoe,RightShoe,حذاء أيمن,RightShoe,Zapato derecho,Chaussure droite,RightShoe,Sepatu Kanan,RightShoe,RightShoe,RightShoe,Prawy but,RightShoe,,รองเท้าข้างขวา,Sağ Ayakkabı,Giày Phải,右脚鞋,右脚鞋,右鞋
Studio.LayeredClothingEditor.AssetType.Dress,,,Dress,Dress,فستان,Kleid,Vestido,Robe,ड्रेस,Dress,Vestito,ワンピース,원피스,Sukienka,Vestido,,เดรส,Elbise,Váy,连衣裙,连衣裙,裙子
Studio.LayeredClothingEditor.AssetType.Skirt,,,Skirt,Skirt,تنورة,Rock,Camisa,Jupe,स्कर्ट,Rok,Gonna,スカート,치마,Spódnica,Saia,,กระโปรง,Etek,Chân Váy,裙子,裙子,短裙
Studio.LayeredClothingEditor.Generate.Prompt,,,The asset is ready.,The asset is ready.,الأصل جاهز.,Das Objekt ist bereit.,El recurso está listo.,L'actif est prêt.,ऐसेट तैयार है.,Aset siap.,La risorsa è disponibile.,アセットの準備ができました。,애셋이 준비되었습니다.,Zasób jest gotowy.,O ativo está pronto.,,ทรัพยากรพร้อมแล้ว,Varlık hazır.,Tài sản đã sẵn sàng.,素材已就绪。,素材已就绪。,素材已準備完成。
Studio.LayeredClothingEditor.Actions.Undo,,,Undo,Undo,تراجع,Rückgängig,Deshacer,Annuler,पहले जैसा करें,Urungkan,Annulla,取り消す,실행 취소,Cofnij,Desfazer,,ยกเลิก,Geri al,Hoàn Tác,撤消,撤消,復原
Studio.LayeredClothingEditor.Actions.Redo,,,Redo,Redo,إعادة,Wiederholen,Rehacer,Refaire,फिर से करें,Ulangi,Ripeti,やり直す,다시 실행,Ponów,Refazer,,ทำใหม่,Yinele,Làm Lại,重做,重做,重做
Studio.LayeredClothingEditor.Actions.ToggleTransform,,,Toggle Transform,Toggle Transform,تبديل التحويل,Transformation umschalten,Alternar transformar,Transformation,ट्रांसफ़ॉर्म टॉगल करें,Nyalakan/matikan Transformasi,Attiva/disattiva trasformazione,変形を切りかえ,변형 토글,Przełącz transformację,Alternar transformar,,เปิด/ปิดการแปรสภาพ,Dönüştürmeyi aç/kapa,Bật/Tắt Biến Đổi,切换变形,切换变形,新增變形
Studio.LayeredClothingEditor.Actions.SelectLattice,,,Select Lattice,Select Lattice,تحديد الشبكة,Gitter auswählen,Seleccionar enrejado,Sélectionner treillage,लैटिस चुनें,Pilih Kisi,Seleziona reticolo,格子を選択,격자 선택,Wybierz kratownicę,Selecionar treliça,,เลือกโครงตาข่าย,Kafes seç,Chọn Khung Lưới,选择栅格,选择栅格,選擇格紋
Studio.LayeredClothingEditor.ToolSettings.FalloffDistance,,,Falloff Distance,Falloff Distance,مسافة السقوط,Falloff-Distanz,Distancia de desvanecimiento,Distance de chute,फ़ॉलऑफ़ की दूरी,Jarak Falloff,Distanza falloff,減衰距離,감쇠 거리,Odległość spadku,Distância de queda,,ระยะการลดทอน,Gerileme Mesafesi,Khoảng Cách Rơi,衰减距离,衰减距离,淡出距離
Studio.LayeredClothingEditor.ToolSettings.Target,,,Target,Target,الهدف,Ziel,Objetivo,Cible,टार्गेट,Target,Target,ターゲット,대상,Wartość docelowa,Alvo,,เป้าหมาย,Hedef,Mục Tiêu,目标,目标,對象
Studio.LayeredClothingEditor.ToolSettings.Generate,,,Generate,Generate,إنشاء,Generieren,Generar,Générer,जेनरेट करें,Buat,Genera,作成する,생성,Wygeneruj,Gerar,,สร้าง,Oluştur,Tạo,生成,生成,生成
Studio.LayeredClothingEditor.ToolSettings.Subdivisions,,,Subdivisions,Subdivisions,التقسيمات الفرعية,Unterteilungen,Subdivisiones,Subdivisions,सब-डिविज़न,Subdivisi,Suddivisioni,部分,세분화,Dalszy podział,Subdivisões,,ส่วนย่อย,Alt Bölümler,Phân Khu,分部,分部,細分
Studio.LayeredClothingEditor.ToolSettings.LocalAlignment,,,Local Alignment,Local Alignment,المحاذاة المحلية,Lokale Ausrichtung,Alineación local,Alignement local,लोकल अलाइनमेंट,Penyelarasan Lokal,Allineamento locale,ローカル整列,로컬 정렬,Wyrównanie lokalne,Alinhamento local,,การจัดแนวในพื้นที่,Yerel Hizalama,Căn Chỉnh Cục Bộ,本地对齐,本地对齐,局部對齊
Studio.LayeredClothingEditor.LatticeTool.GenerateMessageBoxText,,,The previous lattice on this deformer will be replaced. Any transformations on the lattice will be overwritten. Proceed?,The previous lattice on this deformer will be replaced. Any transformations on the lattice will be overwritten. Proceed?,سيتم استبدال الشبكة السابقة على أداة التشكيل هذه. سيتم استبدال أي تحولات شكلية على الشبكة. هل تريد المتابعة؟,Das vorherige Gitter auf diesem Deformer wird ersetzt. Alle Transformationen des Gitters werden überschrieben. Fortfahren?,El enrejado anterior en este deformador será reemplazado. Cualquier transformación en el enrejado se sobrescribirá. ¿Proceder?,Le treillage précédent de ce déformateur va être remplacé. Les transformations du treillage seront supprimées. Voulez-vous continuer ?,इस डिफ़ॉर्मर पर पिछले लैटिस को बदल दिया जाएगा. लैटिस पर कोई भी बदलाव ओवरराइट हो जाएगा. आगे बढ़ना है?,Kisi sebelumnya di alat deformasi ini akan digantikan. Perubahan apa pun terhadap kisi akan ditimpa. Lanjutkan?,Il reticolo precedente su questo deformatore verrà sostituito. Tutte le trasformazioni effettuate sul reticolo verranno sovrascritte. Procedere?,この変形器の前の格子は置き換えられます。格子上のすべての変形が上書きされます。続行しますか？,이 디포머의 이전 격자가 교체됩니다. 격자의 모든 변형을 덮어씁니다. 진행할까요?,Poprzednia kratownica w tym narzędziu do deformacji zostanie zastąpiona. Wszelkie transformacje kratownicy zostaną zastąpione. Kontynuować?,A treliça anterior neste deformador será substituída. Quaisquer transformações na treliça serão substituídas. Continuar?,,โครงตาข่ายก่อนหน้าบนเครื่องมือเปลี่ยนรูปร่างนี้จะถูกแทนที่ การแปรสภาพใดๆ บนโครงตาข่ายดังกล่าวจะถูกเขียนทับ ดำเนินการต่อหรือไม่?,Deforme edicideki bir önceki kafes değiştirilecek. Kafesteki tüm dönüşümlerin üzerine yazılacak. Devam edilsin mi?,Khung lưới trước đó trên trình biến đổi này sẽ được thay thế. Mọi biến đổi trên khung lưới đều sẽ bị ghi đè. Tiếp tục?,此变形器的先前栅格将被替换。此栅格的任何变形都将被覆盖。继续吗？,此变形器的先前栅格将被替换。此栅格的任何变形都将被覆盖。继续吗？,此變形器的前一個紋格將被取代。紋格上所有變形將被覆寫。繼續？
Studio.LayeredClothingEditor.SelectItem.Delete,,,Delete,Delete,حذف,Löschen,Eliminar,Supprimer,डिलीट करें,Hapus,Elimina,削除,삭제,Usuń,Excluir,,ลบ,Sil,Xóa,删除,删除,刪除
Studio.LayeredClothingEditor.EditingMode.Text,,,Editing,Editing,تحرير,Bearbeitung,Editar,Modification,एडिटिंग,Mengedit,Modifica,編集,편집 중,Edytowanie,Editando,,การแก้ไข,Düzenleme,Chỉnh Sửa,正在编辑,正在编辑,編輯
Studio.LayeredClothingEditor.EditingMode.OuterCage,,,Outer Cage,Outer Cage,القفص الخارجي,Äußerer Cage,Jaula externa,Cage externe,बाहरी केज,Cage Luar,Cage esterna,外側のケージ,외부 케이지,Obramowanie zewnętrzne,Gaiola externa,,Cage ภายนอก,Dış Kafes,Khung Ngoài,外围笼,外围笼,外圍籠
Studio.LayeredClothingEditor.EditingMode.InnerCage,,,Inner Cage,Inner Cage,القفص الداخلي,Innerer Cage,Jaula interna,Cage interne,अंदर वाले केज,Cage Dalam,Cage interna,内側のケージ,내부 케이지,Obramowanie wewnętrzne,Gaiola interna,,Cage ภายใน,İç Kafes,Khung Trong,内围笼,内围笼,內圍籠
Studio.LayeredClothingEditor.EditingMode.MeshPart,,,Mesh Part,Mesh Part,جزء الشبكة (Mesh),Mesh-Teil,Parte de malla,Partie de maillage,मेश पार्ट,Komponen Mesh,Parte mesh,メッシュパーツ,메시 파트,Część siatki,Parte da malha,,ส่วนประกอบของเมช,Mesh Parçası,Bộ Phận Mesh,网格部件,网格部件,網格零件
Studio.LayeredClothingEditor.AddEditingItemFromExplorer.Tooltip,,,Add assets from Explorer,Add assets from Explorer,إضافة أصول من المتصفح,Objekte aus dem Explorer hinzufügen,Añadir recursos del Explorador,Ajouter des ressources de l'explorateur,एक्सप्लोरर से ऐसेट जोड़ें,Tambahkan aset dari Eksplorer,Aggiungi risorse da Esploratore,エクスプローラからアセットを追加,탐색기에서 애셋 추가,Dodaj zasoby z eksploratora,Adicionar ativos do Explorador,,เพิ่มทรัพยากรจากการสำรวจ,Gezgin'den varlık ekle,Thêm tài sản từ Cửa Sổ Khám Phá,从项目管理器添加素材,从项目管理器添加素材,從總管新增素材
Studio.LayeredClothingEditor.AddEditingItemFromExplorer.ControlsPanelBlockerText,,,Add and avatar or clothing instance from Explorer or workspace.,Add and avatar or clothing instance from Explorer or workspace.,إضافة أفاتار أو حالة ثياب من المتصفح أو Workspace.,Füge einen Avatar oder eine Kleidungsinstanz aus dem Explorer oder dem Arbeitsbereich hinzu.,Añadir un avatar o una instancia de ropa del Explorador o del espacio de trabajo,Ajouter des instances d'avatars ou de vêtements issues d'Explorer ou de Workspace.,एक्सप्लोरर या Workspace से अवतार या ड्रेस का इंस्टैंस जोड़ें.,Tambahkan instance avatar atau pakaian dari Eksplorer atau workspace.,Aggiungi un avatar o un'istanza di abbigliamento da Esploratore o dal workspace.,エクスプローラかワークスペースからアバターか衣装のインスタンスを追加,탐색기 또는 작업 공간에서 아바타 또는 복장 인스턴스를 추가합니다.,Dodaj instancję awatara lub ubrań z eksploratora lub przestrzeni roboczej.,Adicionar uma instância de avatar ou roupas do Explorador ou da área de trabalho.,,เพิ่มอินสแตนซ์อวาตาร์หรือเสื้อผ้าจากการสำรวจหรือ Workspace,Gezgin'den ya da atölyeden bir avatar ya da kıyafet örneği ekle.,Thêm một avatar hoặc phiên bản trang phục từ Cửa Sổ Khám Phá hoặc workspace.,从项目管理器或工作区添加虚拟形象或服装实例。,从项目管理器或工作区添加虚拟形象或服装实例。,從總管或工作區新增虛擬人偶或服飾個體。
Studio.LayeredClothingEditor.AddEditingItemFromExplorer.ConfirmAddText,,,Adding {itemName} to asset list?,Adding {itemName} to asset list?,هل تريد إضافة {itemName} إلى قائمة الأصول؟,{itemName} zur Objektliste hinzufügen?,¿Añadir {itemName} a la lista del recurso?,Ajouter {itemName} à la liste des éléments ?,{itemName} को ऐसेट लिस्ट में शामिल किया जा रहा है?,Menambahkan {itemName} ke daftar aset?,Vuoi aggiungere {itemName} alla lista di risorse?,アセットリストに {itemName} を追加しますか？,애셋 목록에 {itemName}(을)를 추가할까요?,Dodać przedmiot {itemName} do listy zasobów?,Adicionar {itemName} à lista de ativos?,,ต้องการเพิ่ม {itemName} ไปยังรายการทรัพยากรหรือไม่?,"{itemName}, varlık listesine eklensin mi?",Thêm {itemName} vào danh sách tài sản?,添加 {itemName} 至素材列表？,添加 {itemName} 至素材列表？,正在新增 {itemName} 到素材清單？
Studio.LayeredClothingEditor.AddEditingItemFromExplorer.AddWithNoCageText,,,Imported {itemName} does not contain an {cageName}. Please use Cage Generation in Edit to generate one.,Imported {itemName} does not contain an {cageName}. Please use Cage Generation in Edit to generate one.,"لا يحتوي {itemName} المستورد على {cageName}. يُرجى استخدام ""إنشاء قفص"" في الوضع ""تحرير"" لإنشاء واحد.","Das importierte Objekt {itemName} enthält keinen {cageName}. Bitte verwende den Cage-Generator unter Bearbeiten, um einen zu generieren.",{itemName} importado no contiene {cageName}. Usa Generación de jaula en Editar para generar uno.,L'objet « {itemName} » importé ne contient pas de « {cageName} ». Utilisez la génération de cage dans le menu Modifier pour en créer une.,इंपोर्ट किए गए {itemName} में {cageName} नहीं है. जेनरेट करने के लिए एडिट में केज जेनरेशन का इस्तेमाल करें.,{itemName} yang diimpor tidak berisi {cageName}. Gunakan Pembuatan Cage di Edit untuk membuat cage.,L'oggetto {itemName} importato non contiene {cageName}. Usa Generazione cage in Modifica per generarlo.,インポート済みの {itemName} には {cageName} が含まれていません。作成するには編集でケージ作成を使ってください。,가져온 {itemName}에 {cageName}(이)가 포함되어 있지 않습니다. '편집'에서 '케이지 생성'을 사용해 생성하세요.,"Zaimportowany przedmiot {itemName} nie zawiera obramowania {cageName}. Aby je wygenerować, użyj opcji Generowanie obramowania w menu Edycja.",O {itemName} importado(a) não contém um {cageName}. Use a Geração de gaiola em Editar para gerar uma.,,{itemName} ที่นำเข้ามาไม่มี {cageName}: โปรดใช้การสร้าง Cage ในการแก้ไขเพื่อสร้างหนึ่งรายการ,"İçe aktarılan {itemName}, {cageName} içermiyor. Lütfen Düzenle başlığı altında Kafes Oluşturma kullanarak bir kafes oluştur.",{itemName} đã nhập không chứa {cageName}. Vui lòng sử dụng tính năng Tạo Khung trong mục Chỉnh Sửa để tạo.,导入的 {itemName} 不包含 {cageName}。请使用编辑菜单内的围笼生成选项进行生成。,导入的 {itemName} 不包含 {cageName}。请使用编辑菜单内的围笼生成选项进行生成。,匯入的 {itemName} 不包含 {cageName}，請使用編輯內的圍籠生成選項進行生成。
Studio.LayeredClothingEditor.AddEditingItemFromExplorer.InvalidAddText,,,Only avatar or clothing item can be added,Only avatar or clothing item can be added,يمكن إضافة أفاتار أو عنصر ثياب فقط,Nur ein Avatar oder Kleidungsstück kann hinzugefügt werden,Solo se puede añadir un objeto de avatar o una prenda,Il est impossible d'ajouter autre chose qu'un avatar ou un vêtement,सिर्फ़ अवतार या ड्रेस का आइटम जोड़ा जा सकता है,Hanya bisa menambahkan avatar atau item pakaian,È possibile aggiungere solo un avatar o un capo d'abbigliamento,アバターか衣装アイテムしか追加できません,아바타 또는 복장 아이템만 추가할 수 있습니다,Można dodać tylko przedmiot dla awatara lub przedmiot będący ubraniem,Somente itens de avatar ou roupas podem ser adicionados,,สามารถเพิ่มได้เฉพาะอวาตาร์หรือไอเท็มเสื้อผ้าเท่านั้น,Yalnızca avatar ve kıyafet öğeleri eklenebilir,Chỉ có thể thêm một mục avatar hoặc trang phục,只能添加虚拟形象或服装物品,只能添加虚拟形象或服装物品,只能新增虛擬人偶或服飾道具
Studio.LayeredClothingEditor.Dialog.DefaultTitle,,,Layered Clothing Editor,Layered Clothing Editor,محرر الملابس ذات الطبقات,Editor für mehrschichtige Kleidung,Editor de ropa en capas,Éditeur de vêtements superposés,लेयर्ड क्लोदिंग एडिटर,Editor Pakaian Berlapis,Editor di abbigliamento a strati,重ね着編集,레이어드 복장 편집기,Edytor ubrań warstwowych,Editor de roupa em camadas,,เครื่องมือแก้ไขเสื้อผ้าซ้อนชั้น,Üst Üste Giyilen Kıyafet Düzenleyici,Trình Chỉnh Sửa Trang Phục Nhiều Lớp,层叠服装编辑器,层叠服装编辑器,層疊服飾編輯器
Studio.LayeredClothingEditor.Dialog.Confirm,,,Confirm,Confirm,تأكيد,Bestätigen,Confirmar,Confirmer,कन्फ़र्म करें,Konfirmasi,Conferma,確定,확인,Potwierdź,Confirmar,,ยืนยัน,Onayla,Xác Nhận,确认,确认,確認
Studio.LayeredClothingEditor.Dialog.Cancel,,,Cancel,Cancel,إلغاء,Abbrechen,Cancelar,Annuler,कैंसिल करें,Batalkan,Annulla,キャンセル,취소,Anuluj,Cancelar,,ยกเลิก,İptal,Hủy Bỏ,取消,取消,取消
Studio.LayeredClothingEditor.Transparency.Title,,,Transparency,Transparency,الشفافية,Transparenz,Transparencia,Transparence,ट्रांसपेरेंसी,Transparansi,Trasparenza,透明度,투명도,Przezroczystość,Transparência,,ความโปร่งใส,Şeffaflık,Độ Trong Suốt,透明度,透明度,透明度
Studio.LayeredClothingEditor.Transparency.Mesh,,,Mesh,Mesh,Mesh,Mesh,Malla,Maillage,मेश,Mesh,Mesh,メッシュ,메시,Siatka,Malha,,เมช,Mesh,Mesh,网格,网格,網格
Studio.LayeredClothingEditor.Transparency.OuterCage,,,OuterCage,OuterCage,القفص الخارجي,OuterCage,Jaula externa,ExterCages,OuterCage,Cage Luar,OuterCage,OuterCage,OuterCage,OuterCage,OuterCage,,OuterCage,Dış Kafes,Khung Ngoài,外围笼,外围笼,外圍籠
Studio.LayeredClothingEditor.Transparency.InnerCage,,,InnerCage,InnerCage,القفص الداخلي,InnerCage,Jaula interna,InterCage,InnerCage,Cage Dalam,InnerCage,InnerCage,InnerCage,InnerCage,InnerCage,,InnerCage,İç Kafes,Khung Trong,内围笼,内围笼,內圍籠
Studio.LayeredClothingEditor.EditorErrors.OpenedWhileRunning,,,Layered Clothing Editor cannot be used while game is running!,Layered Clothing Editor cannot be used while game is running!,لا يمكن استخدام محرر الملابس ذات الطبقات أثناء تشغيل اللعبة!,"Der Editor für mehrschichtige Kleidung kann nicht verwendet werden, während das Spiel läuft!",El Editor de ropa en capas no se puede usar mientras se esté ejecutando el juego.,L'éditeur de vêtements superposés ne peut pas être utilisé lorsque le jeu est en train de fonctionner !,खेल के दौरान लेयर्ड क्लोदिंग एडिटर का इस्तेमाल नहीं किया जा सकता!,Editor Pakaian Berlapis tidak bisa digunakan saat game sedang berjalan!,L'editor di abbigliamento a strati non può essere usato mentre il gioco è in esecuzione!,ゲームの実行中は重ね着編集を使用できません！,게임 실행 중에는 레이어드 복장 편집기를 사용할 수 없습니다!,"Edytor ubrań warstwowych nie może być używany, gdy gra jest uruchomiona!",O Editor de roupa em camadas não pode ser usado quando um jogo estiver rodando!,,ไม่สามารถใช้เครื่องมือแก้ไขเสื้อผ้าซ้อนชั้นในขณะที่เกมกำลังทำงานอยู่ได้!,"Üst Üste Giyilen Kıyafet Düzenleyici, oyun çalışırken kullanılamaz!",Không thể sử dụng Trình Chỉnh Sửa Trang Phục Nhiều Lớp trong khi trò chơi đang chạy!,游戏运行时无法使用层叠服装编辑器！,游戏运行时无法使用层叠服装编辑器！,遊戲運行時無法層疊服飾編輯器！
Studio.LayeredClothingEditor.Reset.OuterCage,,,Reset Outer Cage,Reset Outer Cage,إعادة تعيين القفص الخارجي,Äußeren Cage zurücksetzen,Restablecer jaula externa,Réinitialiser la cage externe,बाहरी केज को रीसेट करें,Reset Cage Luar,Ripristina cage esterna,ケージの外側を再設定,외부 케이지 재설정,Zresetuj obramowanie zewnętrzne,Redefinir gaiola externa,,รีเซ็ต Cage ภายนอก,Dış Kafesi sıfırla,Đặt Lại Khung Ngoài,重置外围笼,重置外围笼,重置外圍籠
Studio.LayeredClothingEditor.Reset.InnerCage,,,Reset Inner Cage,Reset Inner Cage,إعادة تعيين القفص الداخلي,Inneren Cage zurücksetzen,Restablecer jaula interna,Réinitialiser la cage interne,अंदर वाले केज को रीसेट करें,Reset Cage Dalam,Ripristina cage interna,ケージの内側を再設定,내부 케이지 재설정,Zresetuj obramowanie wewnętrzne,Redefinir gaiola interna,,รีเซ็ต Cage ภายใน,İç Kafesi sıfırla,Đặt Lại Khung Trong,重置内围笼,重置内围笼,重置內圍籠
Studio.LayeredClothingEditor.Editor.ResumeEditing,,,Click here to resume editing cages.,Click here to resume editing cages.,اضغط هنا لاستئناف تحرير الأقفاص.,"Klicke hier, um die Bearbeitung von Cages fortzusetzen.",Haz clic aquí para reanudar la edición de las jaulas.,Cliquer ici pour continuer l'édition des cages.,"केज का एडिट फिर से शुरू करने के लिए, यहाँ क्लिक करें.",Klik di sini untuk meneruskan pengeditan cage.,Clicca qui per riprendere la modifica.,ケージ編集を再開するにはこちらをクリック。,케이지 편집을 재개하려면 여기를 클릭하세요.,"Kliknij tutaj, aby wznowić edytowanie obramowań.",Clique aqui para voltar a editar gaiolas.,,คลิกที่นี่เพื่อกลับสู่การแก้ไข Cage,Kafesleri düzenlemeye devam etmek için buraya tıkla.,Nhấp vào đây để tiếp tục chỉnh sửa khung.,点击此处恢复编辑围笼。,点击此处恢复编辑围笼。,點擊此處繼續編輯圍籠。
Studio.LayeredClothingEditor.Select.PromptGeneric,,,Click the part or model that you would like to edit.,Click the part or model that you would like to edit.,اضغط على الجزء أو النموذج الذي تريد تحريره.,"Klicke auf das Teil oder Modell, das du bearbeiten möchtest.",Haz clic en la pieza o modelo que quieras editar.,Cliquer sur la pièce ou le modèle que vous souhaitez modifier.,उस पार्ट या मॉडल पर क्लिक करें जिसे आपको एडिट करना है.,Klik komponen atau model yang ingin kamu edit.,Clicca sulla parte o sul modello che vuoi modificare.,編集したいパーツかモデルをクリック。,편집하려는 파트 또는 모델을 클릭하세요.,"Kliknij część lub model, który chcesz edytować.",Clique na parte ou modelo que você gostaria de editar.,,คลิกที่ส่วนประกอบหรือโมดลที่คุณต้องการแก้ไข,Düzenlemek istediğin parçaya veya modele tıkla.,Nhấp vào bộ phận hoặc mô hình bạn muốn chỉnh sửa.,点击你要编辑的部件或模型。,点击你要编辑的部件或模型。,點擊想要編輯的零件或模型。
Studio.LayeredClothingEditor.Select.Selection,,,Selection:,Selection:,التحديد:,Auswahl:,Selección:,Sélection :,सिलेक्शन :,Pilihan:,Selezione:,選択肢:,선택 항목:,Zaznaczenie:,Seleção:,,การเลือก:,Seçim:,Lựa Chọn:,选择：,选择：,選取項目：
Studio.LayeredClothingEditor.AddEditingItemFromExplorer.InvalidAddTextAccOnly,,,Item is not valid for creating clothing or accessory.,Item is not valid for creating clothing or accessory.,العنصر غير صالح لإنشاء ثياب أو إكسسوار.,Der Artikel ist nicht für die Erstellung von Kleidung oder Accessoires gültig.,Este objeto no es válido para crear ropa o accesorio.,Cet objet n'est pas valide pour la création d'un vêtement ou accessoire.,आइटम ड्रेस या ऐक्सेसरी बनाने के लिए मान्य नहीं है.,Item tidak valid untuk membuat pakaian atau aksesori.,L'oggetto non è valido per la creazione di abbigliamento o accessori.,このアイテムで衣装またはアクセサリの作成はできません。,아이템이 복장이나 장신구를 만드는 데 유효하지 않습니다.,Ten przedmiot nie umożliwia tworzenia ubrań ani akcesoriów.,Item inválido para criar roupa ou acessório.,,ไอเท็มไม่ถูกต้องสำหรับการสร้างเสื้อผ้าหรือไอเท็มเสริม,"Öğe, kıyafet ya da aksesuar oluşturmak için uygun değil.",Mục không hợp lệ để tạo trang phục hoặc phụ kiện.,物品无法用于创建服装或配件。,物品无法用于创建服装或配件。,此道具在創作服飾或飾品方面無效。
Studio.LayeredClothingEditor.Select.Click,,,Click here to begin selecting...,Click here to begin selecting...,اضغط هنا لبدء التحديد...,"Klicke hier, um mit der Auswahl zu beginnen ...",Haz clic aquí para empezar a seleccionar...,Cliquer ici pour commencer la sélection...,"चुनने के लिए, यहाँ क्लिक करें...",Klik di sini untuk mulai memilih...,Clicca qui per iniziare a selezionare...,ここをクリックして選択を開始...,선택을 시작하려면 여기를 클릭하세요...,"Kliknij tutaj, aby rozpocząć zaznaczanie...",Clique aqui para começar a selecionar...,,คลิกที่นี่เพื่อเริ่มการเลือก...,Seçmeye başlamak için buraya tıkla...,Nhấp vào đây để bắt đầu chọn...,点按此处开始选择...,点按此处开始选择...,按下此處開始選擇……
Studio.LayeredClothingEditor.Generate.Wait,,,Please wait while the asset is being generated...,Please wait while the asset is being generated...,يرجى الانتظار أثناء إنشاء الأصل...,"Bitte warte, während das Objekt generiert wird ...",Espera mientras se genera el recurso...,Patienter pendant la génération de l'élément...,ऐसेट जेनरेट होने तक इंतज़ार करें...,Silakan tunggu sementara aset dibuat...,Attendi che la risorsa venga generata...,アセットが作成されるまでしばらくお待ちください...,애셋이 생성되는 동안 잠시 기다려 주세요...,Zaczekaj na wygenerowanie zasobu...,Aguarde enquanto o ativo está sendo gerado...,,โปรดรอสักครู่ในขณะที่กำลังสร้างทรัพยากรขึ้นมา...,Lütfen varlığın oluşturulmasını bekle...,Vui lòng đợi trong khi tài sản đang được tạo...,素材正在生成，请稍候...,素材正在生成，请稍候...,素材正在生成，請稍後……
Studio.LayeredClothingEditor.Select.Invalid,,,Invalid Selection,Invalid Selection,تحديد غير صالح,Ungültige Auswahl,Selección no válida,Sélection non valide,सिलेक्शन अमान्य है,Pilihan Tidak Valid,Selezione non valida,選択が無効です,유효하지 않은 선택,Nieprawidłowe zaznaczenie,Seleção inválida,,การเลือกไม่ถูกต้อง,Geçersiz Seçim,Lựa Chọn Không Hợp Lệ,选择内容无效,选择内容无效,選取內容無效
