Key,Source,de-de,en-us,es-es,fr-fr,it-it,ja-jp,ko-kr,pt-br,ru-ru,zh-cjv,zh-cn,zh-tw
Studio.GameSettings.General.ContentDialogBody,Do you agree that your game is controller compatible and contains NONE of the following?,"Bestätigst du, dass dein Spiel Controller-kompatibel ist und KEINE der folgenden Inhalte enthält?",Do you agree that your game is controller compatible and contains NONE of the following?,¿Estás de acuerdo con que tu juego sea compatible con el mando y no contenga NINGUNO de los siguientes?,Acceptes-tu que ton jeu soit compatible avec une manette et qu'il ne contienne AUCUN des éléments suivants ?,L'utente accetta che il suo gioco sia compatibile con il controller e che non contenga NESSUNO dei seguenti elementi?,あなたのゲームは、コントローラーと互換性があり、以下のどれも含まれていないことに同意しますか。,"게임이 컨트롤러와 호환되도록 지원하며, 다음과 같은 콘텐츠가 포함되어 있지 않아야 합니다. 동의하시나요?",Você concorda que seu jogo é compatível com controles e que não contém NENHUM dos seguintes?,"Подтверждаете ли вы, что ваша игра совместима с контроллером и не содержит следующих элементов?",你同意让游戏兼容控制器，并确认游戏不包含以下内容吗?,你同意让游戏兼容控制器，并确认游戏不包含以下内容吗?,你同意讓遊戲支援控制器，並且確認遊戲沒有包含以下內容嗎？
Studio.GameSettings.General.ContentDialogItem1,Blood or Gore,Blutrünstige Szenen,Blood or Gore,Sangre o derramamientos de sangre,Sang et horreur,Sangue o scene cruente,流血または残虐な内容,피 또는 잔인한 장면,Sangue ou vísceras,Кровь и увечья,血腥,血腥,血腥
Studio.GameSettings.Guidelines.Pending,Pending..., ,Pending...,Pendiente...,En attente...,In sospeso...,保留中...,보류 중...,Pendente..., ,待定...,待定..., 
Studio.GameSettings.General.PresetRthro,Rthro, ,Rthro,Rthro,Rthro,Rthro,Rthro,Rthro,Rthro,Артро,Rthro,Rthro,Rthro
Studio.GameSettings.General.ContentDialogItem2,Intense Violence,Heftige Gewaltdarstellungen,Intense Violence,Violencia intensa,Violence intense,Violenza eccessiva,強烈な暴力,심각한 폭력,Violência intensa,Насилие,激烈暴力,激烈暴力,激烈暴力
Studio.GameSettings.Monetization.PaidAccessHintLuobu,The game must be public to enable Paid Access., ,The game must be public to enable Paid Access.,El juego debe ser público para activar Acceso de pago.,Le jeu doit être public pour permettre l'accès payant.,"Per abilitare l'accesso a pagamento, il gioco deve essere pubblico.",有料アクセスを有効化するにはゲームが公開されていることが必須です。,유료 액세스를 사용하려면 게임을 공개해야 합니다.,Este jogo dever ser público para permitir Acesso pago., ,需要将游戏设为公开才能启用付费访问。,需要将游戏设为公开才能启用付费访问。,若要啟用付費通行，請將遊戲設為公開。
Studio.GameSettings.General.ContentDialogItem3,Strong Language (Swearing),Kraftausdrücke (Flüche),Strong Language (Swearing),Lenguaje violento (insultos),Langage ordurier (jurons),Linguaggio forte (turpiloqui),過激な表現（暴言）,심한 말(욕설),Linguagem inapropriada (palavrões),Грубые выражения,粗暴语言 (脏话),粗暴语言 (脏话),強烈語言 (髒話)
Studio.GameSettings.General.UnitsMetersPerSecondSquared1,({1} meters/second^2), ,({1} meters/second^2),({1} metros/segundo^2),({1} mètre/seconde^2),({1} metri/secondo^2),({1} メートル/秒^2),({1}미터/초^2),({1} metros/segundo^2), ,（{1} 米/秒 ^ 2）,（{1} 米/秒 ^ 2）,（{1} 公尺每平方秒）
Studio.GameSettings.General.ContentDialogItem4,Robux Gambling,Robux-Glücksspiel,Robux Gambling,Apuestas con Robux,Jeu d'argent avec Robux,Gioco d'azzardo con i Robux,Robuxを使ったギャンブル,Robux 도박,Apostas de Robux,Азартные игры,以 Robux 进行赌博,以 Robux 进行赌博,以 Robux 進行的賭博
Studio.GameSettings.General.ErrorDescModerated,The description didn't go through our moderation. Please revise it and try again.,Die Beschreibung wurde von unserer Moderation nicht zugelassen. Bitte ändere ihn und versuche es erneut.,The description didn't go through our moderation. Please revise it and try again.,Se ha moderado la descripción. Modifícala e inténtalo de nuevo.,Cette description n'a pas été approuvée par notre modération. Changez-la et réessayez.,La descrizione non è stata approvata dai moderatori. Modificala e riprova.,この名前は内容審査で承認されませんでした。修正してから、もう一度お試しください。,설명이 검열을 통과하지 못했어요. 수정한 후 다시 시도하세요.,A descrição não foi aprovada pela moderação. Revise-a e tente novamente.,"Описание не прошло модерацию. Пожалуйста, измените его и попробуйте еще раз.",此描述没有通过审核。请修改后再试一次。,此描述没有通过审核。请修改后再试一次。,此說明沒有通過審核。請修改後再試一次。
Studio.GameSettings.General.ContentDialogItem5,Drug Reference or Use,Hinweise auf Drogen oder Drogenkonsum,Drug Reference or Use,Referencias a drogas o a su uso,Référence à la drogue ou utilisation de drogue,Riferimenti a droghe o uso di sostanze stupefacenti,薬物に関する表現や使用,약물 관련 표현 또는 사용,Menção ou uso de drogas,Упоминание или употребление наркотиков,提及或使用毒品,提及或使用毒品,提及或使用藥物
Studio.GameSettings.Guidelines.UpdateQuestionnaire,Update Questionnaire, ,Update Questionnaire,Actualizar cuestionario,Mettre à jour le questionnaire, Aggiorna questionario,質問フォームをアップデート,설문지 업데이트,Atualizar questionário, , 更新问卷, 更新问卷, 更新問卷
Studio.GameSettings.General.PreviewDialogBody,Studio doesn't currently support video playing,Studio unterstützt das Abspielen von Videos derzeit nicht,Studio doesn't currently support video playing,Studio actualmente no es compatible con la reproducción de videos,Studio ne prend pas en charge la lecture des vidéos,Attualmente Studio non supporta la riproduzione di video,Studioは現在、ビデオ再生には対応していません。,Studio는 현재 비디오 재생을 지원하지 않습니다,"No momento, o Studio não suporta exibição de vídeos",В настоящее время воспроизведение видео не поддерживается,Studio 当前不支持视频播放,Studio 当前不支持视频播放,Studio 目前並不支援播放影片
Studio.GameSettings.AvatarChat.AudioTitle,Enable Microphone, ,Enable Microphone,Activar micrófono,Activer le Microphone,Abilita microfono,マイクをオンにする,마이크 활성화,Ativar microfone, ,启用麦克风,启用麦克风,啟用麥克風
Studio.GameSettings.General.PreviewDialogLink,Go to YouTube and play the video,Video auf YouTube ansehen,Go to YouTube and play the video,Ve a YouTube y reproduce el video,Aller sur YouTube pour lire la vidéo,Vai su Youtube per riprodurre il video,YouTubeに移動してビデオを再生,YouTube로 이동해 동영상 재생,Visite o YouTube para reproduzir o vídeo,Для воспроизведения видео перейдите на YouTube,前往 YouTube 并播放视频,前往 YouTube 并播放视频,前往 YouTube 播放影片
Studio.GameSettings.AccessPermissions.OwnerDescription,Owner of the game, ,Owner of the game,Propietario del juego,Propriétaire,Proprietario del gioco,ゲームの所有者,게임 소유자,Proprietário do jogo, ,游戏的所有者,游戏的所有者,遊戲主人
Studio.GameSettings.Permissions.OwnerDescription,Owner of the game, ,Owner of the game,Propietario del juego,Propriétaire,Proprietario del gioco,ゲームの所有者,게임 소유자,Proprietário do jogo, ,游戏的所有者,游戏的所有者,遊戲主人
Studio.GameSettings.General.PartLeftLeg,Left Leg,Linkes Bein,Left Leg,Pierna izquierda,Jambe gauche,Gamba sinistra,左足,왼 다리,Perna esquerda,Левая нога,左腿,左腿,左腿
Studio.GameSettings.General.CancelDialogHeader,Discard Changes,Änderungen verwerfen,Discard Changes,Descartar cambios,Annuler les modifications,Scarta modifiche,変更を破棄,변경 사항 제거,Descartar alterações,Отменить изменения,放弃更改,放弃更改,捨棄變更
Studio.GameSettings.General.MultiImageDialogBody,The following file(s) exceed {maxThumbnailSize:int} MB:,Die folgenden Datei(en) überschreiten {maxThumbnailSize:int} MB:,The following file(s) exceed {maxThumbnailSize:int} MB:,Los siguientes archivos superan el límite de {maxThumbnailSize:int} MB:,Les fichiers suivants dépassent la limite de {maxThumbnailSize:int} MB:,I seguenti file superano {maxThumbnailSize:int} MB:,以下のファイルは {maxThumbnailSize:int} MBを超えています:,다음 파일이 {maxThumbnailSize:int} MB를 초과합니다:,Os seguintes arquivos excedem {maxThumbnailSize:int} MB:,Следующие файлы превышают {maxThumbnailSize:int} МБ:,下列文件超过 {maxThumbnailSize:int} MB:,下列文件超过 {maxThumbnailSize:int} MB:,下列檔案超過 {maxThumbnailSize:int} MB：
Studio.GameSettings.General.CancelDialogBody,Would you like to discard all changes?,Möchtest du alle Änderungen verwerfen?,Would you like to discard all changes?,¿Quieres descartar todos los cambios?,Voulez-vous annuler toutes les modifications ?,Vuoi scartare tutte le modifiche?,すべての変更を破棄しますか。,모든 변경 사항을 취소할까요?,Deseja descartar todas as alterações?,Вы действительно хотите отменить все изменения?,你要放弃所有更改吗?,你要放弃所有更改吗?,確定捨棄所有變更？
Studio.GameSettings.General.DevSubsDuration6Months,6 months, ,6 months,6 meses,6 mois,6 mesi,6ヶ月,6개월,6 meses, ,6 个月,6 个月,6 個月
Studio.GameSettings.General.PrivateDialogHeader,Make Private,Als privat festlegen,Make Private,Hacer privado,Rendre privé,Rendi privato,非公開にする,비공개로 설정,Tornar privado,Закрытая игра,设为私人,设为私人,設為私人
Studio.GameSettings.Guidelines.RetakeQuestionnaire,Retake the questionnaire whenever the content to the experience has been changed., ,Retake the questionnaire whenever the content to the experience has been changed.,Vuele a llenar el cuestionario cada vez que cambie el contenido de la experiencia.,Répondre au questionnaire chaque fois que le contenu de l'expérience a été modifié.,Rifai il questionario ogni volta che il contenuto dell'esperienza è stato cambiato.,バーチャル空間のコンテンツに変更があった場合は質問フォームに再度回答してください。,체험의 콘텐츠를 변경할 때마다 설문지를 다시 작성하세요.,Retome o questionário sempre que o conteúdo da experiência for alterado., ,每当体验内容发生变化时都重新填写问卷。,每当体验内容发生变化时都重新填写问卷。,每當體驗內容更改時，重新填寫問卷。
Studio.GameSettings.General.DevSubsDiscontinueTitle,Discontinue Subscription,Abonnement beenden,Discontinue Subscription,Suspender suscripción,Suspendre l'abonnement,Sospendi l'abbonamento,サブスクリプションを解約,구독 해지,Suspender assinatura,Прекратить подписку,取消订阅,取消订阅,取消訂閱
Studio.GameSettings.General.PrivateDialogPrompt,Are you sure you want to make this game private?,"Bist du sicher, dass du im Privat-Modus spielen willst?",Are you sure you want to make this game private?,¿Quieres hacer privado este juego?,Es-tu sûr de vouloir rendre ce jeu privé ?,Vuoi davvero rendere questo gioco privato?,このゲームを非公開にしますか。,이 게임을 비공개로 설정할까요?,Tem certeza de que quer tornar este jogo privado?,Вы действительно хотите сделать эту игру закрытой?,确定要将此游戏设为私人吗?,确定要将此游戏设为私人吗?,確定將此遊戲設為私人？
Studio.GameSettings.Places.SocialSlotError,Value should be between {minRange:int} and {maxRange:int}., ,Value should be between {minRange:int} and {maxRange:int}.,El valor debe estar entre {minRange:int} y {maxRange:int}.,La valeur doit être comprise entre {minRange:int} et {maxRange:int}.,Il valore deve essere compreso tra {minRange:int} e {maxRange:int}.,{minRange:int} から {maxRange:int} までの数字を入力してください。,값이 {minRange:int}(와)과 {maxRange:int} 사이여야 합니다.,O valor deve estar entre {minRange:int} e {maxRange:int}., ,数值应介于 {minRange:int} 和 {maxRange:int} 之间。,数值应介于 {minRange:int} 和 {maxRange:int} 之间。,數值應介於 {minRange:int} 和 {maxRange:int} 之間。
Studio.GameSettings.AccessPermissions.CollaboratorSearchbarNoResultsText,There were no results, ,There were no results,No hay resultados,Il n'y a pas de résultats,Nessun risultato,結果がありませんでした,결과가 없습니다,Não há resultados,Результатов нет,没有结果,没有结果,沒有結果
Studio.GameSettings.Permissions.CollaboratorSearchbarNoResultsText,There were no results, ,There were no results,No hay resultados,Il n'y a pas de résultats,Nessun risultato,結果がありませんでした,결과가 없습니다,Não há resultados, ,没有结果,没有结果,沒有結果
Studio.GameSettings.General.PrivateDialogBody,Making this game private will shut down any running games.,"Wenn du dieses Spiel als privat festlegst, werden alle derzeit ausgeführten Spiele beendet.",Making this game private will shut down any running games.,Cambiar este juego a privado cerrará cualquier juego en ejecución.,"Si ce jeu devient privé, toutes les parties en cours prendront fin.",Rendere questo gioco privato arresterà tutti i giochi in esecuzione.,このゲームを非公開にすると、現在実行中のゲームがシャットダウンします。,이 게임을 비공개로 설정하면 실행 중인 게임이 종료됩니다.,Tornar este jogo privado desativará qualquer jogo em execução.,"Если сделать эту игру закрытой, все запущенные игры завершат работу.",将此游戏设为私人将会关闭所有进行中的游戏。,将此游戏设为私人将会关闭所有进行中的游戏。,將此遊戲設為私人將會關閉所有進行中的遊戲。
Studio.GameSettings.General.PartRightArm,Right Arm,Rechter Arm,Right Arm,Brazo derecho,Bras droit,Braccio destro,右腕,오른팔,Braço direito,Правая рука,右臂,右臂,右臂
Studio.GameSettings.General.AvatarDialogHeader,Warning,Warnung,Warning,Advertencia,Avertissement,Attenzione,警告,경고,Aviso,Предупреждение,警告,警告,警告
Studio.GameSettings.OptInLocations.Rejected,Rejected. Please check your email., ,Rejected. Please check your email.,Rechazado. Verifica tu correo electrónico.,Rejeté. Vérifie tes e-mails.,rifiutato. Controlla la tua e-mail.,却下されました。メールをチェックしてください。,거부되었습니다. 이메일을 확인하세요.,Rejeitado. Verifique seu e-mail., ,已拒绝。请检查电子邮件。,已拒绝。请检查电子邮件。,遭拒，請查看電子郵件。
Studio.GameSettings.General.AvatarDialogPrompt,Would you like to proceed?,Möchtest du fortfahren?,Would you like to proceed?,¿Quieres continuar?,Continuer ?,Vuoi procedere?,続行しますか。,진행할까요?,Deseja continuar?,Продолжить?,你要继续吗?,你要继续吗?,你是否要繼續？
Studio.GameSettings.Monetization.Subscriptions,Subscriptions: {numOfSubscriptions:int}, ,Subscriptions: {numOfSubscriptions:int},Suscripciones: {numOfSubscriptions:int},Abonnement : {numOfSubscriptions:int},Abbonamenti: {numOfSubscriptions:int},サブスクリプション: {numOfSubscriptions:int},구독 수: {numOfSubscriptions:int},Assinaturas: {numOfSubscriptions:int}, ,订阅数：{numOfSubscriptions:int},订阅数：{numOfSubscriptions:int},訂閱數：{numOfSubscriptions:int}
Studio.GameSettings.AccessPermissions.EditLabel,Edit,Bearbeiten,Edit,Editar,Modifier,Modifica,編集,편집,Editar,Изменить,编辑,编辑,編輯
Studio.GameSettings.General.ButtonEdit,Edit, ,Edit,Editar,Modifier,Modifica,編集,편집,Editar, ,编辑,编辑,編輯
Studio.GameSettings.Permissions.EditLabel,Edit, ,Edit,Editar,Modifier,Modifica,編集,편집,Editar, ,编辑,编辑,編輯
Studio.GameSettings.General.AvatarDialogBody,Changing the game's Avatar Type to this setting will shut down any running games.,"Wenn du die Avatar-Art des Spiels auf diese Einstellung änderst, werden alle derzeit ausgeführten Spiele beendet.",Changing the game's Avatar Type to this setting will shut down any running games.,Cambiar el tipo de avatar del juego a esta configuración cerrará cualquier juego en ejecución.,"Si vous remplacez le type d'avatar par ce paramètre, les parties en cours prendront fin.","Se selezioni quest'impostazione per cambiare il tipo di avatar, tutti i giochi in esecuzione verranno arrestati.",ゲームのアバタータイプをこの設定に変更すると、実行中のゲームが終了します。,게임의 아바타 유형을 이 설정으로 변경하면 실행 중인 게임이 종료됩니다.,Alterar o tipo de avatar do jogo para esta configuração desativará qualquer jogo em execução.,При изменение типа аватара все запущенные игры завершат работу.,更改游戏的虚拟形象类型将会关闭所有运行中的游戏。,更改游戏的虚拟形象类型将会关闭所有运行中的游戏。,變更遊戲的虛擬人偶類型將會關閉所有進行中的遊戲。
Studio.GameSettings.General.DeleteDialogHeader,Delete Thumbnail,Miniaturansicht löschen,Delete Thumbnail,Eliminar miniatura,Supprimer vignette,Elimina miniatura,サムネイルを削除,섬네일 삭제,Excluir miniatura,Удалить эскиз,删除缩略图,删除缩略图,刪除縮圖
Studio.GameSettings.General.CategoryOther,Other, ,Other,Otro,Autre,Altro,その他,기타,Outras, ,其他,其他,其他
Studio.GameSettings.General.DeleteDialogBody,Would you like to delete this thumbnail?,Möchtest du diese Miniaturansicht löschen?,Would you like to delete this thumbnail?,¿Quieres eliminar esta miniatura?,Supprimer cette vignette ?,Vuoi eliminare questa miniatura?,このサムネイルを削除しますか。,이 섬네일을 삭제할까요?,Deseja excluir esta miniatura?,Вы действительно хотите удалить этот эскиз?,你要删除此缩略图吗?,你要删除此缩略图吗?,你是否要刪除此縮圖？
Studio.GameSettings.General.ImageDialogHeader,No Image Loaded,Kein Bild geladen,No Image Loaded,No hay imagen cargada,Aucune image chargée,Nessuna immagine caricata,読み込んだ画像がありません,불러온 이미지 없음,Nenhuma imagem carregada,Изображение не загружено,未加载图片,未加载图片,未載入圖像
Studio.GameSettings.General.SingleImageDialogHeader,No Image Loaded,Kein Bild hochgeladen,No Image Loaded,No hay imagen cargada,Aucune image chargée,Nessuna immagine caricata,読み込んだ画像がありません,불러온 이미지 없음,Nenhuma imagem carregada,Изображение не загружено,未加载图片,未加载图片,未載入圖像
Studio.GameSettings.General.UnitsMetersPerSecondSquared,({number} meters/second^2), ,({number} meters/second^2),({number} metros/segundo^2),({number} mètre/seconde ^2),({number} metri/secondo^2),({number} メートル/秒^2),({number}미터/초^2),({number} metros/segundo^2),({number} м/сек^2),（{number} 米/秒^2）,（{number} 米/秒^2）,（{number} 米每平方秒）
Studio.GameSettings.AccessPermissions.EditDescription,Can play and edit this game,Dieses Spiel kann gespielt und bearbeitet werden,Can play and edit this game,Puede jugar a este juego y editarlo,Possible de jouer et de modifier ce jeu,È possibile giocare e modificare questo gioco,このゲームをプレイして編集できます,이 게임을 플레이하거나 편집할 수 있음,Pode jogar e editar este jogo,Вы можете играть и редактировать эту игру,可以玩此游戏，或对其进行编辑,可以玩此游戏，或对其进行编辑,可遊玩與編輯此遊戲
Studio.GameSettings.Permissions.EditDescription,Can play and edit this game, ,Can play and edit this game,Puede jugar a este juego y editarlo,Possible de jouer et de modifier ce jeu,È possibile giocare e modificare questo gioco,このゲームをプレイして編集できます,이 게임을 플레이하고 편집할 수 있습니다,Pode jogar e editar este jogo, ,可以玩此游戏，或对其进行编辑,可以玩此游戏，或对其进行编辑,可遊玩與編輯此遊戲
Studio.GameSettings.General.ErrorsOnSaveHeader,Saving Errors,Fehler beim Speichern,Saving Errors,Guardando errores,Erreurs d'enregistrement,Errori di salvataggio,保存エラー,저장 오류,Erros ao salvar,Сохранение ошибок,保存错误,保存错误,儲存錯誤
Studio.GameSettings.General.ErrorsOnSaveBody,Could not save game settings.,Spieleinstellungen konnten nicht gespeichert werden.,Could not save game settings.,No se pudo guardar la configuración del juego.,Impossible d'enregistrer les paramètres du jeu.,Impossibile salvare le impostazioni di gioco.,ゲーム設定を保存できませんでした。,게임 설정을 저장하지 못했습니다.,Não foi possível salvar as configurações do jogo.,Не удалось сохранить настройки игры.,无法保存游戏设置。,无法保存游戏设置。,無法儲存遊戲設定。
Studio.GameSettings.General.ErrorNameModerated,The name didn't go through our moderation. Please revise it and try again.,Der Name wurde von unserer Moderation nicht zugelassen. Bitte ändere ihn und versuche es erneut.,The name didn't go through our moderation. Please revise it and try again.,Se ha moderado el nombre. Modifícalo e inténtalo de nuevo.,Ce nom n'a pas été approuvé par notre modération. Changez-le et réessayez.,Il nome non è stato approvato dai moderatori. Modificalo e riprova.,この名前は内容審査で承認されませんでした。修正してから、もう一度お試しください。,이름이 검열을 통과하지 못했어요. 수정한 후 다시 시도하세요.,O nome não foi aprovado pela moderação. Revise-o e tente novamente.,"Имя не прошло модерацию. Пожалуйста, измените его и попробуйте еще раз.",此名称没有通过审核。请修改后再试一次。,此名称没有通过审核。请修改后再试一次。,此名稱沒有通過審核。請修改後再試一次。
Studio.GameSettings.General.ErrorImageLimit,"You're uploading too much, please wait and try again later.",Du lädst zu viel hoch. Bitte warte und versuche es später erneut.,"You're uploading too much, please wait and try again later.",Estás cargando demasiadas imágenes. Espera un momento e inténtalo de nuevo más tarde.,Nombre de transferts trop élevé. Attendez un peu et réessayez plus tard.,Stai caricando troppi file. Attendi e riprova più tardi.,アップロード量が多すぎます。後でもう一度お試しください。,업로드가 너무 많습니다. 나중에 다시 시도하세요.,"Você está enviando muitos arquivos, aguarde e tente novamente mais tarde.","Слишком много данных для загрузки. Пожалуйста, повторите попытку позже.",你已上传过多文件。请稍候重试。,你已上传过多文件。请稍候重试。,你的上傳次數過多，請稍作等待後再試。
Studio.GameSettings.Monetization.ProductName,Product Name, ,Product Name,Nombre del producto,Nom du produit,Nome prodotto,製品名,제품 이름,Nome do produto, ,产品名称,产品名称,產品名稱
Studio.GameSettings.General.ErrorImageNotRecognized,File uploaded does not match known image format. Try converting to png.,Die hochgeladene Datei entspricht keinem bekannten Bildformat. Bitte konvertiere sie ins PNG-Format.,File uploaded does not match known image format. Try converting to png.,El archivo cargado no coincide con un formato de imagen conocido. Intenta convertirlo a png.,Le fichier transféré ne correspond à aucun format d'image connu. Essayez de le convertir en png.,Formato del file di immagine caricato sconosciuto. Prova a convertirlo in png.,アップロードされたファイルは既存の画像形式と一致しません。pngに変換してみてください。,업로드된 파일이 알려진 이미지 형식과 일치하지 않습니다. PNG로 변환하세요.,O arquivo enviado não corresponde a um formato de imagem conhecido. Tente convertê-lo para PNG.,Загруженный файл не соответствует принятому формату изображения. Попробуйте конвертировать его в PNG.,上传的文件与已知图片格式不匹配。请将其转换为 png 格式。,上传的文件与已知图片格式不匹配。请将其转换为 png 格式。,上傳的檔案並不符合已知圖像格式。請嘗試將檔案轉成 PNG 檔。
Studio.GameSettings.General.ErrorNoDevices,You must select at least one playable device.,Du musst mindestens ein spielfähiges Gerät auswählen.,You must select at least one playable device.,Debes seleccionar por lo menos un dispositivo compatible.,Vous devez sélectionner au moins un appareil utilisable.,Devi selezionare almeno un dispositivo giocabile.,プレイ可能なデバイスを少なくとも一種類、選択する必要があります。,플레이 가능한 기기를 최소 1개 선택해야 합니다.,Você deve selecionar ao menos um dispositivo jogável.,Выберите устройство для воспроизведения.,你必须选择至少一种可玩设备。,你必须选择至少一种可玩设备。,你至少必須選擇一種可玩裝置。
Studio.GameSettings.General.TitleAvatarType,Avatar Type,Avatar-Art,Avatar Type,Tipo de avatar,Type d'avatar,Tipo di avatar,アバタータイプ,아바타 유형,Tipo de avatar,Тип аватара,虚拟形象类型,虚拟形象类型,虛擬人偶類型
Studio.GameSettings.General.TitleAnimation,Animation, ,Animation,Animación,Animation,Animazione,アニメーション,애니메이션,Animação,Анимация,动画,动画,動畫
Studio.GameSettings.Guidelines.SectionTitle,Age Recommendation, ,Age Recommendation,Recomendación de edad,Recommandation de l'âge,Raccomandazione Età,年齢推奨,권장 연령,Recomendação de idade, ,年龄推荐,年龄推荐,建議年齡
Studio.GameSettings.General.TitleCollision,Collision,Kollision,Collision,Colisión,Collision,Collisione,衝突,충돌,Colisão,Столкновение,碰撞,碰撞,碰撞
Studio.GameSettings.General.TitleScale,Scale,Größenverhältnis,Scale,Escalado,Échelle,Ridimensiona,拡大/縮小,스케일,Dimensionar,Масштаб,调整,调整,比例
Studio.GameSettings.General.TitleBodyParts,Body Parts,Körperteile,Body Parts,Partes del cuerpo,Parties du corps,Parti del corpo,体のパーツ,신체 파트,Partes do corpo,Части тела,身体部件,身体部件,身體零件
Studio.GameSettings.General.AutoTextCaptureTitle,Automatic Text Capture, ,Automatic Text Capture,Captura automática del texto,Capture automatique du texte,Cattura testo automatica,自動テキスト抽出,자동 텍스트 캡처,Captura automática de texto, ,自动文本抓取,自动文本抓取,自動文字擷取
Studio.GameSettings.General.ErrorDevSubInvalidPrice,Must be a valid positive integer, ,Must be a valid positive integer,Debe ser un número positivo válido,Doit être un nombre entier positif valide,Deve essere un numero intero positivo valido,正の整数であることが必須です,유효한 양수 정수여야 합니다,Deve ser uma integral positiva válida,Должно быть положительным целым числом,必须是有效的正整数,必须是有效的正整数,必須為有效正整數
Studio.GameSettings.General.TitleClothing,Clothing,Kleidung,Clothing,Ropa,Vêtements,Vestiti,衣装,복장,Roupas,Одежда,服装,服装,服裝
Studio.GameSettings.General.ScaleHeight,Height,Höhe,Height,Altura,Hauteur,Altezza,高さ,높이,Altura,Высота,高度,高度,高度
Studio.GameSettings.General.ScaleWidth,Width,Breite,Width,Ancho,Largeur,Larghezza,幅,너비,Largura,Ширина,宽度,宽度,寬度
Studio.GameSettings.General.ScaleBodyType,Body Type,Körpertyp,Body Type,Tipo de cuerpo,Type de corps,Tipo di corpo,ボディタイプ,체형,Tipo de corpo,Телосложение,身体类型,身体类型,體型
Studio.GameSettings.General.ScaleProportions,Proportions,Proportionen,Proportions,Proporciones,Proportions,Proporzioni,比率,비율,Proporções,Пропорции,比例,比例,比例
Studio.GameSettings.General.ClothingShirt,Shirt ID,Hemd-ID,Shirt ID,ID de la camisa,ID haut,ID camicia,シャツID,셔츠 ID,ID da camisa,ID рубашки,上衣ID,上衣ID,上衣 ID
Studio.GameSettings.General.PartFace,Face,Gesicht,Face,Cara,Visage,Faccia,顔,얼굴,Rosto,Лицо,脸部,脸部,臉
Studio.GameSettings.General.AllowCopyingDesc,This option grants every user of Roblox the right to use (in various ways) the content you are not sharing. For more information about sharing content please review the Terms of Use., ,This option grants every user of Roblox the right to use (in various ways) the content you are not sharing. For more information about sharing content please review the Terms of Use.,"Esta opción otorgará a todos los usuarios de Roblox el derecho a usar (de varias formas) el contenido que no compartes. Para más información sobre cómo compartir contenido, revisa los Términos de uso.","Cette option accorde à chaque utilisateur de Roblox le droit d'utiliser (de plusieurs manières) le contenu que tu ne partages pas. Pour plus d'informations sur le partage de contenu, consulte les conditions d'utilisation.","Questa opzione concede a tutti gli utenti di Roblox il diritto di utilizzare (in vari modi) i contenuti che non condividi. Per ulteriori informazioni sulla condivisione dei contenuti, consulta i Termini di servizio.",このオプションは、あなたが共有していないコンテンツをすべてのRobloxのユーザーが使用する（さまざまな方法で）権利を付与します。コンテンツ共有についてのさらに詳しい情報は、利用規約をごらんください。,이 옵션은 회원님이 공유하지 않은 콘텐츠를 다양한 방식으로 사용할 수 있는 권한을 Roblox의 모든 사용자에게 부여합니다. 콘텐츠 공유에 대한 자세한 정보는 이용 약관에서 확인하세요.,"Esta opção permite a cada usuário Roblox o direito de usar (de várias maneiras) o conteúdo que você não compartilha. Para mais informações sobre compartilhamento de conteúdo, consulte os Termos de Uso.", ,开启此选项即表示 Roblox 的所有用户将会对您未进行分享的内容拥有（多种方式的）使用权限。如需获取关于分享内容的更多信息，请详见我们的使用条款。,开启此选项即表示 Roblox 的所有用户将会对您未进行分享的内容拥有（多种方式的）使用权限。如需获取关于分享内容的更多信息，请详见我们的使用条款。,此選項將會授權所有 Roblox 使用者以不同方式使用您未分享的內容。若您不想授權，請勿勾選此方塊。若要了解更多關於分享內容的資訊，請前往 Roblox 使用條款。
Studio.GameSettings.General.UnitsMetersPerSecond1,({1} meters/second), ,({1} meters/second),({1} metros/segundo),({1} mètre/seconde),({1} metri/secondo),({1} メートル/秒),({1}미터/초),({1} metros/segundo), ,（{1} 米/秒）,（{1} 米/秒）,（{1} 公尺每秒）
Studio.GameSettings.General.PresetFullClassic,Full Classic,Komplett klassisch,Full Classic,Clásico completo,Classique complet,Classico completo,完全な典型,풀 클래식,Clássico completo,Полная классика,全套经典,全套经典,完整經典
Studio.GameSettings.General.PartTorso,Torso, ,Torso,Torso,Torse,Busto,胴,몸통,Tronco,Торс,躯干,躯干,軀幹
Studio.GameSettings.General.PartLeftArm,Left Arm,Linker Arm,Left Arm,Brazo izquierdo,Bras gauche,Braccio sinistro,左腕,왼팔,Braço esquerdo,Левая рука,左臂,左臂,左臂
Studio.GameSettings.General.AvatarTypeR6,R6, ,R6,R6,R6,R6,6才以上,R6,R6,R6,R6,R6,R6
Studio.GameSettings.General.PartRightLeg,Right Leg,Rechtes Bein,Right Leg,Pierna derecha,Jambe droite,Gamba destra,右足,오른 다리,Perna direita,Правая нога,右腿,右腿,右腿
Studio.GameSettings.General.TitleOptInLocations,Opt-In Locations, ,Opt-In Locations,Lugares de participación,Emplacements opt-in,Località opt-in,オプトイン場所,옵트인 위치,Locais de participação, ,选择加入的位置,选择加入的位置,同意位置
