Key,Context,Source,en-us
Studio.RobloxPropertiesWidget.Category.Tpose,"Category T-pose","T-pose","T-pose"
Studio.RobloxPropertiesWidget.Category.Transform,,"Transform","Transform"
Studio.RobloxPropertiesWidget.Category.Tuning,,"Tuning","Tuning"
Studio.RobloxPropertiesWidget.Category.Turn,,"Turn","Turn"
Studio.RobloxPropertiesWidget.Category.TwistLimits,,"TwistLimits","TwistLimits"
Studio.RobloxPropertiesWidget.Category.Undo,,"Undo","Undo"
Studio.RobloxPropertiesWidget.Category.Universal,,"Universal","Universal"
Studio.RobloxPropertiesWidget.Category.Updates,"The settings category related to Studio updates.","Updates","Updates"
Studio.RobloxPropertiesWidget.Category.Vector,,"Vector","Vector"
Studio.RobloxPropertiesWidget.Category.VectorForce,,"VectorForce","VectorForce"
Studio.RobloxPropertiesWidget.Category.Video,,"Video","Video"
Studio.RobloxPropertiesWidget.Category.Visualization,,"Visualization","Visualization"
Studio.RobloxPropertiesWidget.Category.Winch,,"Winch","Winch"
Studio.RobloxPropertiesWidget.Color3Picker.HexLabel,,"Hex:","Hex:"
Studio.RobloxPropertiesWidget.WorkspaceAuthorityModeDepProperty,"Tooltip shown on properties who are forced to a value to support enabling Server Authority.","This property is required given your Server Authority settings.","This property is required given your Server Authority settings."
Studio.SceneAnalysis.Categories.AnimationMemory,"Title for a query that shows how much memory animations are using","Animation Memory","Animation Memory"
Studio.SceneAnalysis.Categories.AudioMemory,"Title for a query that shows how much memory is being used by audio.","Audio Memory","Audio Memory"
Studio.SceneAnalysis.Categories.InstanceComposition,"Title of a query that shows how Instances are used","Instance Composition","Instance Composition"
Studio.SceneAnalysis.Categories.SceneTriangles,"Title for a query that shows the triangle counts in the scene","Scene Triangles","Scene Triangles"
Studio.SceneAnalysis.Categories.ScriptMemoryUsage,"Title for a query that shows how much memory scripts are using","Script Memory Usage","Script Memory Usage"
Studio.SceneAnalysis.Categories.UnparentedInstances,"Title of a query that shows Instances with no parents","Unparented Instances","Unparented Instances"
Studio.SceneAnalysis.ColumnHeaders.AssetID,"As in ""the Asset ID of this thing""","AssetID","AssetID"
Studio.SceneAnalysis.ColumnHeaders.Class,"As in ""type of thing""","Class","Class"
Studio.SceneAnalysis.ColumnHeaders.ClassName,"Column header","Class Name","Class Name"
Studio.SceneAnalysis.ColumnHeaders.Drawcalls,"As in ""number of drawcalls""","Drawcalls","Drawcalls"
Studio.SceneAnalysis.ColumnHeaders.InDatamodel,"as in ""this is in the datamodel"" true/false","In Datamodel","In Datamodel"
Studio.SceneAnalysis.ColumnHeaders.InstanceCount,"Column header","Instance Count","Instance Count"
Studio.SceneAnalysis.ColumnHeaders.Memory,"As in kilobytes","Memory","Memory"
Studio.SceneAnalysis.ColumnHeaders.Name,"A name in a column","Name","Name"
Studio.SceneAnalysis.ColumnHeaders.Owners,"As in ""list of owners""","Owners","Owners"
Studio.SceneAnalysis.ColumnHeaders.ParentName,"As in this things parent","Parent Name","Parent Name"
Studio.SceneAnalysis.ColumnHeaders.Path,"As in ""path to an instance""","Path","Path"
Studio.SceneAnalysis.ColumnHeaders.References,"As in count","References","References"
Studio.SceneAnalysis.ColumnHeaders.Triangles,"As in number of triangles","Triangles","Triangles"
Studio.SceneAnalysis.ContextMenu.CopyAssetIdToClipboard,"A context menu action","Copy Asset ID to Clipboard","Copy Asset ID to Clipboard"
Studio.SceneAnalysis.ContextMenu.SelectInstances,"A context menu action","Select Instances(s)","Select Instances(s)"
Studio.SceneAnalysis.Controls.AutoupdateToggle,"A button with a toggle for turning on/off autoupdate","Autoupdate","Autoupdate"
Studio.SceneAnalysis.Controls.SearchPlaceholder,"Placeholder for the search bar before the user types anything","Search...","Search..."
Studio.SceneAnalysis.Messages.LocalMachineValuesWarning,"A warning message explaining that the memory values may be different on different devices.","Local machine values. Memory usage will vary on player's devices.","Local machine values. Memory usage will vary on player's devices."
Studio.SceneAnalysis.Messages.NoResults,"Placeholder for when there are no results returned by a query","(No Results)","(No Results)"
Studio.SceneAnalysis.Messages.UnknownName,"Tooltip information when something is unknown","Unknown","Unknown"
Studio.SceneAnalysis.Messages.WaitingForData,"Placeholder text when there is no data to display.","(Waiting For Data)","(Waiting For Data)"
Studio.SceneAnalysis.Plugin.Button,"The button name, which is Scene Analysis.","Scene Analysis","Scene Analysis"
Studio.SceneAnalysis.Plugin.Description,"Describes what the Scene Analysis tool does, which is used for analyzing your scene.","A tool for analyzing scene resources within your experience.","A tool for analyzing scene resources within your experience."
Studio.SceneAnalysis.Plugin.Name,"a 1-word concatenated string for the Scene Analysis window","SceneAnalysis","SceneAnalysis"
Studio.SceneAnalysis.SummaryPane.SelectedItemsPrefix,"A prefix wrapper for summaries with selections","Selected: {selected} ({count} items)  |  {summary}","Selected: {selected} ({count} items)  |  {summary}"
Studio.SceneAnalysis.SummaryPane.TotalAnimationMemory,"Summary for a given view","Total Animation Memory: {memory}  |  Total Tracks: {count}","Total Animation Memory: {memory}  |  Total Tracks: {count}"
Studio.SceneAnalysis.SummaryPane.TotalAudioMemory,"Summary for a given view","Total Audio Memory: {memory}  |  Total Sounds: {count}","Total Audio Memory: {memory}  |  Total Sounds: {count}"
Studio.SceneAnalysis.SummaryPane.TotalCountGeneric,"A generic summary for a given view","Total: {total}  |  Count: {count}","Total: {total}  |  Count: {count}"
Studio.SceneAnalysis.SummaryPane.TotalInstances,"Summary for a given view","Total Instances: {count}  |  Total Categories: {categories}","Total Instances: {count}  |  Total Categories: {categories}"
Studio.SceneAnalysis.SummaryPane.TotalMemory,"Summary for a given view","Total Memory: {memory}  |  Total Items: {count}","Total Memory: {memory}  |  Total Items: {count}"
Studio.SceneAnalysis.SummaryPane.TotalSceneTriangles,"Summary for a given view.","Total Scene Triangles: {triangles}  |  Drawcalls: {drawcalls} (Excludes Shadows)","Total Scene Triangles: {triangles}  |  Drawcalls: {drawcalls} (Excludes Shadows)"
Studio.SceneAnalysis.SummaryPane.TotalScriptMemory,"Summary information for a query","Total Script Memory: {memory}  |  Total Scripts: {count}","Total Script Memory: {memory}  |  Total Scripts: {count}"
Studio.SceneAnalysis.SummaryPane.TotalUnparentedInstances,"Summary for a given view.","Total Unparented Instances: {count}","Total Unparented Instances: {count}"
Studio.SceneAnalysis.Tooltip.CountLabel,"Heading for a tooltip that shows counts","Count: {value}","Count: {value}"
Studio.SceneAnalysis.Tooltip.InstanceCountLabel,"Label for a tooltip that shows Instance Counts","Instance Count:","Instance Count:"
Studio.SceneAnalysis.Tooltip.MemoryLabel,"Label for a tooltip that shows memory sizes","Memory: {value}","Memory: {value}"
Studio.ScriptEditor.NoDeclarationFoundParameterTooltip,"No declaration/definition was found for the given parameter","No declaration found for '%1'","No declaration found for '%1'"
Studio.ScriptEditor.NoDeclarationFoundTooltip,"Tooltip string indicating that no declaration/definition was found","No declaration found","No declaration found"
Studio.ScriptEditor.ReviewableChange.Accept,"Button that keeps a proposed script edit","Keep","Keep"
Studio.ScriptEditor.ReviewableChange.KeepAll,"Button that keeps all proposed script edits in the active script","Keep All","Keep All"
Studio.ScriptEditor.ReviewableChange.NavigationCounter,"Counter showing the current proposed script edit and total number of proposed edits","%1 of %2","%1 of %2"
Studio.ScriptEditor.ReviewableChange.Reject,"Button that undoes a proposed script edit","Undo","Undo"
Studio.ScriptEditor.ReviewableChange.ToolbarTitle,"Title displayed on the Script Editor toolbar while reviewing proposed script edits","Reviewing proposed changes","Reviewing proposed changes"
Studio.ScriptEditor.ReviewableChange.UndoAll,"Button that undoes all proposed script edits in the active script","Undo All","Undo All"
Studio.ScriptEditor.TypeColor,"The color of Luau Types in the Studio Script Editor Syntax highlighter","Type Color","Type Color"
Studio.SettingsDialog.Property.IconOverrideDir,"User can specify a folder on their machine containing custom icons to use instead of default Roblox Studio icons","Custom Icon Dir","Custom Icon Dir"
Studio.Settings.BetaFeature.HighDpiAndIconsDescription,"Studio will look better on monitors with higher resolution.","Makes Studio scale better on monitors using scalings above 100%.  Also includes new themed icons.","Makes Studio scale better on monitors using scalings above 100%.  Also includes new themed icons."
Studio.Settings.BetaFeature.HighDpiAndIconsTitle,,"New Icons / DPI Aware Studio","New Icons / DPI Aware Studio"
Studio.Settings.BetaFeature.HighDpiRestartDescription,"Studio is in a potentially invalid state, and should be restarted to ensure propper functionality","New Icons / DPI Aware Studio Beta Feature has been changed, and requires a restart to take effect.","New Icons / DPI Aware Studio Beta Feature has been changed, and requires a restart to take effect."
Studio.Settings.BetaFeature.HighDpiRestartTitle,,"Beta Feature is in Invalid State","Beta Feature is in Invalid State"
Studio.ShutdownManagement.Cancel,"Button text to cancel the pending shutdown request","Cancel","Cancel"
Studio.ShutdownManagement.ClosingStudio,"Dialog text shown while closing Studio for an update.","Closing all Studio windows","Closing all Studio windows"
Studio.ShutdownManagement.RobloxStudio,"RobloxStudio","Roblox Studio","Roblox Studio"
Studio.ShutdownManagement.ShutdownDialogDescription,"Description for that dialog","Please switch to your other Studio windows and close any projects with unsaved changes. This window will remain open until all other windows are closed.","Please switch to your other Studio windows and close any projects with unsaved changes. This window will remain open until all other windows are closed."
Studio.ShutdownManagement.ShutdownDialogTitle,"Title for the shutdown dialog","Unsaved work detected","Unsaved work detected"
Studio.SimulationStep.Plugin.Button,,"Toggle","Toggle"
Studio.SimulationStep.Plugin.Description,,"Toggles the Template plugin window.","Toggles the Template plugin window."
Studio.SimulationStep.Plugin.Name,,"SimulationStep","SimulationStep"
Studio.SimulationStep.Plugin.Text,,"Example Text!","Example Text!"
Studio.SimulationStep.Plugin.Toolbar,,"SimulationStep","SimulationStep"
Studio.SystemMenu.Help.OpenLogsFolder,"Opens the Roblox logs folder in the system file explorer","Open Logs Folder","Open Logs Folder"
Studio.SystemMenu.Title.3D,"The 3D menu in Roblox Studio provides tools for manipulating and enhancing the 3D environment, including object alignment, collision management, material editing, and terrain sculpting.","3D","3D"
Studio.SystemMenu.Title.ActivityHistory,"Opens the activity history widget which provides a log of significant changes and actions that have occurred within a specific place","Activity History","Activity History"
Studio.SystemMenu.Title.Anchor,"Menu that contains anchor selection and anchor tool actions","Anchor","Anchor"
Studio.SystemMenu.Title.AnchorSelection,"Toggle whether an object is immovable by physics","Anchor Selection","Anchor Selection"
Studio.SystemMenu.Title.Avatar,"Opens the Avatar system menu that contains the avatar related studio plugins (animation editor, layered clothing editor, create accessory, avatar previewer)","Avatar","Avatar"
Studio.SystemMenu.Title.Collaboration,"Menu title that contains the place annotations widget, live collaborators, and manage collaborators widget, which are all related to collaboration tools in Studio","Collaboration","Collaboration"
Studio.SystemMenu.Title.CollapseScriptFolds,"Collapse all expanded folds in the script","Collapse Script Folds","Collapse Script Folds"
Studio.SystemMenu.Title.ConstraintOnTop,"Draw constraints, attachments and welds on top","Show Constraint on Top","Show Constraint on Top"
Studio.SystemMenu.Title.ControllerEmulator,"Tool that allows developers to test their games by emulating inputs from different gamepads, primarily PS4, PS5, and Xbox controllers.","Controller Emulator","Controller Emulator"
Studio.SystemMenu.Title.ConvertToPackage,"Transforms a selected object or group of objects into a reusable asset called a Package","Convert to Package","Convert to Package"
Studio.SystemMenu.Title.CustomizeShortcuts,"Show list of shortcut commands","Customize Shortcuts","Customize Shortcuts"
Studio.SystemMenu.Title.Debug,"Menu that contains actions that open the breakpoints, call stack, and watch widgets for debugging scripts in Studio","Debug","Debug"
Studio.SystemMenu.Title.DebugError,"Menu that contains the actions for how we want to debug script errors: never break, break on all, break on unhandled","Debug Error","Debug Error"
Studio.SystemMenu.Title.DeveloperInspector,"Name of the action to display the Inspector plugin","Developer Inspector","Developer Inspector"
Studio.SystemMenu.Title.DeveloperStorybook,"Name of the action to display the Storybook plugin","Developer Storybook","Developer Storybook"
Studio.SystemMenu.Title.DeviceEmulator,"Tool that allows developers to preview and test their games as they would appear and function on different devices, primarily mobile phones and tablets","Device Emulator","Device Emulator"
Studio.SystemMenu.Title.DownloadACopy,"Download a copy of the active document","Download a Copy","Download a Copy"
Studio.SystemMenu.Title.Edit,"Menu that provides tools for manipulating objects and code within the game development environment. It includes standard functions for undoing and redoing actions, cutting, copying, and pasting, as well as specialized options for duplicating, deleting, grouping, and anchoring objects","Edit","Edit"
Studio.SystemMenu.Title.ExpandScriptFolds,"Expand all collapsed folds in the script","Expand Script Folds","Expand Script Folds"
Studio.SystemMenu.Title.ExportAsObj,"Export a Roblox place as a .obj type file","Export as .obj","Export as .obj"
Studio.SystemMenu.Title.FourStuds,"When we toggle the 3d grid, this is the 4 studs grid size","4 Studs","4 Studs"
Studio.SystemMenu.Title.Group,"Menu that contains the Group as Model and Group as Folder actions that perform grouping of instances in Studio","Group","Group"
Studio.SystemMenu.Title.GroupAsFolder,"Group the selected Instances under a new Folder","Group as Folder","Group as Folder"
Studio.SystemMenu.Title.GroupAsFrame,"Group the selected Instances under a new Frame","Group as Frame","Group as Frame"
Studio.SystemMenu.Title.GroupAsModel,"Group the selected Instances under a new Model","Group as Model","Group as Model"
Studio.SystemMenu.Title.Input,"Defines the system submenu for windows related to input.","Input","Input"
Studio.SystemMenu.Title.LiveCollaborators,"Plugin that allows users to view collaborators currently active (""live"") in their Team Create session.","Live Collaborators","Live Collaborators"
Studio.SystemMenu.Title.Localization,"Menu that contains localization related studio plugins","Localization","Localization"
Studio.SystemMenu.Title.LocalizationTool,"Name of the action to display the Localization Tools plugin","Localization Tools","Localization Tools"
Studio.SystemMenu.Title.Lock,"Menu that contains lock selection and lock tool actions","Lock","Lock"
Studio.SystemMenu.Title.LockSelection,"Toggle whether an object can be selected","Lock Selection","Lock Selection"
Studio.SystemMenu.Title.ManageCollaborators,"Widget that allows users to manage their Team Create collaborator permissions.","Manage Collaborators","Manage Collaborators"
Studio.SystemMenu.Title.NetworkSummary,"Provides detailed information about the network activity between the Studio instance (acting as the server) and the simulated clients. Shows info about data flow, packet information, packet loss, packet size, packet rate, replication info, latency, and bandwidth usage","Network Summary","Network Summary"
Studio.SystemMenu.Title.OpenFromFile,"Open a game from local disk","Open from File","Open from File"
Studio.SystemMenu.Title.OpenFromRoblox,"Open a recent game from Roblox","Open from Roblox","Open from Roblox"
Studio.SystemMenu.Title.PasteAtOriginalLocation,"Inserts copied instances (parts, models, etc.) back into the workspace at the exact coordinates they occupied when they were originally copied","Paste at Original Location","Paste at Original Location"
Studio.SystemMenu.Title.PasteIntoAtOriginalLocation,"Pastes copied instances at their original world coordinates but also preserves their original hierarchical relationship to the currently selected object. Instead of simply placing the copied objects in the workspace, it pastes them as children of the selected object, while maintaining their original positions relative to the workspace","Paste into at Original Location","Paste into at Original Location"
Studio.SystemMenu.Title.Performance,"A basic performance overlay","Performance Summary","Performance Summary"
Studio.SystemMenu.Title.PlaceAnnotations,"Opens the ""Comments"" panel.","Comments","Comments"
Studio.SystemMenu.Title.PlayerEmulator,"A plugin that allows users to simulate players experiences with things like localization, ad settings, subscriptions, external links, etc.","Player Emulator","Player Emulator"
Studio.SystemMenu.Title.Plugins,"Menu that contains actions to take on Studio Plugins","Plugins","Plugins"
Studio.SystemMenu.Title.PublishAsPlugin,"Publish the selection to Roblox as a plugin","Publish as Plugin","Publish as Plugin"
Studio.SystemMenu.Title.PublishToRobloxAs,"Publish active document to Roblox as","Publish to Roblox As","Publish to Roblox As"
Studio.SystemMenu.Title.PublishToRobloxWithNotes,"Publish active document to Roblox with notes","Publish to Roblox with Notes","Publish to Roblox with Notes"
Studio.SystemMenu.Title.Recent,"The most recent files a user has opened in Roblox Studio","Recent","Recent"
Studio.SystemMenu.Title.ReportIllegalContent,"System menu action that opens a web page to report illegal content","Report Illegal Content","Report Illegal Content"
Studio.SystemMenu.Title.ResetLayout,"Reset Widget and Toolbar position","Reset Layout","Reset Layout"
Studio.SystemMenu.Title.SaveAsLocalPlugin,"Create a local plugin from this script","Save as Local Plugin","Save as Local Plugin"
Studio.SystemMenu.Title.SaveToFileAs,"Save the active local file with a new name","Save to File As","Save to File As"
Studio.SystemMenu.Title.SaveToRobloxAs,"Save active document to Roblox as","Save to Roblox As","Save to Roblox As"
Studio.SystemMenu.Title.SaveToRobloxWithNotes,"Save active document to Roblox with notes","Save to Roblox with Notes","Save to Roblox with Notes"
Studio.SystemMenu.Title.Screenshot,"Takes a screenshot of the Roblox Studio application","Screenshot","Screenshot"
Studio.SystemMenu.Title.Script,"The Script submenu in Roblox Studio provides tools and actions essential for writing, editing, and debugging Lua scripts. It offers options to access script editing utilities, manage drafts, find and replace text, inspect objects, execute scripts directly, and monitor script performance","Script","Script"
Studio.SystemMenu.Title.ShowConstraintDetails,"Provides a visual overlay that displays the location and orientation of attachments and constraints connecting parts","Show Constraint Details","Show Constraint Details"
Studio.SystemMenu.Title.ShowGrid,"Contains actions that modify the 3D grid display on the y=0 plane","Show Grid","Show Grid"
Studio.SystemMenu.Title.ShowGridMaterial,"Display grid material on Parts","Show Grid Material","Show Grid Material"
Studio.SystemMenu.Title.ShowUI,"Toggles visibility of UI in the 3D View","Show UI","Show UI"
Studio.SystemMenu.Title.ShowViewSelector,"This toggles the View Selector plugin, which is the widget that rotates the camera view in the 3D viewport","Show View Selector","Show View Selector"
Studio.SystemMenu.Title.ShowWindControl,"Plugin to that helps visualize and manipulate wind effects like speed, pitch, and yaw","Show Wind Direction","Show Wind Direction"
Studio.SystemMenu.Title.ShowWireframeRendering,"Display mode that shows the 3D objects in your game world as a network of lines and edges, rather than as solid, shaded surfaces","Show Wireframe Rendering","Show Wireframe Rendering"
Studio.SystemMenu.Title.SixStuds,"When we toggle the 3d grid, this is the 6 studs grid size","6 Studs","6 Studs"
Studio.SystemMenu.Title.SixteenStuds,"When we toggle the 3d grid, this is the 16 studs grid size","16 Studs","16 Studs"
Studio.SystemMenu.Title.StartStudioTour,"Starts the Studio Tour","Start Studio Tour","Start Studio Tour"
Studio.SystemMenu.Title.StartTestSession,"Submenu title that contains the different types of testing modes like Test, Test Here, Run, Team Test, and Server and Clients","Start Test Session","Start Test Session"
Studio.SystemMenu.Title.StudioSettings,"Opens a dialog that contains all the possible settings to change and configure Roblox Studio with such as theme, script editor, debugging, language, etc.","Studio Settings","Studio Settings"
Studio.SystemMenu.Title.SuperTemplate,"Name of the action to display the Super Template plugin","Super Template","Super Template"
Studio.SystemMenu.Title.Test,"Menu title which contains Emulation controls, Debug Errors, and testing controls actions","Test","Test"
Studio.SystemMenu.Title.TwoStuds,"When we toggle the 3d grid, this is the 2 studs grid size","2 Studs","2 Studs"
Studio.SystemMenu.Title.UI,"Menu to display UI related studio plugins","UI","UI"
Studio.SystemMenu.Title.UIAuthoring,"A placeholder action for toggling the UI Authoring workflow","Designer","Designer"
Studio.SystemMenu.Title.Untitled,"Label used in the Studio System Menu for any plugins or plugin controls that are untitled. Previously, they would just show up as a blank entry.","Untitled","Untitled"
Studio.SystemMenu.Title.UserInputPlayback,"Name of the action to display the User Input Playback Tool plugin","User Input Playback","User Input Playback"
Studio.SystemMenu.Title.View,"Menu in Roblox Studio offers tools and settings to control the display and presentation of the 3D workspace. It allows developers to customize how they view and interact with their game world, providing options for zoom, grid settings, rendering modes, UI visibility, and debugging aids","View","View"
Studio.SystemMenu.Title.Window,"The Window menu in Roblox Studio system menu, which provides access to various tools and panels that allow developers to manage the Studio interface, inspect game objects and performance, and access specialized editors for specific content types","Window","Window"
Studio.SystemMenu.Tooltip.Performance,"A basic performance overlay","A basic performance overlay","A basic performance overlay"
Studio.SystemMenu.Tooltip.PublishToRobloxWithNotes,"tooltip for publishing with version notes","Publish active document to Roblox with version notes","Publish active document to Roblox with version notes"
Studio.SystemMenu.Tooltip.ReportIllegalContent,"Tooltip shown on a system menu action that opens a report form web page","Open a webpage to report illegal content on Roblox","Open a webpage to report illegal content on Roblox"
Studio.SystemMenu.Tooltip.SaveToRobloxWithNotes,"tooltip for saving with version notes","Save active document to Roblox with version notes","Save active document to Roblox with version notes"
Studio.TeamCreateStatusIndicator.PlaceUploadFailingMessage,"Urgent messsage to be shown when place upload is failing continuously for Team Create to show that there is a recovery file being generated","Auto recovery backup has started.","Auto recovery backup has started."
Studio.TeamCreateStatusIndicator.PlaceUploadFailingTip,"Description message that gives users action to figure out where their recovery files are generated","Check console for auto-recovery details.","Check console for auto-recovery details."
Studio.TeamCreateStatusIndicator.PlaceUploadFailingTitle,"Urgent alert that shows to creator that place upload for Team Create is not working","Place upload is failing.","Place upload is failing."
Studio.TeamCreate.DisconnectReasonUnknown,"This message is presented to the user when they lose their connection to a server using Team Create.","You have been unexpectedly disconnected from the Team Create server. Please try connecting again.","You have been unexpectedly disconnected from the Team Create server. Please try connecting again."
Studio.TeamCreate.Disconnected,"Title for a dialog that indicates a user has been disconnected from their Team Create server.","Disconnected","Disconnected"
Studio.TeamCreate.EvictDialog.CollaboratorRequestedEvictionDescription,"description for dialog shown when a collaborator was evicted because a collaborator sent a request to evict them","You have been disconnected from Team Create due to a request from a collaborator.","You have been disconnected from Team Create due to a request from a collaborator."
Studio.TeamCreate.JoinErrorGamejoinGeneric,"Message displayed to the user when they receive an error from Game Join service upon attempting to open a place.","Got error from Gamejoin","Got error from Gamejoin"
Studio.TeamCreate.JoinErrorGeneric,"Message displayed when a user fails to join a team create place and we do not have a more specific message available.","Join failed","Join failed"
Studio.TeamCreate.JoinErrorInvalidRequest,"Message displayed to the user when a back-end service rejects their HTTP request.","Invalid request","Invalid request"
Studio.TeamCreate.JoinErrorModerated,"Message displayed to the user when they attempt to join a moderated Team Create place.","The place has been moderated","The place has been moderated"
Studio.TeamCreate.JoinErrorRccChannel,"Message displayed when the user attempts to join a team create server with a mis-configured channel.","Invalid RCC channel","Invalid RCC channel"
Studio.TeamCreate.JoinErrorServerFull,"Message displayed to the user when the Team Create server they are joining is full.","The server is full","The server is full"
Studio.TeamCreate.JoinErrorServerStartup,"Message displayed to the user when the Team Create server they are joining fails to start up.","Server did not start","Server did not start"
Studio.TeamCreate.JoinErrorUnauthorized,"Message displayed to the user when they attempt to open a Team Create place without proper permissions.","You do not have permission to join this place","You do not have permission to join this place"
Studio.TeamCreate.SafetyEvictDialog.AskForParentPermission,"title for dialog when users are disconnected from a Team Create session because they need parent permission","You need parent permission to work with older collaborators","You need parent permission to work with older collaborators"
Studio.TeamCreate.SafetyEvictDialog.AskForParentPermissionDescription,"description for dialog when users are disconnected from a Team Create session because they need parent permission","Some people in groups larger than 30 need parent permission to collaborate with older collaborators outside their age group.","Some people in groups larger than 30 need parent permission to collaborate with older collaborators outside their age group."
Studio.TeamCreate.SafetyEvictDialog.BecomeTCButton,"button on dialog that links to start trusted connections process (dialog appears when users are disconnected from a Team Create session because they need to get trusted connections)","Add","Add"
Studio.TeamCreate.SafetyEvictDialog.BreakTermsOfUseAppealUnlock,"User is evicted from experience which violates our terms of use.","We found content in this Experience that breaks the rules of our Terms of Use. The owner needs to send an appeal to unlock this place.","We found content in this Experience that breaks the rules of our Terms of Use. The owner needs to send an appeal to unlock this place."
Studio.TeamCreate.SafetyEvictDialog.DescriptionPleaseTryAgainLater,"description for eviction dialog when collaborator is kicked due to safety age gating/collaboration requirements","Please try again later.","Please try again later."
Studio.TeamCreate.SafetyEvictDialog.EstablishTrustedConnections,"title for dialog when users are disconnected from a Team Create session because they need to establish trusted connection","Add Trusted Connections","Add Trusted Connections"
Studio.TeamCreate.SafetyEvictDialog.EstablishTrustedConnectionsDescription,"description for dialog when users are disconnected from a Team Create session because they need to establish trusted connections","To continue collaborating in Studio with older users, you need to establish trust.","To continue collaborating in Studio with older users, you need to establish trust."
Studio.TeamCreate.SafetyEvictDialog.EstablishTrustedFriends,"title for dialog when users are disconnected from a Team Create session because they need to establish trusted connection","Add trusted friends","Add trusted friends"
Studio.TeamCreate.SafetyEvictDialog.ExperienceLocked,"user is evicted from team create because this experience is locked due to moderation","This Experience is locked","This Experience is locked"
Studio.TeamCreate.SafetyEvictDialog.GenericTitleCollabRestrictions,"title of eviction dialog for general case where collaborator was kicked due to safety age gating/collaboration requirements","You were removed from this experience due to collaboration restrictions","You were removed from this experience due to collaboration restrictions"
Studio.TeamCreate.SafetyEvictDialog.GetParentPermission,"button name on dialog that links to get parent permission (when users are disconnected from a Team Create session because they need parent permission)","Ask parent","Ask parent"
Studio.TeamCreate.SafetyEvictDialog.LaterButton,"button to close a dialog that appears when disconnected from a Team Create session because user needs parent permission","Later","Later"
Studio.TeamCreate.SafetyEvictDialog.OKButton,"ok to exit out of the evict dialog","OK","OK"
Studio.TeamCreate.SafetyEvictDialog.OwnerFurtherAction,"title for dialog when users are disconnected from a Team Create session because owner needs to take action (age gating check)","To collaborate on this experience, the owner needs to take further action","To collaborate on this experience, the owner needs to take further action"
Studio.TeamCreate.SafetyEvictDialog.OwnerFurtherActionDescription,"description for dialog when users are disconnected from a Team Create session because owner needs to take action (age gating check)","People in different age groups need additional steps to work together on Studio.","People in different age groups need additional steps to work together on Studio."
Studio.TeamCreate.SafetyEvictDialog.TermsOfUseButton,"click this to go to roblox terms of use web page","View Terms of Use","View Terms of Use"
Studio.TeamCreate.SafetyEvictDialog.VerifyButton,"button to start age verification process (for dialog that appears when disconnected from a Team Create session because user needs to verify age)","Verify","Verify"
Studio.TeamCreate.SafetyEvictDialog.VerifyYourAge,"title for dialog that appears when disconnected from a Team Create session because user needs to verify age","Verify your age","Verify your age"
Studio.TeamCreate.SafetyEvictDialog.VerifyYourAgeDescription,"description for dialog that appears when user disconnects from Team Create session because they need to verify their age","To continue collaborating in Studio with other users, you need to verify your age.","To continue collaborating in Studio with other users, you need to verify your age."
Studio.TeamCreate.TCJoinFailedToStartServer,"This message is displayed when the user tries to open a Team Create place and the server does not start successfully.","We were unable to start up the Team Create server.","We were unable to start up the Team Create server."
Studio.TeamCreate.TCJoinReceivedError,"This message is displayed when the user attempts to open a Team Create place and the open fails for any reason.","Failed to join Team Create place.","Failed to join Team Create place."
Studio.TerrainPaletteEditor.Plugin.MenuItem,"The menu item to open the Terrain Palette plugin. It's under Window -> 3D","Terrain Material Manager","Terrain Material Manager"
Studio.TerrainToolsV2.Action.Apply,,"Apply","Apply"
Studio.TerrainToolsV2.Action.Back,,"Back","Back"
Studio.TerrainToolsV2.Action.Cancel,,"Cancel","Cancel"
Studio.TerrainToolsV2.Action.Clear,,"Clear","Clear"
Studio.TerrainToolsV2.Action.Close,,"Close","Close"
Studio.TerrainToolsV2.Action.Continue,,"Continue","Continue"
Studio.TerrainToolsV2.Action.Create,,"Create","Create"
Studio.TerrainToolsV2.Action.Cut,,"Cut","Cut"
Studio.TerrainToolsV2.Action.Dismiss,,"Dismiss","Dismiss"
Studio.TerrainToolsV2.Action.DontAskAgain,,"Do not ask me again","Do not ask me again"
Studio.TerrainToolsV2.Action.Edit,,"Edit","Edit"
Studio.TerrainToolsV2.Action.Exit,,"Exit","Exit"
Studio.TerrainToolsV2.Action.File,,"File","File"
Studio.TerrainToolsV2.Action.Find,,"Find","Find"
Studio.TerrainToolsV2.Action.Goto,,"Goto","Goto"
Studio.TerrainToolsV2.Action.Help,,"Help","Help"
Studio.TerrainToolsV2.Action.Home,,"Home","Home"
Studio.TerrainToolsV2.Action.Ignore,,"Ignore","Ignore"
Studio.TerrainToolsV2.Action.Insert,,"Insert","Insert"
Studio.TerrainToolsV2.Action.LearnMore,,"Learn more","Learn more"
Studio.TerrainToolsV2.Action.New,,"New","New"
Studio.TerrainToolsV2.Action.Next,,"Next","Next"
Studio.TerrainToolsV2.Action.No,,"No","No"
Studio.TerrainToolsV2.Action.OK,,"OK","OK"
Studio.TerrainToolsV2.Action.Okay,,"Okay","Okay"
Studio.TerrainToolsV2.Action.Open,,"Open","Open"
Studio.TerrainToolsV2.Action.Pause,,"Pause","Pause"
Studio.TerrainToolsV2.Action.Play,,"Play","Play"
Studio.TerrainToolsV2.Action.Previous,,"Previous","Previous"
