Studio.App.FileType.RobloxXMLModelFiles,,Roblox XML Model Files,Roblox XML Model Files
Studio.App.FileType.RobloxXMLPlaceFiles,,Roblox XML Place Files,Roblox XML Place Files
Studio.App.FileType.ScriptFiles,,Script Files,Script Files
Studio.App.FindAllDialog.AllScripts,,All Scripts,All Scripts
Studio.App.FindAllDialog.CurrentScript,,Current Script,Current Script
Studio.App.FindAllDialog.EnableScriptsUndo,,"To enable Undo, select the following option:","To enable Undo, select the following option:"
Studio.App.FindAllDialog.Find,,Find: ,Find: 
Studio.App.FindAllDialog.FindAll,,Find All,Find All
Studio.App.FindAllDialog.FindAndReplace,,Find and Replace: ,Find and Replace: 
Studio.App.FindAllDialog.FindInAll,,Find and Replace All,Find and Replace All
Studio.App.FindAllDialog.FindInAllScripts,,Find in all scripts,Find in all scripts
Studio.App.FindAllDialog.FindOptions,,Find Options,Find Options
Studio.App.FindAllDialog.FindReplaceAllScripts,,Find and replace in all scripts,Find and replace in all scripts
Studio.App.FindAllDialog.FindWhat,,Find what: ,Find what: 
Studio.App.FindAllDialog.LookIn,,Look in: ,Look in: 
Studio.App.FindAllDialog.MatchCase,,Match case,Match case
Studio.App.FindAllDialog.MatchWholeWordOnly,,Match whole word only,Match whole word only
Studio.App.FindAllDialog.OpenScriptsUndo,,Undo is not supported by Replace All unless you open all files where a match is found.,Undo is not supported by Replace All unless you open all files where a match is found.
Studio.App.FindAllDialog.RegularExpression,,Regular expression,Regular expression
Studio.App.FindAllDialog.Replace,,Replace: ,Replace: 
Studio.App.FindAllDialog.ReplaceAll,,Replace All,Replace All
Studio.App.FindAllDialog.ReplaceAllContinue,,Do you want to continue with Replace All?,Do you want to continue with Replace All?
Studio.App.FindAllDialog.UndoSelectOption,,Replace All will open all files with changes for editing.,Replace All will open all files with changes for editing.
Studio.App.FindDialog.FindCount2,,%1 of %2,%1 of %2
Studio.App.FindDialog.LineNumber1,,Line number (1-%1):,Line number (1-%1):
Studio.App.FlagEditor.OfferRestart,,You must restart Studio for fast flag changes to take effect.,You must restart Studio for fast flag changes to take effect.
Studio.App.FlagEditor.OfferRestartTitle,,Overrides Saved,Overrides Saved
Studio.App.GameExplorer.AddAssets,,Add Assets,Add Assets
Studio.App.GameExplorer.AddNewPlace,,Add New Place,Add New Place
Studio.App.GameExplorer.ConfigureBadge,,Configure,Configure
Studio.App.GameExplorer.CopyIdToClipboard,,Copy ID to Clipboard,Copy ID to Clipboard
Studio.App.GameExplorer.CopyTextureIdToClipboard,,Copy Texture ID to Clipboard,Copy Texture ID to Clipboard
Studio.App.GameExplorer.CreateBadge,,Create Badge,Create Badge
Studio.App.GameExplorer.ErrorRetrievingMeshContent1,,Error while retrieving mesh content: %1,Error while retrieving mesh content: %1
Studio.App.GameExplorer.GameSettings,,Game Settings...,Game Settings...
Studio.App.GameExplorer.InsertAsLocalScript,,Insert as LocalScript,Insert as LocalScript
Studio.App.GameExplorer.InsertAsModuleScript,,Insert as ModuleScript,Insert as ModuleScript
Studio.App.GameExplorer.InsertAsScript,,InsertAsScript,InsertAsScript
Studio.App.GameExplorer.InsertWithLocation,,Insert with location,Insert with location
Studio.App.GameExplorer.MassUpdatePackage,,Update All,Update All
Studio.App.GameExplorer.ProductSettings,,Product Settings...,Product Settings...
Studio.App.GameExplorer.PublishLinkedSource,,Publish this LinkedSource,Publish this LinkedSource
Studio.App.GameExplorer.RefreshScript,,Refresh Script,Refresh Script
Studio.App.GameExplorer.RemoveFromGame,,Remove From Game,Remove From Game
Studio.App.GameExplorer.RevertToLastPublishedVersion,,Revert to Last Published Version,Revert to Last Published Version
Studio.App.GameExplorer.UnpublishedScriptMessageBoxMessage,,RobloxStudio is using unpublished changes in linked scripts for this universe. You can revert these changes to the last published version using Game Explorer.,RobloxStudio is using unpublished changes in linked scripts for this universe. You can revert these changes to the last published version using Game Explorer.
Studio.App.GameExplorer.UnpublishedScriptMessageBoxTitle,,Unpublished Scripts,Unpublished Scripts
Studio.App.GameExplorer.ViewOnWebsite,,View on website,View on website
Studio.App.GameExplorerUtils.FailedToCreateImage1,,Failed to create image: %1,Failed to create image: %1
Studio.App.GameExplorerUtils.NameAlreadyTakenNotCaseSensitive,,Name already taken (not case sensitive),Name already taken (not case sensitive)
Studio.App.GameExplorerUtils.NameCannotBeEmpty,,Name cannot be empty,Name cannot be empty
Studio.App.GameExplorerUtils.NameCannotContain,,Name cannot include '\\' or '/',Name cannot include '\\' or '/'
Studio.App.GameExplorerUtils.NameInappropriate,,The name or description contains inappropriate text.,The name or description contains inappropriate text.
Studio.App.GameExplorerUtils.TryAgainLater,,Try again later.,Try again later.
Studio.App.GameGridViewWithHeader.Owner,,Owner:,Owner:
Studio.App.GameGridViewWithHeader.Sort,,Sort:,Sort:
Studio.App.GameWidget.Draft,,Draft,Draft
Studio.App.GameWidget.LocalFile,,Local File,Local File
Studio.App.GameWidget.Private,,Private,Private
Studio.App.GameWidget.Public,,Public,Public
Studio.App.GameWidget.TemplateHasInstruction,,This template contains instructions about how to get started in Studio,This template contains instructions about how to get started in Studio
Studio.App.GamesPageController.Alphabetical,,Alphabetical,Alphabetical
Studio.App.GamesPageController.ArchiveGame,,Archive Game,Archive Game
Studio.App.GamesPageController.ArchiveGameFail,,Failed to archive game,Failed to archive game
Studio.App.GamesPageController.Archived,,Archived,Archived
Studio.App.GamesPageController.ArchivingAGameMakesItPrivate1,,<p>Archiving a game makes it private so only <br>you can play. Any running servers will be <br>shutdown. <a href='%1'>Learn more</a><br><br>Are you sure you want to archive this game?</p>,<p>Archiving a game makes it private so only <br>you can play. Any running servers will be <br>shutdown. <a href='%1'>Learn more</a><br><br>Are you sure you want to archive this game?</p>
Studio.App.GamesPageController.CantOpenArchivedGame,,You cannot open archived games. You must restore the game to open it.,You cannot open archived games. You must restore the game to open it.
Studio.App.GamesPageController.ConfirmRemoveSelf,,Are you sure you want to remove yourself from this game? You will no longer be able to edit it.,Are you sure you want to remove yourself from this game? You will no longer be able to edit it.
Studio.App.GamesPageController.DateCreated,,Date Created,Date Created
Studio.App.GamesPageController.DateCreatedDescending,,Date Created (Descending),Date Created (Descending)
Studio.App.GamesPageController.FailedToLeaveTeamCreateGame,,Failed to leave team create game.,Failed to leave team create game.
Studio.App.GamesPageController.FailedToMakeGamePublic,,Failed to make game public,Failed to make game public
Studio.App.GamesPageController.FailedToOpenLocalFile,,Failed to open local file,Failed to open local file
Studio.App.GamesPageController.LastModified,,Last Modified,Last Modified
Studio.App.GamesPageController.MakingGamePrivate,,Making game private,Making game private
Studio.App.GamesPageController.NotAuthorizedToConfigureGame,,You are not authorized to configure this game.,You are not authorized to configure this game.
Studio.App.GamesPageController.PromptUserForMakingGamePrivate,Do not translate \n,"Are you sure you want to make this game private?
This will shutdown all running servers.","Are you sure you want to make this game private?
This will shutdown all running servers."
Studio.App.GamesPageController.RemoveTeamCreateGame,,Remove Team Create Game,Remove Team Create Game
Studio.App.GamesPageController.RestoreGameFail,,Failed to restore game,Failed to restore game
Studio.App.GamesPageController.Restored,,Restored,Restored
Studio.App.GenericResourceController.RemovingGameAsset,,Removing game asset(s),Removing game asset(s)
Studio.App.GoToLineDialog.LineNumber,,Line number:,Line number:
Studio.App.GradientEditor.Time,,Time,Time
Studio.App.IDEGameSettingsLinkDefinition.GameSettingsNotAvailable,,Game Settings not available,Game Settings not available
Studio.App.IDEGameSettingsLinkDefinition.OpenGameSettings,,Open Game Settings,Open Game Settings
Studio.App.IdeDoc.AllRobloxFilesFileFilter,"Roblox IDE Doc. NOTE TO LOCALIZERS: Do not translate the parentheses (), whatever is inside the parentheses, or any other special characters, use ASCII instead.",All Roblox Files(*rbxl *rbxlx *%1);; Roblox Place Files(*.rbxl);; Roblox XML Place Files(*.rbxlx);; Roblox Project File(*.%1),All Roblox Files(*rbxl *rbxlx *%1);; Roblox Place Files(*.rbxl);; Roblox XML Place Files(*.rbxlx);; Roblox Project File(*.%1)
Studio.App.IdeDoc.AllRobloxPlaceFilesFileFilter,"Roblox IDE Doc. NOTE TO LOCALIZERS: Do not translate the parentheses (), whatever is inside the parentheses, or any other special characters, use ASCII instead.",All Roblox Place Files(*rbxl *rbxlx);; Roblox Place Files(*.rbxl);; Roblox XML Place Files(*.rbxlx),All Roblox Place Files(*rbxl *rbxlx);; Roblox Place Files(*.rbxl);; Roblox XML Place Files(*.rbxlx)
Studio.App.IdeDoc.AnimationFilesFBX,Roblox IDE Doc,Animation Files (*fbx),Animation Files (*fbx)
Studio.App.IdeDoc.AreYouSureYouWantToExit1,Message prompt for when user exits a Team Create place,Are you sure you want to exit '%1'?,Are you sure you want to exit '%1'?
Studio.App.IdeDoc.AudioDisabledGoToServerAudioBehaviorToChange,Roblox IDE Doc,Audio has been disabled. Please go to File->Settings->Studio and then Server Audio Behavior to change this.,Audio has been disabled. Please go to File->Settings->Studio and then Server Audio Behavior to change this.
Studio.App.IdeDoc.AutoRecoveryFileCreated1,Roblox IDE Doc,%1 auto-recovery file was created,%1 auto-recovery file was created
Studio.App.IdeDoc.AutoSaving,Roblox IDE Doc,Auto-Saving,Auto-Saving
Studio.App.IdeDoc.Break,Roblox IDE Doc,Break,Break
Studio.App.IdeDoc.Cancel,Roblox IDE Doc,Cancel,Cancel
Studio.App.IdeDoc.CannotFindMesh,Roblox IDE Doc,Cannot find mesh,Cannot find mesh
Studio.App.IdeDoc.CannotLoadPublishedPlace,Roblox IDE Doc,Cannot load published place,Cannot load published place
Studio.App.IdeDoc.Cleanup,Roblox IDE Doc (Team Test Server),Cleanup,Cleanup
Studio.App.IdeDoc.CloudTestFailed,Roblox IDE Doc,Request to connect to team test failed.,Request to connect to team test failed.
Studio.App.IdeDoc.ConnectingtoServer,Roblox IDE Doc,Connecting to server...,Connecting to server...
Studio.App.IdeDoc.ConstraintObjectsWillNotWorkPhysicsSolverOverrideTrue,Roblox IDE Doc,Constraint objects will not function correctly because Workspace.TemporaryLegacyPhysicsSolverOverride is true,Constraint objects will not function correctly because Workspace.TemporaryLegacyPhysicsSolverOverride is true
Studio.App.IdeDoc.CouldNotLoadPlaceDueToPermissionError,Roblox IDE Doc,"<b>Sorry, we could not load this place due to a permission error</b>","<b>Sorry, we could not load this place due to a permission error</b>"
Studio.App.IdeDoc.CouldNotTeleportToPlaceCannotEdit1,Roblox IDE Doc,Could not teleport to place %1 from studio. You can only teleport from studio to places you can edit.,Could not teleport to place %1 from studio. You can only teleport from studio to places you can edit.
Studio.App.IdeDoc.DeprecateCSGv1,,You are using the legacy CSG modeling system that will soon be removed from Roblox Studio. We have changed your Studio Setting to use the latest version. <a href=%1>Learn More</a>,You are using the legacy CSG modeling system that will soon be removed from Roblox Studio. We have changed your Studio Setting to use the latest version. <a href=%1>Learn More</a>
Studio.App.IdeDoc.Discard,Roblox IDE Doc,Discard,Discard
Studio.App.IdeDoc.DisconnectedFromTeamTestServer,Roblox IDE Doc,You have been disconnected from the team test server.,You have been disconnected from the team test server.
Studio.App.IdeDoc.DoNotBreakWhilePlaceFileOpen,Roblox IDE Doc,Do not break again while this place file is open,Do not break again while this place file is open
Studio.App.IdeDoc.DoNotUseReservedAutoSavePath1,Roblox IDE Doc,"This file path ""%1"" is reserved for auto-recovery. Try again with a different name","This file path ""%1"" is reserved for auto-recovery. Try again with a different name"
Studio.App.IdeDoc.DontEnable,Roblox IDE Doc,Don't Enable,Don't Enable
Studio.App.IdeDoc.DownloadACopy,Roblox IDE Doc,Download a Copy,Download a Copy
Studio.App.IdeDoc.Enable,Roblox IDE Doc,Enable,Enable
Studio.App.IdeDoc.ErrorLoadingPlacePleaseClosePlacetryAgain,Roblox IDE Doc,"An error has occurred while loading the place. Please close the place and try again. If this error persists, contact Customer Support.","An error has occurred while loading the place. Please close the place and try again. If this error persists, contact Customer Support."
Studio.App.IdeDoc.ErrorWhileStartingServer1,Roblox IDE Doc,Error while starting server: %1,Error while starting server: %1
Studio.App.IdeDoc.ExportFailure,Roblox IDE Doc,Export Failure,Export Failure
Studio.App.IdeDoc.ExportPlace,Roblox IDE Doc,Export Place,Export Place
Studio.App.IdeDoc.ExportSelection,Roblox IDE Doc,Export Selection,Export Selection
Studio.App.IdeDoc.ExportingPlace,Roblox IDE Doc,Exporting Place,Exporting Place
Studio.App.IdeDoc.ExportingSelection,Roblox IDE Doc,Exporting Selection,Exporting Selection
Studio.App.IdeDoc.FailedToExportObjContactSupport,Roblox IDE Doc,Failed to export obj. Please try again or contact support if problem persists,Failed to export obj. Please try again or contact support if problem persists
Studio.App.IdeDoc.FailedToPublishYourPlace,Roblox IDE Doc,Failed to publish your place.,Failed to publish your place.
Studio.App.IdeDoc.FailedToPublishYourPlace1,Roblox IDE Doc,Failed to publish your place: %1,Failed to publish your place: %1
Studio.App.IdeDoc.FailedToSavePlaceOnline,Roblox IDE Doc,Failed to save place online.  Check your connection and try again.,Failed to save place online.  Check your connection and try again.
Studio.App.IdeDoc.FailedToSaveYourPlace,Roblox IDE Doc,Failed to save your place.,Failed to save your place.
Studio.App.IdeDoc.FailedToSaveYourPlace1,Roblox IDE Doc,Failed to save your place: %1,Failed to save your place: %1
Studio.App.IdeDoc.ImportingAnimationPleaseWait,Roblox IDE Doc,Importing animation. Please wait..,Importing animation. Please wait..
Studio.App.IdeDoc.ImportingRigPleaseWait,Roblox IDE Doc,Importing rig. Please wait..,Importing rig. Please wait..
Studio.App.IdeDoc.InsertedObjectWithConstraintsEnablePhysicsSolver,Roblox IDE Doc,"You inserted something with constraints, which only work with the PGS Physics solver.

Would you like to enable the PGS Physics Solver?","You inserted something with constraints, which only work with the PGS Physics solver.

Would you like to enable the PGS Physics Solver?"
Studio.App.IdeDoc.Join,Roblox IDE Doc (Team Test Server) - join a session,Join,Join
Studio.App.IdeDoc.JoinTeamTestServer,Roblox IDE Doc,Join Team Test Server,Join Team Test Server
Studio.App.IdeDoc.JoiningTeamTestFailedBecause1,Roblox IDE Doc,Joining team test failed because %1.,Joining team test failed because %1.
Studio.App.IdeDoc.KillScript,Roblox IDE Doc,Kill Script,Kill Script
Studio.App.IdeDoc.LegacyPartNotCompatibleWithPhysics,Roblox IDE Doc,"Legacy Part not compatible with Physics, try separating and simplifying","Legacy Part not compatible with Physics, try separating and simplifying"
Studio.App.IdeDoc.LoadingPlacePleaseWait,Roblox IDE Doc,Loading Place. Please wait...,Loading Place. Please wait...
Studio.App.IdeDoc.LogInRequired,Roblox IDE Doc,Log in required,Log in required
Studio.App.IdeDoc.NoFBXFileSelected,Roblox IDE Doc,No FBX file selected,No FBX file selected
Studio.App.IdeDoc.NoRigWasPassedAsFirstArgument,Roblox IDE Doc,No rig was passed as first argument to ImportFbxAnimation,No rig was passed as first argument to ImportFbxAnimation
Studio.App.IdeDoc.NotSavingChanges,Roblox IDE Doc,Not Saving Changes,Not Saving Changes
Studio.App.IdeDoc.ObjFiletypeExpected1,Roblox IDE Doc,Obj filetype expected. '%1' received.,Obj filetype expected. '%1' received.
Studio.App.IdeDoc.ObjModelFiletype,"Roblox IDE Doc. NOTE TO LOCALIZERS: Do not translate the parentheses (), whatever is inside the parentheses, or any other special characters, use ASCII instead.",Object Model (*.obj),Object Model (*.obj)
Studio.App.IdeDoc.OpenAnimationFBXFile,Roblox IDE Doc,Open Animation FBX File,Open Animation FBX File
Studio.App.IdeDoc.OpenPlaceFileReadOnly,Roblox IDE Doc,File is in use or is not writable. Opened for read-only.,File is in use or is not writable. Opened for read-only.
Studio.App.IdeDoc.OpeningPlace,Roblox IDE Doc,Opening Place,Opening Place
Studio.App.IdeDoc.PasteInto,Roblox IDE Doc,Paste Into,Paste Into
Studio.App.IdeDoc.PasteIntoSelected,Roblox IDE Doc,Paste Into Selected,Paste Into Selected
Studio.App.IdeDoc.PlaceNotDirty,Roblox IDE Doc,No changes detected. Did not save.,No changes detected. Did not save.
Studio.App.IdeDoc.PlayGame,Roblox IDE Doc,Play Game,Play Game
Studio.App.IdeDoc.PleaseCheckPermissionsAndTryAgain,Roblox IDE Doc,Please check permissions and try again.,Please check permissions and try again.
Studio.App.IdeDoc.Publish,Roblox IDE Doc,Publish,Publish
Studio.App.IdeDoc.PublishedFailed1,Roblox IDE Doc,%1 publish failed.,%1 publish failed.
Studio.App.IdeDoc.PublishedSuccessfully1,Roblox IDE Doc,%1 was published successfully.,%1 was published successfully.
Studio.App.IdeDoc.RequestedAssetTypeNotSupported,Roblox IDE Doc,Requested asset type is not supported.,Requested asset type is not supported.
Studio.App.IdeDoc.RequestingAccess,Roblox IDE Doc,Requesting access...,Requesting access...
Studio.App.IdeDoc.RobloxPlaceFilesAndXMLPlaceFiles,"Roblox IDE Doc. NOTE TO LOCALIZERS: Do not translate the parentheses (), whatever is inside the parentheses, or any other special characters, use ASCII instead.",Roblox Place Files (*.rbxl);;Roblox XML Place Files (*.rbxlx),Roblox Place Files (*.rbxl);;Roblox XML Place Files (*.rbxlx)
Studio.App.IdeDoc.RobloxPlaceSaveFileFilter,"Roblox IDE Doc. NOTE TO LOCALIZERS: Do not translate the parentheses (), whatever is inside the parentheses, or any other special characters, use ASCII instead.",Roblox Place Files(*.rbxl);; Roblox XML Place Files(*.rbxlx),Roblox Place Files(*.rbxl);; Roblox XML Place Files(*.rbxlx)
Studio.App.IdeDoc.SaveFailed1,Roblox IDE Doc,%1 save failed.,%1 save failed.
Studio.App.IdeDoc.SaveFileFailure,Roblox IDE Doc,Save File Failure,Save File Failure
Studio.App.IdeDoc.SavedSuccessfully1,Roblox IDE Doc,%1 was saved successfully.,%1 was saved successfully.
Studio.App.IdeDoc.Saving,Roblox IDE Doc,Saving,Saving
Studio.App.IdeDoc.SavingScripts,Roblox IDE Doc,Saving scripts...,Saving scripts...
Studio.App.IdeDoc.SavingServerPlaceFailed1,Roblox IDE Doc,Saving Server Place Failed: %1,Saving Server Place Failed: %1
Studio.App.IdeDoc.ScriptExecutionStoppedByUser,Roblox IDE Doc,Script execution stopped by user.,Script execution stopped by user.
Studio.App.IdeDoc.ScriptRunningMayBeHanging,Roblox IDE Doc,"A script has been running for a long time, and may be hanging.","A script has been running for a long time, and may be hanging."
Studio.App.IdeDoc.Server,Roblox IDE Doc,Server,Server
Studio.App.IdeDoc.ShutdownServer,Roblox IDE Doc (Starting servers),Shutdown Server,Shutdown Server
Studio.App.IdeDoc.SorryPublishedPlaceCannotBeLoaded1,Roblox IDE Doc,"Sorry, this published place could not be loaded.

Details: ""%1""","Sorry, this published place could not be loaded.

Details: ""%1"""
Studio.App.IdeDoc.Start,Roblox IDE Doc (Starting servers),Start,Start
Studio.App.IdeDoc.StartServer,Roblox IDE Doc,Start Server,Start Server
Studio.App.IdeDoc.StartServerAndPlayers,Roblox IDE Doc,Start Server and Players,Start Server and Players
Studio.App.IdeDoc.StatusInitializing,Roblox IDE Doc,Initializing...,Initializing...
Studio.App.IdeDoc.StatusLoading,Roblox IDE Doc,Loading test...,Loading test...
Studio.App.IdeDoc.StatusSaving,Roblox IDE Doc,Saving world...,Saving world...
Studio.App.IdeDoc.StatusSettingUp,Roblox IDE Doc,Setting up...,Setting up...
Studio.App.IdeDoc.SuccessfullyDownloadedCopyTo1,Roblox IDE Doc,Successfully downloaded a copy to '%1',Successfully downloaded a copy to '%1'
Studio.App.IdeDoc.TeamCreateSessionCancelledByUser,Roblox IDE Doc,Team Create session was cancelled by user,Team Create session was cancelled by user
Studio.App.IdeDoc.TeamTest,Roblox IDE Doc,Team Test,Team Test
Studio.App.IdeDoc.TestingModeAnyChangesYouMakeWillBeLost,Roblox IDE Doc,"You are in testing mode, any changes you make will be lost when you press the stop button","You are in testing mode, any changes you make will be lost when you press the stop button"
Studio.App.IdeDoc.UnableToDeterminePlaceUniverse,Roblox IDE Doc,"Unable to determine place/universe, proceeding with Edit alone","Unable to determine place/universe, proceeding with Edit alone"
Studio.App.IdeDoc.UserNotLoggedIn,Roblox IDE Doc,User not logged in.,User not logged in.
Studio.App.IdeDoc.VerbNotFound1,Roblox IDE Doc,%1 verb not found.,%1 verb not found.
Studio.App.IdeDoc.WasAutoSaved1,Roblox IDE Doc,%1 was auto-saved,%1 was auto-saved
Studio.App.IdeDoc.WasSaved1,Roblox IDE Doc,%1 was saved,%1 was saved
Studio.App.IdeDoc.WasSavedToFile1,Roblox IDE Doc,%1 was saved to file,%1 was saved to file
Studio.App.IdeDoc.WouldYouLikeToPublishTheseChanges,Roblox IDE Doc,Would you like to publish these changes?,Would you like to publish these changes?
Studio.App.IdeDoc.WouldYouLikeToSaveTheseChanges,Roblox IDE Doc,Would you like to save these changes?,Would you like to save these changes?
Studio.App.IdeDoc.YouMustLogInToCreateMeshes,Roblox IDE Doc,You must log in to create meshes.,You must log in to create meshes.
Studio.App.ImagePickerWidget.AddImageElps,,Add Image...,Add Image...
Studio.App.ImageResourceController.ImagesReferencedByName,,"Images are referenced by name, so any references to this image will fail to load. Are you sure you want to remove it?","Images are referenced by name, so any references to this image will fail to load. Are you sure you want to remove it?"
Studio.App.InsertObject.MultipleSelectionError,,InsertObject: Cannot do insert object when there are multiple selections. Please make sure you select a valid target object.,InsertObject: Cannot do insert object when there are multiple selections. Please make sure you select a valid target object.
Studio.App.InsertObject.SearchObject1,,Search object %1,Search object %1
Studio.App.InsertObjectCategory.3DInterfaces,,3D Interfaces,3D Interfaces
Studio.App.InsertObjectCategory.Adornments,,Adornments,Adornments
Studio.App.InsertObjectCategory.Animations,,Animations,Animations
Studio.App.InsertObjectCategory.Avatar,,Avatar,Avatar
Studio.App.InsertObjectCategory.Constraints,,Constraints,Constraints
Studio.App.InsertObjectCategory.Effects,,Effects,Effects
Studio.App.InsertObjectCategory.Environment,,Environment,Environment
Studio.App.InsertObjectCategory.FavoritesCategory,,Frequently Used,Frequently Used
Studio.App.InsertObjectCategory.GUI,,GUI,GUI
Studio.App.InsertObjectCategory.Interaction,,Interaction,Interaction
Studio.App.InsertObjectCategory.LegacyBodyMovers,,Legacy Body Movers,Legacy Body Movers
Studio.App.InsertObjectCategory.Lights,,Lights,Lights
Studio.App.InsertObjectCategory.Localization,,Localization,Localization
Studio.App.InsertObjectCategory.Meshes,,Meshes,Meshes
Studio.App.InsertObjectCategory.Parts,,Parts,Parts
Studio.App.InsertObjectCategory.PostProcessingEffects,,Post Processing Effects,Post Processing Effects
Studio.App.InsertObjectCategory.Scripting,,Scripting,Scripting
Studio.App.InsertObjectCategory.Sounds,,Sounds,Sounds
Studio.App.InsertObjectCategory.Uncategorized,,Uncategorized,Uncategorized
Studio.App.InsertObjectCategory.Values,,Values,Values
Studio.App.InsertObjectCategory.World,,World,World
Studio.App.InsertObjectUtils.CannotBeChildOf,,%s cannot be a child of %s,%s cannot be a child of %s
Studio.App.InsertObjectWidget.EmptyFrequentlyUsedList,,Objects are not usually inserted under this parent.,Objects are not usually inserted under this parent.
Studio.App.InsertObjectWidget.ExpandTooltip,,Toggle expanded view,Toggle expanded view
Studio.App.InsertObjectWidget.FavoritesCategory,,Frequently Used,Frequently Used
Studio.App.InsertObjectWidget.NoResultsFound,,No Results Found,No Results Found
Studio.App.InsertObjectWidget.SeeAllButton,,See All,See All
Studio.App.InsertObjectWidget.SelectInsertedObject,,Select object after insert,Select object after insert
Studio.App.InsertObjectWidget.ShowRecommendedOnly,,Show only recommended objects,Show only recommended objects
Studio.App.InsertObjectWidget.UnpreferredObjectTooltip,,This object does not make sense under the currently selected parent.,This object does not make sense under the currently selected parent.
Studio.App.InsertServiceDialog.Done,,Done,Done
Studio.App.InsertServiceDialog.InsertService,,Insert Service,Insert Service
Studio.App.InstanceSelectionEditor.ClearValue,,Clear Value,Clear Value
Studio.App.InstanceSelectionEditor.SelectValue,,Select Value,Select Value
Studio.App.LocalPlacePublishRequestMediator.ErrorWhileSaving1,,Error while publishing: %1,Error while publishing: %1
Studio.App.LocalPlacePublishRequestMediator.PublishInProgress,,A Place Publish / Save is already in progress,A Place Publish / Save is already in progress
Studio.App.LocalPlacePublishRequestMediator.Saving,,saving,saving
Studio.App.LocalSaveHelper.DataModelError,,Failed to save the DataModel.,Failed to save the DataModel.
Studio.App.LocalSaveHelper.FailedToLock1,,"Failed to obtain a file lock on '%1'.

Make sure this file is not opened by another Studio instance, or pick a different file name.","Failed to obtain a file lock on '%1'.

Make sure this file is not opened by another Studio instance, or pick a different file name."
Studio.App.LocalSaveHelper.FailedToRename2,,"Failed to save to file '%1'.

Existing data has not been overwritten. New data is temporarily saved in '%2'.","Failed to save to file '%1'.

Existing data has not been overwritten. New data is temporarily saved in '%2'."
Studio.App.LocalSaveHelper.FailedToWrite1,,"Failed to write to file '%1'.

Make sure this file is not set to read-only.","Failed to write to file '%1'.

Make sure this file is not set to read-only."
Studio.App.LocalSaveHelper.FileSystemError1,,"Error in writing data to file '%1'.

Make sure that you have sufficient permissions to the path and that there is no file system error.","Error in writing data to file '%1'.

Make sure that you have sufficient permissions to the path and that there is no file system error."
Studio.App.LocalSaveHelper.InvalidFilename,,Invalid filename for saving.,Invalid filename for saving.
Studio.App.LocalSaveHelper.TempFileError1,,"Failed to open temporary file while saving.

Make sure the path '%1' is writeble and there is enough disk space.","Failed to open temporary file while saving.

Make sure the path '%1' is writeble and there is enough disk space."
Studio.App.LocalizationPlugin.CSVEmpty,,LocalizationTable:EncodeCSV returned empty string,LocalizationTable:EncodeCSV returned empty string
Studio.App.LocalizationPlugin.CouldNotFindLocalizationService,,Could not find LocalizationService,Could not find LocalizationService
Studio.App.LocalizationPlugin.CouldntOpenFile1,,Couldn't open file %1,Couldn't open file %1
Studio.App.LocalizationPlugin.ErrorReading1Csv2,,Error reading %1.csv: %2,Error reading %1.csv: %2
Studio.App.LocalizationPlugin.ErrorWritingToFile1,,Error writing to file %1,Error writing to file %1
Studio.App.LocalizationPlugin.NoFileSelected,,No file selected,No file selected
Studio.App.Login.EnterPassword,,Please enter your password.,Please enter your password.
Studio.App.Login.EnterUsername,,Please enter your username.,Please enter your username.
Studio.App.Login.EnterUsernameAndPassword,,Please enter your username and password.,Please enter your username and password.
Studio.App.Login.IncorrectUsernamePassword,,Incorrect username or password. Please try again.,Incorrect username or password. Please try again.
Studio.App.Login.LoginThroughBrowser,,Log in through browser,Log in through browser
Studio.App.Login.StudioVersion1,,Roblox Studio Version %1,Roblox Studio Version %1
Studio.App.Login.TooManyLogins,,Too many logins were attempted from this network. You must log in through a web browser.,Too many logins were attempted from this network. You must log in through a web browser.
Studio.App.Login.UnableToLogin,,Unable to log in,Unable to log in
Studio.App.Login.UnableToLogout,,Unable to log out. Please save modified places in other Studio instances and then proceed with log out.,Unable to log out. Please save modified places in other Studio instances and then proceed with log out.
Studio.App.LoginManager.CaptchaClosed,,Login requires Captcha. Please try again.,Login requires Captcha. Please try again.
Studio.App.LoginManager.CaptchaClosed,,Captcha response not recognized. Please try again.,Captcha response not recognized. Please try again.
Studio.App.LoginManager.CaptchaError,,Error displaying captcha,Error displaying captcha
Studio.App.LoginManager.ClosingDownAllOpenPlacesElps,,Closing down all open places...,Closing down all open places...
Studio.App.LoginManager.GetUserAgreementsFailure,,Failed to get user agreements. Please try to login again or contact support if problem persists.,Failed to get user agreements. Please try to login again or contact support if problem persists.
Studio.App.LoginManager.LocaleFetchError1,,Failed to fetch account locale: %1,Failed to fetch account locale: %1
Studio.App.LoginManager.LogOut,,Log Out,Log Out
Studio.App.LoginManager.LoggedOut,,Logged Out,Logged Out
Studio.App.LoginManager.MetadataFetchError1,,Failed to fetch account info: %1,Failed to fetch account info: %1
Studio.App.LoginManager.PrivacyPolicy,,Privacy Policy,Privacy Policy
Studio.App.LoginManager.TermsOfService,,Terms Of Use,Terms Of Use
Studio.App.LoginManager.ToSIAgree,,I Agree,I Agree
