Key,Source,de-de,en-us,es-es,fr-fr,it-it,ja-jp,ko-kr,pt-br,ru-ru,zh-cjv,zh-cn,zh-tw
Studio.AnimationClipEditor.Title.Error,Error, ,Error,Error,Erreur,Errore,エラー,오류,Erro,Ошибка,错误,错误,錯誤
Studio.AnimationClipEditor.ContextMenu.AddKeyframeAtScrubber,Add Keyframe At Scrubber, ,Add Keyframe At Scrubber,Añadir fotograma clave en la barra de tiempo,Ajouter Keyframe au Scrubber,Aggiungi key frame a scrubber,スクラバーで Keyframe を追加,스크러버에 키프레임 추가,Adicionar keyframe à barra de tempo, ,在进度条位置添加关键帧,在进度条位置添加关键帧,在進度條新增關鍵格
Studio.AnimationClipEditor.Menu.SetPriority,Set Animation Priority, ,Set Animation Priority,Establecer prioridad de la animación,Définir la priorité de l'animation,Imposta priorità animazione,アニメーションの優先順位を設定,애니메이션 우선순위 설정,Definir prioridade da animação,Установить приоритет анимации,设置动画优先级,设置动画优先级,設定動畫順位
Studio.AnimationClipEditor.Title.CreateToStart,Create an animation to start, ,Create an animation to start,Crear una animación para comenzar,Créer une animation pour commencer,Crea un'animazione per iniziare,開始するにはアニメーションを作成,시작할 애니메이션을 만드세요,Crie uma animação para começar,"Чтобы начать, создайте анимацию",创建动画后即可开始,创建动画后即可开始,創作動畫後即可開始
Studio.AnimationClipEditor.Settings.30FPS,30 fps, ,30 fps,30 fps,30 fps,30 fps,30 fps,30 fps,30 fps,30 fps,30 fps,30 fps,30 fps
Studio.AnimationClipEditor.Title.ClickToContinue,Click here to continue using the Animation Editor, ,Click here to continue using the Animation Editor,Hacer clic aquí para seguir usando el Editor de animación,Cliquer ici pour continuer à utiliser l'Éditeur Animation,Clicca qui per continuare a usare l'Editor animazioni,アニメーションエディタを使用し続けるには、ここをクリック,애니메이션 편집기를 계속 사용하려면 여기를 클릭하세요,Clique aqui para continuar usando o Editor de animação,"Щелкните здесь, чтобы продолжить использовать Редактор анимации",单击此处以继续使用动画编辑器,单击此处以继续使用动画编辑器,按此繼續使用動畫編輯器
Studio.AnimationClipEditor.Menu.FromFBX,From FBX Animation, ,From FBX Animation,De Animación FBX,De FBX Animation,Da animazione FBX,FBXアニメーションから,FBX 애니메이션에서,De animação FBX,Из FBX Animation,从 FBX 动画,从 FBX 动画,從 FBX 動畫
Studio.AnimationClipEditor.Settings.ShowEvents,Show Animation Events, ,Show Animation Events,Mostrar eventos de animación,Afficher les événements d'animation,Mostra eventi di animazione,アニメーションイベントを表示,애니메이션 이벤트 표시,Mostrar eventos de animação,Показать события анимации,显示动画事件,显示动画事件,顯示動畫事件
Studio.AnimationClipEditor.Curves.InterpolationMode,Interpolation Mode: {interpolationMode}, ,Interpolation Mode: {interpolationMode},Modo de interpolación: {interpolationMode},Mode d'interpolation : {interpolationMode},Modalità interpolazione: {interpolationMode},補間モード： {interpolationMode},보간 모드: {interpolationMode},Modo de interpolação: {interpolationMode}, ,插值模式：{interpolationMode},插值模式：{interpolationMode},插值模式：{interpolationMode}
Studio.AnimationClipEditor.ContextMenu.ClearBothTangents,Use Auto-Tangent, ,Use Auto-Tangent,Usar tangente automática,Utiliser la tangente automatique,Usa tangente automatica,自動タンジェントを使用,자동 접선 사용,Usar tangente automática, ,使用自动切线,使用自动切线,使用自動切線
Studio.AnimationClipEditor.ContextMenu.ClearTangent,Use Auto-Tangent, ,Use Auto-Tangent,Usar tangente automática,Utiliser la tangente automatique,Usa tangente automatica,自動タンジェントを使用,자동 접선 사용,Usar tangente automática, ,使用自动切线,使用自动切线,使用自動切線
Studio.AnimationClipEditor.ContextMenu.ClearTangents,Use Auto-Tangent, ,Use Auto-Tangent,Usar tangente automática,Utiliser la tangente automatique,Usa tangente automatica,自動タンジェントを使用,자동 접선 사용,Usar tangente automática, ,使用自动切线,使用自动切线,使用自動切線
Studio.AnimationClipEditor.Title.NoAnimationExists,"No animation exists for {1}, please create one to start animating", ,"No animation exists for {1}, please create one to start animating",No hay animaciones para {1}. Crea una nueva para comenzar a animar,"Aucune animation existe pour {1}, veuillez en créer une pour commencer une animation",Non esiste alcuna animazione per {1}; creane una per iniziare ad animare,{1} にはアニメーションがありません。アニメ化を開始するには1つ作成してください,{1}에 대한 애니메이션이 없습니다. 애니메이션화하려면 새로 만드세요,"Não existem animações para {1}, crie uma para começar a animar","{1}: анимации не существует, для воспроизведения создайте новую",不存在可用于 {1} 的动画，请为其创建新的动画,不存在可用于 {1} 的动画，请为其创建新的动画,沒有 {1} 的動畫，請直接創作動畫
Studio.AnimationClipEditor.Title.NewDuration,New Duration, ,New Duration,Nueva duración,Nouvelle durée,Nuova durata,新しい期間,새 지속 시간,Nova duração,Новая продолжительность,新的时长,新的时长,新長度
Studio.AnimationClipEditor.Title.CurrentDuration,Current duration is {1:int} frames, ,Current duration is {1:int} frames,La duración actual es de {1:int} fotogramas,La durée actuelle est {1:int} images,La durata attuale è di {1:int} frame,現在の長さは {1:int} フレームです,현재 지속 시간은 {1:int} 프레임입니다,A duração atual é de {1:int} quadros,Текущая продолжительность - {1:int} кадров,当前时长为 {1:int} 帧,当前时长为 {1:int} 帧,目前長度為 {1:int} 影格
Studio.AnimationClipEditor.Title.CustomFPS,Custom Frame Rate [FPS], ,Custom Frame Rate [FPS],Velocidad personalizada del fotograma [FPS],Taux personnalisé d'images [FPS],Framerate personalizzato [FPS],カスタムフレームレート [FPS],사용자 정의 프레임 속도 [FPS],Velocidade de quadros personalizada [FPS],Пользовательская частота кадров [FPS],自定义帧速率 [FPS],自定义帧速率 [FPS],自訂影格率 [FPS]
Studio.AnimationClipEditor.Settings.SnapToKeys,Snap To Keys, ,Snap To Keys,Ajustar a las claves,Clipper aux clés,Aderisci alle chiavi,キーに装着,키에 맞추기,Encaixar às chaves,Привязать к ключам,对齐至关键点,对齐至关键点,對齊到關鍵點
Studio.AnimationClipEditor.Dialog.Yes,Yes, ,Yes,Sí,Oui,Sì,はい,예,Sim,Да,是,是,是
Studio.AnimationClipEditor.FaceCapture.BioDataCollectionAgree,Yes, ,Yes,Sí,Oui,Sì,はい,예,Sim, , , ,是
Studio.AnimationClipEditor.Dialog.No,No, ,No,No,Non,No,いいえ,아니요,Não,Нет,否,否,否
Studio.AnimationClipEditor.FaceCapture.BioDataCollectionDisagree,No, ,No,No,Non,No,いいえ,아니요,Não, , , ,否
Studio.AnimationClipEditor.Dialog.Create,Create, ,Create,Crear,Créer,Crea,作成,만들기,Criar,Создать,创建,创建,建立
Studio.AnimationClipEditor.Dialog.Ok,OK, ,OK,Aceptar,OK,OK,OK,확인,OK,ОК,确认,确认,確定
Studio.AnimationClipEditor.Dialog.DeleteAllPrompt,Do you want to delete all "{1}" from this animation?, ,Do you want to delete all "{1}" from this animation?,¿Quieres eliminar todos los "{1}" de esta animación?,Voulez-vous annuler tout "{1}" dans cette animation ?,Vuoi eliminare ogni "{1}" da questa animazione?,このアニメーションからすべての "{1}" を削除しますか？,이 애니메이션에서 모든 "{1}"을(를) 삭제할까요?,Excluir todos os "{1}" desta animação?,Удалить все "{1}" из этой анимации?,确定删除此动画中的所有 “{1}” 吗？,确定删除此动画中的所有 “{1}” 吗？,確定從此動畫刪除所有「{1}」？
Studio.AnimationClipEditor.Dialog.RenameAllPrompt,Do you want to change all "{1}" to "{2}"?, ,Do you want to change all "{1}" to "{2}"?,¿Quieres cambiar todos los "{1}" a "{2}"?,Voulez--vous tout bouger de "{1}" à "{2}" ?,Vuoi cambiare ogni "{1}" in "{2}"?,すべての "{1}" を "{2}"に変更しますか？,모든 "{1}"을(를) "{2}"(으)로 변경할까요?,Mudar todos os "{1}" para "{2}"?,Изменить все "{1}" на "{2}"?,确定将所有 “{1}” 更改为 “{2}”吗？,确定将所有 “{1}” 更改为 “{2}”吗？,確定將所有「{1}」改為「{2}」？
Studio.AnimationClipEditor.Dialog.ErrorsHeader,Rig Error(s) Detected, ,Rig Error(s) Detected,Se han detectado errores en el rig,Erreur(s) détectée(s) sur la plateforme de test,Rilevati errori nel rig,リグエラーが検知されました,리그 오류 감지됨,Erro(s) detectado(s) no rig,Обнаружены ошибки скелетной анимации,检测到骨架错误,检测到骨架错误,偵測到骨架錯誤
Studio.AnimationClipEditor.Dialog.AnimationName,Animation Name, ,Animation Name,Nombre de la animación,Nom de l'animation,Nome animazione,アニメーション名,애니메이션 이름,Nome da animação,Название анимации,动画名称,动画名称,動畫名稱
Studio.AnimationClipEditor.Dialog.Delete,Delete, ,Delete,Eliminar,Supprimer,Elimina,削除,삭제,Excluir,Удалить,删除,删除,刪除
Studio.AnimationClipEditor.Dialog.ChangeThis,Change This, ,Change This,Cambiar esto,Changer cela,Modifica questo,これを変更,이 항목 변경,Mudar isto,Изменить,修改此项,修改此项,變更此項目
Studio.AnimationClipEditor.Dialog.ChangeAll,Change All, ,Change All,Cambiar todo,Tout changer,Modifica tutto,すべて変更,모두 변경,Mudar tudo,Изменить все,修改全部,修改全部,全部變更
Studio.AnimationClipEditor.Settings.QuantizeKeyframes,Quantize Keyframes, ,Quantize Keyframes,Cuantificar fotogramas clave,Quantifier les images clés,Quantizza key frame,キーフレームを数値化,키프레임 양자화,Quantificar keyframes,Разбить ключевые кадры на подгруппы,量化关键帧,量化关键帧,量化關鍵格
Studio.AnimationClipEditor.Menu.Load,Load, ,Load,Cargar,Charger,Carica,読み込む,불러오기,Carregar,Загрузка,加载,加载,載入
Studio.AnimationClipEditor.Tooltip.EndFrameBox,Change timeline length, ,Change timeline length,Cambia la longitud de la barra de tiempo,Changer la durée de la période de temps,Modifica lunghezza timeline,タイムラインの長さを変更,타임라인 길이 변경,Mudar o comprimento da linha do tempo,Изменить протяженность шкалы времени,更改时间轴长度,更改时间轴长度,變更時間軸長度
Studio.AnimationClipEditor.Menu.SaveAs,Save As, ,Save As,Guardar como,Sauvegarder sous,Salva come,名前をつけて保存,다음으로 저장,Salvar como,Сохранить как,另存为,另存为,另存為
Studio.AnimationClipEditor.Menu.FromRoblox,From Roblox, ,From Roblox,De Roblox,De Roblox,Da Roblox,Robloxから,Roblox에서,Da Roblox,Из Roblox,从 Roblox,从 Roblox,從 Roblox
Studio.AnimationClipEditor.Toast.AlignNow,Align all keys now, ,Align all keys now,Alinear todas las claves ahora,Aligner toutes les clés,Allinea tutte le chiavi ora,今すぐすべてのキーを整列配置,지금 모든 키 정렬,Alinhar todas as chaves agora,Выровнять все ключи,立即对齐全部关键点,立即对齐全部关键点,現在對齊所有關鍵點
Studio.AnimationClipEditor.Menu.Export,Export, ,Export,Exportar,Exporter,Esporta,書き出す,내보내기,Exportar,Экспорт,导出,导出,匯出
Studio.AnimationClipEditor.Menu.New,New..., ,New...,Nuevo...,Nouveau...,Nuovo...,新規...,새 항목...,Novo...,Создать...,新增…,新增…,新增……
Studio.AnimationClipEditor.Menu.Overwrite,Do you want to overwrite existing animation "{1}"?, ,Do you want to overwrite existing animation "{1}"?,¿Quieres reemplazar la animación existente "{1}"?,Voulez-vous réécrire l'animation existante "{1}"?,Vuoi sovrascrivere l'attuale animazione "{1}"?,現在のアニメーション「{1}」を上書きしますか？,기존 애니메이션 '{1}'을(를) 덮어쓸까요?,Substituir a animação existente "{1}"?,Записать поверх существующей анимации "{1}"?,是否覆盖现有动画 “{1}”？,是否覆盖现有动画 “{1}”？,確定覆寫原有動畫「{1}」？
Studio.AnimationClipEditor.AnimationFromVideo.Cancelled,Your animation creation has been canceled., ,Your animation creation has been canceled.,Se canceló la creación de animación.,Ta création d'animation a été annulée.,La creazione dell'animazione è stata annullata.,アニメーションの作成がキャンセルされました。,애니메이션 제작이 취소되었습니다.,A criação da sua animação foi cancelada., , , ,已取消動畫製作。
Studio.AnimationClipEditor.Menu.RenameKeyframePrompt,New Keyframe Name, ,New Keyframe Name,Nombre del fotograma clave nuevo,Nom de la nouvelle image-clé,Nuovo nome keyframe,新しいキーフレーム名,새 키프레임 이름:,Novo nome do keyframe,Название нового ключевого кадра:,新关键帧名称,新关键帧名称,新關鍵格名稱
Studio.AnimationClipEditor.Menu.AddAllTracks,Add All Body, ,Add All Body,Añadir todo el cuerpo,Ajouter tout le corps,Aggiungi Tutto Il Body,すべての本文を追加,모든 신체 추가,Adicionar todo o corpo,Добавить все,添加所有主体,添加所有主体,新增所有主體
Studio.AnimationClipEditor.RigErrors.NoMotors,A model needs to have its parts joined together by Motor6Ds to properly animate., ,A model needs to have its parts joined together by Motor6Ds to properly animate.,Un modelo necesita que Motor6Ds una sus partes para animar correctamente.,Un modèle doit avoir ses parties assemblées par Motor6Ds pour s'animer correctement.,Le parti che compongono un modello devono essere giunte insieme da Motor6D perché vengano correttamente animate.,正常にアニメ化するには、モデルのパーツは Motor6Ds で結合されている必要があります。,모델을 올바르게 애니메이션화하려면 Motor6D로 파트를 결합해야 합니다.,Um modelo precisa ter suas partes unidas pelo Motor6Ds para ser animado corretamente.,Для корректной анимации модели необходимо соединить ее части с помощью Motor6D.,模型需要通过 Motor6D 连接部件后，才能准确进行动画处理。,模型需要通过 Motor6D 连接部件后，才能准确进行动画处理。,模型的零件必須由 Motor6D 結合，動畫才可正確進行
Studio.AnimationClipEditor.FaceCapture.TooltipStopRecording,Stop Recording, ,Stop Recording,Detener grabación,Arrêter l'enregistrement,Interrompi Registrazione,録画停止,기록 중지,Parar gravação, , , ,停止錄影
Studio.AnimationClipEditor.Settings.XZY,XZY, ,XZY,XZY,XZ,XZY,XZY,XZY,XZY,XZY,XZY,XZY,XZY
Studio.AnimationClipEditor.RigErrors.PartsAnchored,"All of the parts on this model are anchored, making it non-animatable. Please un-anchor the parts on this model.", ,"All of the parts on this model are anchored, making it non-animatable. Please un-anchor the parts on this model.",Todas las partes de este modelo están ancladas y no se pueden animar. Desánclalas para este modelo.,Toutes les parties de ce modèles sont attachées ce qui le rend non-animable. Veuillez détacher les parties de ce modèle.,"Tutte le parti di questo modello sono ancorate, pertanto il modello risulta inanimabile. Rimuovi l'ancora dalle parti di questo modello.",このモデル上のすべてのパーツはアンカー済みで、アニメ化不能です。このモデル上のパーツのアンカー解除をしてください。,이 모델의 모든 파트가 고정되어 애니메이션화할 수 없습니다. 이 모델의 파트를 고정 해제하세요.,"Todas as partes neste modelo estão ancoradas, impossibilitando sua animação. Remova as âncoras das partes deste modelo.","Все части этой модели закреплены, поэтому ее анимация невозможна. Снимите закрепление частей.",此模型上的所有部件均已锚固，无法设置动画。请取消锚固该模型的部件。,此模型上的所有部件均已锚固，无法设置动画。请取消锚固该模型的部件。,此模型上所有零件均已固定，無法進行動畫。請解除固定模型上的零件。
Studio.AnimationClipEditor.RigErrors.MissingPart0,The following Motor6Ds do not have a Part0 set: {1}, ,The following Motor6Ds do not have a Part0 set: {1},El siguiente Motor6Ds no tiene Part0 establecida: {1},Le Motor6Ds suivant n'a pas un set Part0 : {1},I seguenti Motor6D non hanno un Part0 impostato: {1},以下の Motor6Ds は設定済みの Part0 がありません: {1},다음 Motor6D에 Part0 세트가 없습니다. {1},O seguinte Motor6Ds não possui uma Part0 definida: {1},Для этого Motor6Ds отсутствует набор Part0: {1},以下 Motor6D 没有设置 Part0 ：{1},以下 Motor6D 没有设置 Part0 ：{1},以下 Motor6D 沒有設定 Part0：{1}
Studio.AnimationClipEditor.RigErrors.MissingPart1,The following Motor6Ds do not have a Part1 set: {1}, ,The following Motor6Ds do not have a Part1 set: {1},El siguiente Motor6Ds no tiene Part1 establecida: {1},Le Motor6Ds n'a pas un set Part1 : {1},I seguenti Motor6D non hanno un Part1 impostato: {1},以下の Motor6Ds は設定済みの Part1 がありません: {1},다음 Motor6D에 Part1 세트가 없습니다. {1},O seguinte Motor6Ds não possui uma Part1 definida: {1},Для этого Motor6Ds отсутствует набор Part1: {1},以下 Motor6D 没有设置 Part1 ：{1},以下 Motor6D 没有设置 Part1 ：{1},以下 Motor6D 沒有設定 Part1：{1}
Studio.AnimationClipEditor.RigErrors.MultipleParents,The following parts are affected by multiple Motor6Ds: {1}, ,The following parts are affected by multiple Motor6Ds: {1},Las siguientes partes se ven afectadas por múltiples Motor6Ds: {1},Les parties suivantes sont touchées par de multiples Motor6Ds: {1},Le seguenti parti dipendono da molteplici Motor6D: {1},以下のパーツは複数の Motor6Ds に影響されます: {1},다음 파트가 여러 Motor6D의 영향을 받습니다. {1},As seguintes partes estão sendo afetadas por múltiplos Motor6Ds: {1},На эти части оказывают эффект несколько Motor6Ds: {1},以下部件受到多个Motor6D影响：{1},以下部件受到多个Motor6D影响：{1},以下零件受到多個 Motor6D 影響：{1}
Studio.AnimationClipEditor.RigErrors.CircularRig,This rig contains a cycle between the connections of certain parts., ,This rig contains a cycle between the connections of certain parts.,El rig contiene un ciclo entre las conexiones de ciertas partes.,Cette plateforme de test contient un cycle entre les connexions et certaines parties.,Questo rig contiene un ciclo tra le connessioni di alcune parti.,このリグには、特定のパーツの接続の間のサイクルが含まれます。,이 리그에는 특정 파트의 연결 간 사이클이 포함되어 있습니다.,Este rig contém um ciclo entre as conexões de certas partes.,В этой скелетной анимации есть цикл между соединениями некоторых частей.,此骨架所包含的某些部件已经连接成环形。,此骨架所包含的某些部件已经连接成环形。,此骨架包含部分零件連結之間的循環。
Studio.AnimationClipEditor.RigErrors.NoAnimationController,This rig does not have an animation controller or humanoid. Please create one., ,This rig does not have an animation controller or humanoid. Please create one.,El rig no tiene un controlador de animación o humanoide. Crea uno.,Cette plateforme de test ne possède pas de contrôleur d'animation ni d'humanoïde. Veuillez en créer un.,Questo rig non contiene un controller di animazione o un umanoide. Creane uno.,このリグには、アニメーションコントローラかヒューマノイドがありません。作成してください。,이 리그에는 애니메이션 컨트롤러 또는 휴머노이드가 없습니다. 새로 만들어 주세요.,Este rig não tem um controle de animação ou humanoide. Crie um.,В этой скелетной анимации отсутствует контроллер анимации или гуманоид. Создайте нового.,此骨架尚未搭配动画控制器或人形生物。请进行创建。,此骨架尚未搭配动画控制器或人形生物。请进行创建。,此骨架沒有動畫控制器或人形，請先創作。
Studio.AnimationClipEditor.Toast.ClippedWarning,Warning: An animation cannot exceed 30 seconds in length. Excess keyframes have been removed., ,Warning: An animation cannot exceed 30 seconds in length. Excess keyframes have been removed.,Advertencia: Una animación no puede durar más de 30 segundos. Se eliminaron los fotogramas clave en exceso.,Avertissement : une animation ne peut pas excéder une durée de 30 secondes. Les images-clés en excès ont été retirées.,Attenzione: l'animazione non può eccedere i 30 secondi di lunghezza. I keyframe in eccesso sono stati rimossi.,警告: アニメーションの長さは30秒以上であってはいけません。超過キーフレームは削除されました。,경고: 애니메이션 길이는 30초를 초과할 수 없습니다. 초과한 키프레임은 제거되었습니다.,Aviso: Uma animação não pode exceder 30 segundos de duração. Os keyframes em excesso foram removidos.,Внимание! Длительность анимации не должна превышать 30 секунд. Лишние кадры будут удалены.,警告：动画长度不能超过 30 秒。超出限制的关键帧已被移除。,警告：动画长度不能超过 30 秒。超出限制的关键帧已被移除。,警告：動畫長度不能超過 30 秒，已移除多餘的關鍵格。
Studio.AnimationClipEditor.Toast.MaxFramerateWarning,"Warning: This animation exceeds the maximum 120 fps frame rate. Some keys are not aligned to frames, they will snap to frames when you edit them.", ,"Warning: This animation exceeds the maximum 120 fps frame rate. Some keys are not aligned to frames, they will snap to frames when you edit them.",Advertencia: Esta animación supera los 120 fps máximos de velocidad. Algunas claves no están alineadas con los fotogramas y se ajustarán a ellos al momento de editarlas.,Avertissement : cette animation dépasse la fréquence d'images maximale de 120 images par seconde. Certaines clés ne sont pas alignées sur les images et se cassent lorsque vous les modifiez.,"Attenzione: questa animazione supera il framerate massimo di 120 fps. Alcune chiavi non sono allineate ai frame, pertanto vi aderiranno al momento della modifica.",警告: このアニメーションは最大フレームレートの 120 fps を超過しています。キーの中にはフレームに整列していないものもあり、編集するときにフレームに装着します。,"경고: 이 애니메이션은 최대 프레임 속도 120fps를 초과합니다. 일부 키가 프레임에 맞게 정렬되지 않았으며, 이러한 키는 편집 시 프레임에 맞춰집니다.",Aviso: Esta animação excede o máximo de 120 fps de quadros por segundo. Algumas chaves não estão alinhadas aos quadros e vão encaixar com os estes quando você editá-las.,Внимание! Частота кадров этой анимации превышает 120 fps. Некоторые ключи не совпадают с кадрами и будут выровнены при редактировании.,警告：当前动画超过了 120 fps 的最高帧速率。某些关键点尚未与帧对齐，进行编辑时，将会自动与帧对齐。,警告：当前动画超过了 120 fps 的最高帧速率。某些关键点尚未与帧对齐，进行编辑时，将会自动与帧对齐。,警告：此動畫的影格率超過了 120 fps 的限制。部分關鍵點未與影格對齊，編輯時將會對齊到影格。
Studio.AnimationClipEditor.Toast.QuantizeWarning,"Warning: Some keys of your animation are not aligned to frames, they will snap to frames when you edit them.", ,"Warning: Some keys of your animation are not aligned to frames, they will snap to frames when you edit them.",Advertencia: Algunas claves de tu animación no están alineadas con los fotogramas y se ajustarán a ellos al momento de editarlas.,Avertissement : Certaines clés de votre animation ne sont pas alignées par rapport aux images et vont se casser quand vous les modifierez.,"Attenzione: alcune chiavi della tua animazione non sono allineate ai frame, pertanto vi aderiranno al momento della modifica.",警告: アニメーションのキーの中にはフレームに整列配置しておらず、編集するときにフレームに装着するものがあります。,"경고: 일부 키가 프레임에 맞게 정렬되지 않았으며, 이러한 키는 편집 시 프레임에 맞춰집니다.",Aviso: Algumas chaves de sua animação não estão alinhadas aos quadros e vão se encaixar a eles quando você editá-las.,Внимание! Некоторые ключи не совпадают с кадрами и будут выровнены при редактировании.,警告：动画的某些关键点尚未与帧对齐，进行编辑时，将会自动与帧对齐。,警告：动画的某些关键点尚未与帧对齐，进行编辑时，将会自动与帧对齐。,警告：動畫裡部分關鍵點未與影格對齊，編輯時將會對齊到影格。
Studio.AnimationClipEditor.Toast.IgnoreWarning,Ignore warning, ,Ignore warning,Ignorar advertencia,Ignorer l'avertissement,Ignora l'avviso,警告を無視する,경고 무시,Ignorar aviso,Игнорировать предупреждение,忽略警告,忽略警告,忽略警告
Studio.AnimationClipEditor.Menu.Overwrite_Migrated,Do you want to overwrite existing animation {overwriteName}?, ,Do you want to overwrite existing animation {overwriteName}?,¿Quieres reemplazar la animación existente {overwriteName}?,Souhaites-tu remplacer l'animation existante "{overwriteName}?,Vuoi sovrascrivere l'attuale animazione {overwriteName}?,既存のアニメーション {overwriteName} を上書きしますか？,기존 애니메이션 {overwriteName}을(를) 덮어쓸까요?,Substituir a animação existente {overwriteName}?, ,是否覆盖现有动画 {overwriteName}？,是否覆盖现有动画 {overwriteName}？,確定覆寫原有動畫 {overwriteName}？
Studio.AnimationClipEditor.Toast.Saved,Saved animation {1}, ,Saved animation {1},Animación {1} guardada,Animation sauvegardée {1},Animazione {1} salvata,保存済みアニメーション {1},저장된 애니메이션 {1},Animação salva {1},Сохранена анимация {1},已保存动画 {1},已保存动画 {1},已儲存動畫 {1}
Studio.AnimationClipEditor.Toast.Loaded,Loaded animation {1}, ,Loaded animation {1},Animación {1} cargada,Animation chargée {1},Animazione {1} caricata,読み込み済みアニメーション {1},불러온 애니메이션 {1},Animação carregada {1},Загружена анимация {1},已加载动画 {1},已加载动画 {1},已載入動畫 {1}
Studio.AnimationClipEditor.FaceCapture.IsRecordingCoverText,Face Recorder Active, ,Face Recorder Active,Grabadora facial activa,Enregistreur de visage actif,Registratore Volto Attivo,フェイスレコーダーが有効です,얼굴 레코더가 활성화됨,Gravador de rostos ativo, , , ,臉部錄影器啟用中
Studio.AnimationClipEditor.Tooltip.Pause,Pause the animation [Space], ,Pause the animation [Space],Pausa la animación [Space],Mettre en pause l'animation [Space],Metti in pausa l'animazione [Space],アニメーションを一時停止 [Space],애니메이션 일시 중지 [Space],Prévia da animação [Space], ,暂停动画 [Space],暂停动画 [Space],暫停動畫 [Space]
Studio.AnimationClipEditor.RigErrors.NameCollision,This rig contains multiple parts which share the same name. Please give unique names to all parts., ,This rig contains multiple parts which share the same name. Please give unique names to all parts.,El rig contiene múltiples partes que comparten el mismo nombre. Dale un nombre único a cada una.,Cette plateforme de test contient plusieurs parties ayant le même nom. Veuillez donner un nom différent à chaque partie.,Questo rig contiene molteplici parti con lo stesso nome. Assegna a ciascuna parte un nome univoco.,このリグは同じ名前を共有する複数のパーツを含んでいます。すべてのパーツに重複しない名前をつけてください。,이 리그에는 이름이 동일한 파트가 여러 개 있습니다. 모든 파트에 고유한 이름을 지정해 주세요.,Este rig contém múltiplas partes compartilhando o mesmo nome. Dê nomes exclusivos a todas as partes.,Эта скелетная анимация содержит несколько анимированных фрагментов с одним и тем же именем. Назначьте уникальные имена всем анимированным фрагментам.,此骨架包含共用相同名称的多个部件。请为每个部件都指定唯一名称。,此骨架包含共用相同名称的多个部件。请为每个部件都指定唯一名称。,此骨架包含多個使用相同名稱的零件，請給予所有零件不同名稱。
Studio.AnimationClipEditor.Tooltip.ToggleLooping,Toggle looping animation, ,Toggle looping animation,Activa el bucle de animación,Commuter animation en mode continu,Attiva/disattiva loop animazione,ループ再生アニメーションを切り換え,애니메이션 반복 토글,Ativa ciclo de animação,Переключить цикл анимации,切换循环动画,切换循环动画,切換循環動畫
Studio.AnimationClipEditor.Tooltip.Play,Preview the animation [Space], ,Preview the animation [Space],Previsualiza la animación [Space],Prévisualiser l'animation [Space],Anteprima dell'animazione [Space],アニメーションをプレビュー [Space],애니메이션 미리보기 [Space],Prévia da animação [Space],Просмотр анимации [Пробел],预览动画 [Space],预览动画 [Space],預覽動畫 [Space]
Studio.AnimationClipEditor.Tooltip.SkipForward,Move the scrubber to the next key, ,Move the scrubber to the next key,Mueve la barra de tiempo al fotograma siguiente,Déplacer la barre de temps à la clé suivante,Sposta scrubber a chiave successiva,スクラバーを次のキーに移動,스크러버를 다음 키로 이동,Mover a barra de tempo para o próxima chave,Передвинуть ползунок на следующий ключ,将进度条进度移动到下一个关键点,将进度条进度移动到下一个关键点,將進度條移到下一個關鍵點
Studio.AnimationClipEditor.Tooltip.SkipBackward,Move the scrubber to the previous key, ,Move the scrubber to the previous key,Mueve la barra de tiempo al fotograma anterior,Déplacer la barre de temps à l'image précédente,Sposta scrubber a chiave precedente,スクラバーを前のキーに移動,스크러버를 이전 키로 이동,Mover a barra de tempo para a chave anterior,Передвинуть ползунок на предыдущий ключ,将进度条进度移动到上一个关键点,将进度条进度移动到上一个关键点,將進度條移到下一個關鍵點
Studio.AnimationClipEditor.Tooltip.AddTrackButton,Add a new animation track, ,Add a new animation track,Añade una nueva pista de animación,Ajouter une piste d'animation,Aggiungi una nuova traccia di animazione,新規アニメーショントラックを追加,새 애니메이션 트랙 추가,Adicionar uma nova trilha de animação,Добавить новый анимационный трек,添加新的动画轨迹,添加新的动画轨迹,新增動畫影軌
Studio.AnimationClipEditor.Dialog.EditorErrorsHeader,Editor Error Detected, ,Editor Error Detected,Error de editor detectado,Erreur d'éditeur détectée,Rilevato errore nell'editor,エディタエラーが検知されました,편집기 오류가 감지됨,Erro de editor detectado, ,检测到编辑器错误,检测到编辑器错误,偵測到編輯器錯誤
Studio.AnimationClipEditor.EditorErrors.OpenedWhileRunning,Animation Editor cannot be used while game is running!, ,Animation Editor cannot be used while game is running!,El Editor de animación no se puede usar mientras se esté ejecutando el juego.,L'éditeur d'animation ne peut pas être utilisé lorsque le jeu est en cours d'exécution !,Editor animazioni inutilizzabile mentre il gioco è in svolgimento!,ゲームの実行中はアニメーションエディタを使用できません！,게임 실행 중에는 애니메이션 편집기를 사용할 수 없습니다!,O Editor de animação não pode ser usado quando um jogo estiver rodando!, ,游戏运行时无法使用动画编辑器！,游戏运行时无法使用动画编辑器！,遊戲運行時無法使用動畫編輯器！
