Key,Source,en-us,es-es,fr-fr,ja-jp,ko-kr,pt-br,ru-ru,zh-cjv,zh-cn,zh-tw
Studio.AnimationClipEditor.Menu.Overwrite,Do you want to overwrite existing animation "{1}"?,Do you want to overwrite existing animation "{1}"?,¿Quieres reemplazar la animación existente "{1}"?,Voulez-vous réécrire l'animation existante "{1}"?,現在のアニメーション「{1}」を上書きしますか？,기존 애니메이션 '{1}'을(를) 덮어쓸까요?,Substituir a animação existente "{1}"?,Записать поверх существующей анимации "{1}"?,是否覆盖现有动画 “{1}”？,是否覆盖现有动画 “{1}”？,確定覆寫原有動畫「{1}」？
Studio.AnimationClipEditor.Menu.RenameKeyframePrompt,New Keyframe Name,New Keyframe Name,Nombre del fotograma nuevo,Nom de la nouvelle image-clé,新しいキーフレーム名,새 키프레임 이름:,Novo nome do quadro chave,Название нового ключевого кадра:,新关键帧名称,新关键帧名称,新關鍵格名稱
Studio.AnimationClipEditor.Toast.InvalidAnimation,Animation was not imported. You do not have ownership of animation with the selected ID.,Animation was not imported. You do not have ownership of animation with the selected ID.,No se ha importado la animación. No eres el propietario de la animación con el ID seleccionado.,L'animation n'a pas été importée. Tu n’as pas propriétaire de l'animation avec l'identifiant sélectionné.,アニメーションがインポートされませんでした。選択済みのIDにはアニメーションの所有権がありません。,애니메이션을 가져오지 못했습니다. 선택한 ID를 가진 애니메이션의 소유권이 없습니다.,A animação não foi importada. Você não é o proprietário(a) da animação com a ID selecionada., ,未能导入动画效果。当前开发者不具备该 ID 所指向动画效果的所有权。,未能导入动画效果。当前开发者不具备该 ID 所指向动画效果的所有权。,無法匯入動畫，您沒有與指定 ID 關聯的動畫的所有權。
Studio.AnimationClipEditor.Menu.AddAllTracks,Add All,Add All,Añadir todo,Tout ajouter,すべて追加,모두 추가,Adicionar tudo,Добавить все,添加全部,添加全部,全部增加
Studio.AnimationClipEditor.RigErrors.NoMotors,A model needs to have its parts joined together by Motor6Ds to properly animate.,A model needs to have its parts joined together by Motor6Ds to properly animate.,Un modelo necesita que Motor6Ds una sus partes para animar correctamente.,Un modèle doit avoir ses parties assemblées par Motor6Ds pour s'animer correctement.,正常にアニメ化するには、モデルのパーツは Motor6Ds で結合されている必要があります。,모델을 올바르게 애니메이션화하려면 Motor6D로 파트를 결합해야 합니다.,Um modelo precisa ter suas partes unidas pelo Motor6Ds para ser animado corretamente.,Для корректной анимации модели необходимо соединить ее части с помощью Motor6D.,模型需要通过 Motor6D 连接部件后，才能准确进行动画处理。,模型需要通过 Motor6D 连接部件后，才能准确进行动画处理。,模型的零件必須由 Motor6D 結合，動畫才可正確進行
Studio.AnimationClipEditor.RigErrors.PartsAnchored,"All of the parts on this model are anchored, making it non-animatable. Please un-anchor the parts on this model.","All of the parts on this model are anchored, making it non-animatable. Please un-anchor the parts on this model.",Todas las partes de este modelo están ancladas y no se pueden animar. Desánclalas para este modelo.,Toutes les parties de ce modèles sont attachées ce qui le rend non-animable. Veuillez détacher les parties de ce modèle.,このモデル上のすべてのパーツはアンカー済みで、アニメ化不能です。このモデル上のパーツのアンカー解除をしてください。,이 모델의 모든 파트가 고정되어 애니메이션화할 수 없습니다. 이 모델의 파트를 고정 해제하세요.,"Todas as partes neste modelo estão ancoradas, impossibilitando sua animação. Remova as âncoras das partes deste modelo.","Все части этой модели закреплены, поэтому ее анимация невозможна. Снимите закрепление частей.",此模型上的所有部件均已锚固，无法设置动画。请取消锚固该模型的部件。,此模型上的所有部件均已锚固，无法设置动画。请取消锚固该模型的部件。,此模型上所有零件均已固定，無法進行動畫。請解除固定模型上的零件。
Studio.AnimationClipEditor.RigErrors.MissingPart0,The following Motor6Ds do not have a Part0 set: {1},The following Motor6Ds do not have a Part0 set: {1},El siguiente Motor6Ds no tiene Part0 establecida: {1},Le Motor6Ds suivant n'a pas un set Part0 : {1},以下の Motor6Ds は設定済みの Part0 がありません: {1},다음 Motor6D에 Part0 세트가 없습니다. {1},O seguinte Motor6Ds não possui uma Part0 definida: {1},Для этого Motor6Ds отсутствует набор Part0: {1},以下 Motor6D 没有设置 Part0 ：{1},以下 Motor6D 没有设置 Part0 ：{1},以下 Motor6D 沒有設定 Part0：{1}
Studio.AnimationClipEditor.RigErrors.MissingPart1,The following Motor6Ds do not have a Part1 set: {1},The following Motor6Ds do not have a Part1 set: {1},El siguiente Motor6Ds no tiene Part1 establecida: {1},Le Motor6Ds n'a pas un set Part1 : {1},以下の Motor6Ds は設定済みの Part1 がありません: {1},다음 Motor6D에 Part1 세트가 없습니다. {1},O seguinte Motor6Ds não possui uma Part1 definida: {1},Для этого Motor6Ds отсутствует набор Part1: {1},以下 Motor6D 没有设置 Part1 ：{1},以下 Motor6D 没有设置 Part1 ：{1},以下 Motor6D 沒有設定 Part1：{1}
Studio.AnimationClipEditor.RigErrors.MultipleParents,The following parts are affected by multiple Motor6Ds: {1},The following parts are affected by multiple Motor6Ds: {1},Las siguientes partes se ven afectadas por múltiples Motor6Ds: {1},Les parties suivantes sont touchées par de multiples Motor6Ds: {1},以下のパーツは複数の Motor6Ds に影響されます: {1},다음 파트가 여러 Motor6D의 영향을 받습니다. {1},As seguintes partes estão sendo afetadas por múltiplos Motor6Ds: {1},На эти части оказывают эффект несколько Motor6Ds: {1},以下部件受到多个Motor6D影响：{1},以下部件受到多个Motor6D影响：{1},以下零件受到多個 Motor6D 影響：{1}
Studio.AnimationClipEditor.RigErrors.CircularRig,This rig contains a cycle between the connections of certain parts.,This rig contains a cycle between the connections of certain parts.,El rig contiene un ciclo entre las conexiones de ciertas partes.,Cette plateforme de test contient un cycle entre les connexions et certaines parties.,このリグには、特定のパーツの接続の間のサイクルが含まれます。,이 리그에는 특정 파트의 연결 간 사이클이 포함되어 있습니다.,Este rig contém um ciclo entre as conexões de certas partes.,В этой скелетной анимации есть цикл между соединениями некоторых частей.,此骨架所包含的某些部件已经连接成环形。,此骨架所包含的某些部件已经连接成环形。,此骨架包含部分零件連結之間的循環。
Studio.AnimationClipEditor.RigErrors.NoAnimationController,This rig does not have an animation controller or humanoid. Please create one.,This rig does not have an animation controller or humanoid. Please create one.,El rig no tiene un controlador de animación o humanoide. Crea uno.,Cette plateforme de test ne possède pas de contrôleur d'animation ni d'humanoïde. Veuillez en créer un.,このリグには、アニメーションコントローラかヒューマノイドがありません。作成してください。,이 리그에는 애니메이션 컨트롤러 또는 휴머노이드가 없습니다. 새로 만들어 주세요.,Este rig não tem um controle de animação ou humanoide. Crie um.,В этой скелетной анимации отсутствует контроллер анимации или гуманоид. Создайте нового.,此骨架尚未搭配动画控制器或人形生物。请进行创建。,此骨架尚未搭配动画控制器或人形生物。请进行创建。,此骨架沒有動畫控制器或人形，請先創作。
Studio.AnimationClipEditor.Toast.ClippedWarning,Warning: An animation cannot exceed 30 seconds in length. Excess keyframes have been removed.,Warning: An animation cannot exceed 30 seconds in length. Excess keyframes have been removed.,Advertencia: Una animación no puede durar más de 30 segundos. Se eliminaron los fotogramas clave en exceso.,Avertissement : une animation ne peut pas excéder une durée de 30 secondes. Les images-clés en excès ont été retirées.,警告: アニメーションの長さは30秒以上であってはいけません。超過キーフレームは削除されました。,경고: 애니메이션 길이는 30초를 초과할 수 없습니다. 초과한 키프레임은 제거되었습니다.,Aviso: Uma animação não pode exceder 30 segundos de duração. Os quadros chaves em excesso foram removidos.,Внимание! Длительность анимации не должна превышать 30 секунд. Лишние кадры будут удалены.,警告：动画长度不能超过 30 秒。超出限制的关键帧已被移除。,警告：动画长度不能超过 30 秒。超出限制的关键帧已被移除。,警告：動畫長度不能超過 30 秒，已移除多餘的關鍵格。
Studio.AnimationClipEditor.Toast.MaxFramerateWarning,"Warning: This animation exceeds the maximum 120 fps frame rate. Some keys are not aligned to frames, they will snap to frames when you edit them.","Warning: This animation exceeds the maximum 120 fps frame rate. Some keys are not aligned to frames, they will snap to frames when you edit them.",Advertencia: Esta animación supera los 120 fps máximos de velocidad. Algunas claves no están alineadas con los fotogramas y se ajustarán a ellos al momento de editarlas.,Avertissement : cette animation dépasse la fréquence d'images maximale de 120 images par seconde. Certaines clés ne sont pas alignées sur les images et se cassent lorsque vous les modifiez.,警告: このアニメーションは最大フレームレートの 120 fps を超過しています。キーの中にはフレームに整列していないものもあり、編集するときにフレームに装着します。,"경고: 이 애니메이션은 최대 프레임 속도 120fps를 초과합니다. 일부 키가 프레임에 맞게 정렬되지 않았으며, 이러한 키는 편집 시 프레임에 맞춰집니다.",Aviso: Esta animação excede o máximo de 120 fps de quadros por segundo. Algumas chaves não estão alinhadas aos quadros e vão encaixar com os estes quando você editá-las.,Внимание! Частота кадров этой анимации превышает 120 fps. Некоторые ключи не совпадают с кадрами и будут выровнены при редактировании.,警告：当前动画超过了 120 fps 的最高帧速率。某些关键点尚未与帧对齐，进行编辑时，将会自动与帧对齐。,警告：当前动画超过了 120 fps 的最高帧速率。某些关键点尚未与帧对齐，进行编辑时，将会自动与帧对齐。,警告：此動畫的影格率超過了 120 fps 的限制。部分關鍵點未與影格對齊，編輯時將會對齊到影格。
Studio.AnimationClipEditor.Toast.QuantizeWarning,"Warning: Some keys of your animation are not aligned to frames, they will snap to frames when you edit them.","Warning: Some keys of your animation are not aligned to frames, they will snap to frames when you edit them.",Advertencia: Algunas claves de tu animación no están alineadas con los fotogramas y se ajustarán a ellos al momento de editarlas.,Avertissement : Certaines clés de votre animation ne sont pas alignées par rapport aux images et vont se casser quand vous les modifierez.,警告: アニメーションのキーの中にはフレームに整列配置しておらず、編集するときにフレームに装着するものがあります。,"경고: 일부 키가 프레임에 맞게 정렬되지 않았으며, 이러한 키는 편집 시 프레임에 맞춰집니다.",Aviso: Algumas chaves de sua animação não estão alinhadas aos quadros e vão se encaixar a eles quando você editá-las.,Внимание! Некоторые ключи не совпадают с кадрами и будут выровнены при редактировании.,警告：动画的某些关键点尚未与帧对齐，进行编辑时，将会自动与帧对齐。,警告：动画的某些关键点尚未与帧对齐，进行编辑时，将会自动与帧对齐。,警告：動畫裡部分關鍵點未與影格對齊，編輯時將會對齊到影格。
Studio.AnimationClipEditor.Toast.IgnoreWarning,Ignore warning,Ignore warning,Ignorar advertencia,Ignorer l'avertissement,警告を無視する,경고 무시,Ignorar aviso,Игнорировать предупреждение,忽略警告,忽略警告,忽略警告
Studio.AnimationClipEditor.Menu.Overwrite_Migrated,Do you want to overwrite existing animation {overwriteName}?,Do you want to overwrite existing animation {overwriteName}?,¿Quieres reemplazar la animación existente {overwriteName}?,Souhaites-tu remplacer l'animation existante "{overwriteName}?,既存のアニメーション {overwriteName} を上書きしますか？,기존 애니메이션 {overwriteName}을(를) 덮어쓸까요?,Substituir a animação existente {overwriteName}?, ,是否覆盖现有动画 {overwriteName}？,是否覆盖现有动画 {overwriteName}？,確定覆寫原有動畫 {overwriteName}？
Studio.AnimationClipEditor.Toast.Saved,Saved animation {1},Saved animation {1},Animación {1} guardada,Animation sauvegardée {1},保存済みアニメーション {1},저장된 애니메이션 {1},Animação salva {1},Сохранена анимация {1},已保存动画 {1},已保存动画 {1},已儲存動畫 {1}
Studio.AnimationClipEditor.Toast.Loaded,Loaded animation {1},Loaded animation {1},Animación {1} cargada,Animation chargée {1},読み込み済みアニメーション {1},불러온 애니메이션 {1},Animação carregada {1},Загружена анимация {1},已加载动画 {1},已加载动画 {1},已載入動畫 {1}
Studio.AnimationClipEditor.Tooltip.Pause,Pause the animation [Space],Pause the animation [Space],Pausa la animación [Space], , ,애니메이션 일시 중지 [Space], , , , ,暫停動畫 [Space]
Studio.AnimationClipEditor.RigErrors.NameCollision,This rig contains multiple parts which share the same name. Please give unique names to all parts.,This rig contains multiple parts which share the same name. Please give unique names to all parts.,El rig contiene múltiples partes que comparten el mismo nombre. Dale un nombre único a cada una.,Cette plateforme de test contient plusieurs parties ayant le même nom. Veuillez donner un nom différent à chaque partie.,このリグは同じ名前を共有する複数のパーツを含んでいます。すべてのパーツに重複しない名前をつけてください。,이 리그에는 이름이 동일한 파트가 여러 개 있습니다. 모든 파트에 고유한 이름을 지정해 주세요.,Este rig contém múltiplas partes compartilhando o mesmo nome. Dê nomes exclusivos a todas as partes.,Эта скелетная анимация содержит несколько анимированных фрагментов с одним и тем же именем. Назначьте уникальные имена всем анимированным фрагментам.,此骨架包含共用相同名称的多个部件。请为每个部件都指定唯一名称。,此骨架包含共用相同名称的多个部件。请为每个部件都指定唯一名称。,此骨架包含多個使用相同名稱的零件，請給予所有零件不同名稱。
Studio.AnimationClipEditor.Tooltip.ToggleLooping,Toggle looping animation,Toggle looping animation,Activa el bucle de animación,Commuter animation en mode continu,ループ再生アニメーションを切り換え,애니메이션 반복 토글,Ativa ciclo de animação,Переключить цикл анимации,切换循环动画,切换循环动画,切換循環動畫
Studio.AnimationClipEditor.Tooltip.Play,Preview the animation [Space],Preview the animation [Space],Previsualiza la animación [Space],Prévisualiser l'animation [Space],アニメーションをプレビュー [Space],애니메이션 미리보기 [Space],Prévia da animação [Space],Просмотр анимации [Пробел],预览动画 [Space],预览动画 [Space],預覽動畫 [Space]
Studio.AnimationClipEditor.Tooltip.SkipForward,Move the scrubber to the next key,Move the scrubber to the next key,Mueve la barra de tiempo al fotograma siguiente,Bouger la barre de temps sur la clé suivante,タイムバーを次のフレームに移動,스크러버를 다음 키로 이동,Mover a barra de tempo para o próximo quadro,Передвинуть ползунок на следующий ключ,将进度条进度移动到下一个关键点,将进度条进度移动到下一个关键点,將進度條移到下一個關鍵點
Studio.AnimationClipEditor.Tooltip.SkipBackward,Move the scrubber to the previous key,Move the scrubber to the previous key,Mueve la barra de tiempo al fotograma anterior,Bouger la barre de temps sur la clé précédente,スクラバーを前のキーに移動,스크러버를 이전 키로 이동,Mover a barra de tempo para a chave anterior,Передвинуть ползунок на предыдущий ключ,将进度条进度移动到上一个关键点,将进度条进度移动到上一个关键点,將進度條移到下一個關鍵點
Studio.AnimationClipEditor.Tooltip.AddTrackButton,Add a new animation track,Add a new animation track,Añade una nueva pista de animación,Ajouter une piste d'animation,新規アニメーショントラックを追加,새 애니메이션 트랙 추가,Adicionar uma nova trilha de animação,Добавить новый анимационный трек,添加新的动画轨迹,添加新的动画轨迹,新增動畫影軌
Studio.AnimationClipEditor.Dialog.EditorErrorsHeader,Editor Error Detected,Editor Error Detected,Error de editor detectado,Erreur d'éditeur détectée,エディタエラーが検知されました,편집기 오류가 감지됨,Erro de editor detectado, ,检测到编辑器错误,检测到编辑器错误,偵測到編輯器錯誤
Studio.AnimationClipEditor.EditorErrors.OpenedWhileRunning,Animation Editor cannot be used while game is running!,Animation Editor cannot be used while game is running!,El Editor de animación no se puede usar mientras se esté ejecutando el juego.,L'éditeur d'animation ne peut pas être utilisé lorsque le jeu est en cours d'exécution !,ゲームの実行中はアニメーションエディタを使用できません！,게임 실행 중에는 애니메이션 편집기를 사용할 수 없습니다!,O Editor de animação não pode ser usado quando um jogo estiver rodando!, ,游戏运行时无法使用动画编辑器！,游戏运行时无法使用动画编辑器！,遊戲運行時無法使用動畫編輯器！
Studio.AnimationClipEditor.EditorErrors.BigAnimation,"Animation is larger than 30 seconds. It cannot be edited, but you can play it back and export it.","Animation is larger than 30 seconds. It cannot be edited, but you can play it back and export it.","La animación dura más de 30 segundos. No se puede editar, pero la puedes reproducir y exportar.",L'animation est supérieure à 30 secondes. Elle ne peut pas être modifiée mais tu peux la lire et l'exporter.,アニメーションが30秒を超えています。編集はできませんが、再生して書き出しできます。,애니메이션의 길이가 30초를 초과합니다. 편집할 수는 없지만 재생하고 내보낼 수는 있습니다.,"A animação tem mais de 30 segundos. Ela não pode ser editada, mas você pode reproduzi-la e exportá-la.", ,动画长度超过 30 秒，无法被编辑，但可以播放和导出。,动画长度超过 30 秒，无法被编辑，但可以播放和导出。,動畫長度超過 30 秒。您不能進行編輯，但可以撥放並匯出。
Studio.AnimationClipEditor.Menu.Core,Core,Core,Núcleo,Noyau,コア,코어,Núcleo, ,核心,核心,核心
Studio.AnimationClipEditor.Menu.Idle,Idle,Idle,Inactivo,Inactif,待機,대기,Inativo, ,待机,待机,閒置
Studio.AnimationClipEditor.Menu.Action,Action,Action,Acción,Action,動作,동작,Ação, ,动作,动作,動作
Studio.AnimationClipEditor.Title.NoAnimationExists_Migrated,"No animation exists for {rig}, please create one to start animating","No animation exists for {rig}, please create one to start animating",No hay animaciones para {rig}. Crea una nueva para comenzar a animar,"Aucune animation existe pour {rig}, en créer une pour commencer une animation",{rig} にアニメーションがありません。アニメ化を開始するには1つ作成してください,{rig}에 사용 가능한 애니메이션이 없습니다. 애니메이션화하려면 새로 만드세요,"Não há animações para {rig}, crie uma para começar a animar", ,不存在可用于 {rig} 的动画，请为其创建新的动画,不存在可用于 {rig} 的动画，请为其创建新的动画,沒有 {rig} 的動畫，請直接創作動畫
Studio.AnimationClipEditor.Title.CurrentDuration_Migrated,Current duration is {currentDuration} frames,Current duration is {currentDuration} frames,La duración actual es de {currentDuration} fotogramas,La durée actuelle est {currentDuration} images,現在の長さは {currentDuration} フレームです,현재 지속 시간은 {currentDuration} 프레임입니다,A duração atual é de {currentDuration} quadros, ,当前时长为 {currentDuration} 帧,当前时长为 {currentDuration} 帧,目前長度為 {currentDuration} 個影格
Studio.AnimationClipEditor.Title.DefaultAnimationName,Untitled Animation Clip,Untitled Animation Clip,Clip de animación sin título,Clip d'animation sans Clip,題名のないアニメーションクリップ,제목 없는 애니메이션 클립,Clip de animação sem título, ,无标题动画片段,无标题动画片段,未命名動畫片段
Studio.AnimationClipEditor.Settings.24FPS,24 fps,24 fps,24 fps,24 fps,24 fps,24 fps,24 fps, ,24 fps,24 fps,24 fps
Studio.AnimationClipEditor.Settings.60FPS,60 fps,60 fps,60 fps,60 fps,60 fps,60 fps,60 fps, ,60 fps,60 fps,60 fps
Studio.AnimationClipEditor.Settings.120FPS,120 fps,120 fps,120 fps,120 fps,120 fps,120 fps,120 fps, ,120 fps,120 fps,120 fps
Studio.AnimationClipEditor.Dialog.DeleteAllPrompt_Migrated,Do you want to delete all {name} from this animation?,Do you want to delete all {name} from this animation?,¿Quieres eliminar todos los {name} de esta animación?,Veux-tu annuler tous les "{name}" dans cette animation ?,このアニメーションからすべての「{name}」を削除しますか？,이 애니메이션에서 모든 {name}을(를) 삭제할까요?,Apagar todos os {name} desta animação?, ,确定删除此动画中的所有 {name} 吗？,确定删除此动画中的所有 {name} 吗？,確定從此動畫刪除所有「{name}」？
Studio.AnimationClipEditor.Dialog.RenameAllPrompt_Migrated,Do you want to change all {name} to {newName}?,Do you want to change all {name} to {newName}?,¿Quieres cambiar todos los {name} a {newName}?,Veux--tu changer tous les "{name}" en "{newName}" ?,すべての 「{name}」 を 「{newName}」に変更しますか？,모든 {name}을(를) {newName}(으)로 변경할까요?,Mudar todos os {name} para {newName}?, ,确定将所有 {name} 更改为 {newName} 吗？,确定将所有 {name} 更改为 {newName} 吗？,確定將所有「{name}」改為「{newName}」？
Studio.AnimationClipEditor.Toast.Saved_Migrated,Saved animation {savedAnimName},Saved animation {savedAnimName},Animación {savedAnimName} guardada,Animation sauvegardée {savedAnimName},保存済みアニメーション {savedAnimName},저장된 애니메이션 {savedAnimName},Animação salva {savedAnimName}, ,已保存动画 {savedAnimName},已保存动画 {savedAnimName},已儲存動畫 {savedAnimName}
Studio.AnimationClipEditor.Toast.Loaded_Migrated,Loaded animation {loadedAnimName},Loaded animation {loadedAnimName},Animación {loadedAnimName} cargada,Animation chargée {loadedAnimName},読み込み済みアニメーション {loadedAnimName},불러온 애니메이션 {loadedAnimName},Animação carregada {loadedAnimName}, ,已加载动画 {loadedAnimName},已加载动画 {loadedAnimName},已載入動畫 {loadedAnimName}
Studio.AnimationClipEditor.RigErrors.MissingPart0_Migrated,The following Motor6Ds do not have a Part0 set: {entries},The following Motor6Ds do not have a Part0 set: {entries},El siguiente Motor6Ds no tiene Part0 establecida: {entries},Le Motor6Ds suivant n'a pas un set Part0 : {entries},以下の Motor6Ds は設定済みの Part0 がありません: {entries},다음 Motor6D에 Part0 세트가 없습니다: {entries},O seguinte Motor6Ds não possui uma Part0 definida: {entries}, ,以下 Motor6D 没有设置 Part0 ：{entries},以下 Motor6D 没有设置 Part0 ：{entries},以下 Motor6D 沒有設定 Part0：{entries}
Studio.AnimationClipEditor.Title.MinPBS,Minimum playback speed is 0.1x,Minimum playback speed is 0.1x,La velocidad mínima de reproducción es 0.1x,"La vitesse de lecture minimale est de 0,1x",最大プレイバック速度は 0.1x,최소 재생 속도는 0.1배속입니다,A velocidade mínima de execução é 0.1x, ,最低播放速度为 0.1 倍,最低播放速度为 0.1 倍,最慢播放速度為 0.1x
Studio.AnimationClipEditor.RigErrors.MissingPart1_Migrated,The following Motor6Ds do not have a Part1 set: {entries},The following Motor6Ds do not have a Part1 set: {entries},El siguiente Motor6Ds no tiene Part1 establecida: {entries},Le Motor6Ds n'a pas un set Part1 : {entries},以下の Motor6Ds は設定済みの Part1 がありません: {entries},다음 Motor6D에 Part1 세트가 없습니다: {entries},O seguinte Motor6Ds não possui uma Part1 definida: {entries}, ,以下 Motor6D 没有设置 Part1 ：{entries},以下 Motor6D 没有设置 Part1 ：{entries},以下 Motor6D 沒有設定 Part1：{entries}
Studio.AnimationClipEditor.Menu.Mouth,Mouth,Mouth,Boca,Bouche,口,입,Boca, ,嘴,嘴,嘴巴
Studio.AnimationClipEditor.ContextMenu.GenerateCurve,Generate Curve,Generate Curve,Generar curva, ,曲線を生成,곡선 생성, , , , ,生成彎曲
Studio.AnimationClipEditor.Menu.Jaw,Jaw,Jaw,Mandíbula,Mâchoire,あご,턱,Mandíbula, ,下巴,下巴,顎部
Studio.AnimationClipEditor.Title.CustomPlaybackSpeed,Custom Playback Speed,Custom Playback Speed,Velocidad de reproducción personalizada,Vitesse de lecture personnalisée,カスタムプレイバック速度,사용자 정의 재생 속도,Velocidade de execução personalizada, ,自定义播放速度,自定义播放速度,自訂播放速度
Studio.AnimationClipEditor.Menu.Brows,Brows,Brows,Cejas,Sourcils,眉毛,눈썹,Sobrancelhas, ,眉毛,眉毛,眉毛
Studio.AnimationClipEditor.Menu.Eyes,Eyes,Eyes,Ojos,Yeux,目,눈,Olhos, ,眼睛,眼睛,眼睛
Studio.AnimationClipEditor.Menu.AddAllFacs,Add All Facial Animation Controls,Add All Facial Animation Controls,Añadir todos los controles de animación facial,Ajouter tous les contrôles d'animation faciale,すべての表情アニメーション操作を追加,모든 얼굴 애니메이션 제어 추가,Adicionar todos os controles de animação facial, ,添加所有面部动画控制,添加所有面部动画控制,新增所有臉部動畫控制選項
Studio.AnimationClipEditor.Toast.AnimationImportModelsDiffer,Model in FBX file differs from model selected in Editor. Import animation based on FBX model (recommended)?,Model in FBX file differs from model selected in Editor. Import animation based on FBX model (recommended)?,El modelo en el archivo FBX difiere del modelo seleccionado en el Editor. ¿Importar la animación basada en el modelo FBX (recomendado)?,Le modèle du fichier FBX diffère du modèle sélectionné dans l'éditeur. Importer une animation basée sur le modèle FBX (recommandé) ?,FBX ファイル内のモデルはエディタで選択済みのモデルとは異なります。FBX モデルに基づいてアニメーションをインポート（推奨）しますか？,FBX 파일의 모델이 편집기에서 선택한 모델과 다릅니다. FBX 모델을 기반으로 애니메이션을 가져올까요(권장 사항임)?,O modelo no arquivo FBX difere do modelo selecionado no Editor. Importar a animação baseada no modelo FBX (recomendado)?, ,FBX 文件中的模型与编辑器中选择的模型不同。是否根据 FBX 模型导入动画（推荐）？,FBX 文件中的模型与编辑器中选择的模型不同。是否根据 FBX 模型导入动画（推荐）？,FBX 檔案的模型和編輯器裡選擇的模型不同。根據 FBX 模型匯入動畫？（推薦動作）
Studio.AnimationClipEditor.Toast.AnimationImportUseFBX,FBX,FBX,FBX,FBX,FBX,FBX,FBX, ,FBX,FBX,FBX
Studio.AnimationClipEditor.Toast.AnimationImportUseSelected,Selected,Selected,Seleccionado,Sélectionné,選択済み,선택됨,Selecionado, ,已选择,已选择,已選擇
Studio.AnimationClipEditor.Title.MaxPBS,Maximum playback speed is 10x,Maximum playback speed is 10x,La velocidad máxima de reproducción es 10x,"La vitesse de lecture maximale est de 0,1x",最大プレイバック速度は 10x,최대 재생 속도는 10배속입니다,A velocidade máxima de execução é 10x, ,最高播放速度为 10 倍,最高播放速度为 10 倍,最快播放速讀為 10x
Studio.AnimationClipEditor.Settings.SnapDisabled,Disabled,Disabled,Desactivado,Désactivé,無効化済み,비활성화됨,Desativado, ,已禁用,已禁用,已停用
Studio.AnimationClipEditor.Settings.025x,.25x,.25x,.25x,.25x,.25x,.25x,.25x, ,.25x,.25x,.25x
Studio.AnimationClipEditor.Settings.05x,.5x,.5x,.5x,.5x,.5x,.5x,.5x, ,.5x,.5x,.5x
Studio.AnimationClipEditor.Settings.1x,1x,1x,1x,1x,1x,1x,1x, ,1x,1x,1x
Studio.AnimationClipEditor.Settings.2x,2x,2x,2x,2x,2x,2x,2x, ,2x,2x,2x
Studio.AnimationClipEditor.Settings.4x,4x,4x,4x,4x,4x,4x,4x, ,4x,4x,4x
Studio.AnimationClipEditor.Settings.SnapNone,None,None,Ninguno, ,なし,없음,Nenhum, ,无,无,無
Studio.AnimationClipEditor.Menu.PublishToRoblox,Publish to Roblox,Publish to Roblox,Publicar en Roblox, ,Robloxに公開,Roblox에 게시,Publicar na Roblox, ,发布至 Roblox,发布至 Roblox,發布到 Roblox
Studio.AnimationClipEditor.ContextMenu.ClearTrack,Clear Track,Clear Track,Eliminar marca, ,トラックを消す,트랙 지우기,Limpar trilha, ,清除轨,清除轨,清除影軌
Studio.AnimationClipEditor.Dialog.PromotePrompt,This operation cannot be reverted and might cause issues with third party animation editors. Are you sure you want to proceed?,This operation cannot be reverted and might cause issues with third party animation editors. Are you sure you want to proceed?,Esta operación no se puede revertir y puede causar problemas con los editores de animación de terceros. ¿Quieres proceder?, ,この操作は、元に戻すことができず、これによってサードパーティのアニメーションエディタで問題を引き起こす可能性があります。続けてよろしいですか？,이 작업은 되돌릴 수 없으며 제3자 애니메이션 편집기에 문제를 일으킬 수 있습니다. 그래도 계속할까요?,Esta operação não pode ser revertida e pode causar problemas com editores de animação de terceiros. Tem certeza de que deseja prosseguir?, ,此操作无法被撤销，且可能导致第三方动画编辑器出现问题。你确定要继续吗？,此操作无法被撤销，且可能导致第三方动画编辑器出现问题。你确定要继续吗？,此操作無法還原，並可能會影響第三方動畫編輯器。確定繼續？
Studio.AnimationClipEditor.Menu.PromoteToChannels,Promote to Channel Animations,Promote to Channel Animations,Promover en canal de animación, ,チャンネルアニメーションで宣伝,채널 애니메이션으로 승격,Promover a animação de canal, ,提升至频道动画,提升至频道动画,宣傳頻道動畫
Studio.AnimationClipEditor.ContextMenu.InterpolationMode,Interpolation Mode,Interpolation Mode,Modo de interpolación, ,補間モード,보간 모드, , ,插值模式,插值模式,插值模式
Studio.AnimationClipEditor.ContextMenu.ClearTangents,Clear Tangents,Clear Tangents,Borrar tangentes, ,接線を消す,접선 지우기, , ,清除切线,清除切线,清除切線
Studio.AnimationClipEditor.Title.MaxPBSParam,Maximum playback speed is {speed}x,Maximum playback speed is {speed}x,La velocidad máxima de reproducción es {speed}x, , ,최고 재생 속도는 {speed}x입니다, , , , ,最快播放速讀為 {speed}x
Studio.AnimationClipEditor.Tooltip.Reverse,Preview the animation in reverse,Preview the animation in reverse,Previsualiza la animación al revés, , ,애니메이션 거꾸로 미리 보기, , , , ,倒帶預覽動畫
Studio.AnimationClipEditor.Tooltip.GoToFirstFrame,Move the scrubber to the first frame,Move the scrubber to the first frame,Mueve la barra de tiempo al primer fotograma, , ,스크러버를 첫 번째 프레임으로 이동, , , , ,將進度條移到第一個影格
