Key,Source,en-us,es-es,fr-fr,ja-jp,ko-kr,pt-br,ru-ru,zh-cjv,zh-cn,zh-tw
Studio.TerrainToolsV2.Materials.Grass,Grass,Grass,Hierba,Herbe,草,잔디,Grama,Трава,草地,草地,草
Studio.TerrainToolsV2.Materials.Ground,Ground,Ground,Tierra,Terre,地面,토양,Solo,Земля,土地,土地,土地
Studio.TerrainToolsV2.Materials.Ice,Ice,Ice,Hielo,Glace,氷,얼음,Gelo,Лед,冰,冰,冰
Studio.TerrainToolsV2.Materials.LeafyGrass,Leafy Grass,Leafy Grass,Hierba espesa,Herbe feuillue,草地,무성한 잔디,Grama alta,Лужайка,绿叶草,绿叶草,綠葉草
Studio.TerrainToolsV2.Materials.Limestone,Limestone,Limestone,Piedra caliza,Calcaire,ライムストーン,석회암,Calcário,Известняк,石灰石,石灰石,石灰岩
Studio.TerrainToolsV2.Materials.Mud,Mud,Mud,Lodo,Boue,泥,진흙,Lama,Грязь,泥,泥,泥
Studio.TerrainToolsV2.Materials.Pavement,Pavement,Pavement,Pavimento,Pavés,舗道,보도,Pavimentação,Покрытие,路面,路面,人行道
Studio.TerrainToolsV2.ImportError.InvalidChannelCount,Image has invalid number of channels.,Image has invalid number of channels.,Image tiene un número no válido de canales.,L'image a un nombre de canaux non valide.,画像に無効なチャンネル数があります。,이미지의 채널 수가 유효하지 않습니다.,A imagem tem um número de canais inválido., ,图像的通道数量无效。,图像的通道数量无效。,圖像的頻道數無效。
Studio.TerrainToolsV2.Materials.Salt,Salt,Salt,Sal,Sel,塩,소금,Sal,Соль,盐,盐,鹽
Studio.TerrainToolsV2.Materials.Sandstone,Sandstone,Sandstone,Piedra arenisca,Grès,サンドストーン,사암,Arenito,Песчаник,砂岩,砂岩,砂岩
Studio.TerrainToolsV2.Materials.Slate,Slate,Slate,Pizarra,Ardoise,スレート,슬레이트,Ardósia,Сланец,石板,石板,板岩
Studio.TerrainToolsV2.Materials.Snow,Snow,Snow,Nieve,Neige,雪,눈,Neve,Снег,雪,雪,雪
Studio.TerrainToolsV2.Materials.WoodPlanks,Wood Planks,Wood Planks,Tablones de madera,Planches de bois,木材,나무 판자,Tábuas,Доски,木板,木板,木板
Studio.TerrainToolsV2.MaterialSettings.AutoMaterial,Auto Material,Auto Material,Material automático,Matériel automobile,素材の自動運用,자동 재질,Material automático,Автоматический выбор материала,自动应用材质,自动应用材质,自動融合地形
Studio.TerrainToolsV2.MaterialSettings.UseColorMap,Use ColorMap,Use ColorMap,Usar ColorMap,Utiliser ColorMap,ColorMap を使用,ColorMap 사용,Usar ColorMap,Использовать ColorMap,使用 ColorMap,使用 ColorMap,使用 ColorMap
Studio.TerrainToolsV2.Meta.PluginName,TerrainToolsV2,TerrainToolsV2,TerrainToolsV2,TerrainToolsV2,TerrainToolsV2,TerrainToolsV2,TerrainToolsV2,TerrainToolsV2,TerrainToolsV2,TerrainToolsV2,TerrainToolsV2
Studio.TerrainToolsV2.Meta.ToolbarName,Terrain,Terrain,Terreno,Terrain,地形,지형,Terreno,Рельеф,地形,地形,地形
Studio.TerrainToolsV2.Regions.EditTools,Edit Tools,Edit Tools,Herramientas de edición,Outils d'édition,編集ツール,편집 도구,Editar ferramentas,Инструменты редактирования,编辑工具,编辑工具,編輯工具
Studio.TerrainToolsV2.Regions.Tools,Tools,Tools,Herramientas,Outils,ツール,도구,Ferramentas,Инструменты,工具,工具,工具
Studio.TerrainToolsV2.Tab.Paint,Paint,Paint,Pintar,Peindre,ペイント,칠하기,Pintar,Раскрасить,绘制,绘制,上色
Studio.TerrainToolsV2.ToolName.Paint,Paint,Paint,Pintar,Peinture,ペイント,칠하기,Pintar,Раскрасить,绘制,绘制,上色
Studio.TerrainToolsV2.Tab.Region,Region,Region,Región,Région,地域,지역,Região,Район,区域,区域,區域
Studio.TerrainToolsV2.Tab.Sculpt,Sculpt,Sculpt,Esculpir,Sculpter,彫刻,조각,Esculpir,Вылепить,雕刻,雕刻,雕塑
Studio.TerrainToolsV2.ToolName.Add,Add,Add,Añadir,Ajouter,追加,추가,Adicionar,Добавить,增加,增加,增加
Studio.TerrainToolsV2.ToolName.Delete,Delete,Delete,Eliminar,Supprimer,削除,삭제,Excluir,Удалить,删除,删除,刪除
Studio.TerrainToolsV2.ToolName.Erode,Erode,Erode,Erosionar,Éroder,削る,낮추기,Erodir,Эрозия,侵蚀,侵蚀,侵蝕
Studio.TerrainToolsV2.ConvertMode.ConvertMode,Fill,Fill,Llenar,Matériel,埋める,채우기,Preencher, ,填充,填充,填滿
Studio.TerrainToolsV2.ToolName.Fill,Fill,Fill,Llenar,Remplir,埋める,채우기,Preencher,Заполнить,填充,填充,填滿
Studio.TerrainToolsV2.Replace.ReplaceMaterial,Replace Material,Replace Material,Reemplazar material,Remplacer matériel,素材を置き換え,재질 바꾸기,Substituir material, ,替换材质,替换材质,取代材質
Studio.TerrainToolsV2.ToolName.Move,Move,Move,Mover,Bouger,移動,이동,Mover,Переместить,移动,移动,移動
Studio.TerrainToolsV2.ToolName.Regions,Regions,Regions,Regiones,Régions,地域,범위,Regiões,Области,区域,区域,區域
Studio.TerrainToolsV2.Replace.TargetMaterial,Target material,Target material,Material meta,Matériel cible,ターゲット素材,대상 재질,Material alvo, ,目标材质,目标材质,目標材質
Studio.TerrainToolsV2.ToolName.Resize,Resize,Resize,Ajustar,Redimensionner,サイズ変更,크기 조정,Dimensionar,Изменить размер,调整尺寸,调整尺寸,調整大小
Studio.TerrainToolsV2.Warning.PublishedRequired,Game must be published before importing terrain.,Game must be published before importing terrain.,Se debe publicar el juego antes de importar el terreno.,Le jeu doit être publié avant d'importer terrain.,地形をインポートする前にゲームを公開することが必須です。,지형을 가져오려면 게임을 게시해야 합니다.,O jogo deve ser publicado antes de importar terrenos.,Перед импортом рельефа игра должна быть опубликована.,必须在导入地形前发布游戏。,必须在导入地形前发布游戏。,必須先發布遊戲才可匯入地形。
Studio.TerrainToolsV2.Warning.RequirePublishedForImport,Game must be published before importing terrain.,Game must be published before importing terrain.,Se debe publicar el juego antes de importar el terreno.,Le jeu doit être publié avant d'importer terrain.,地形をインポートする前にゲームを公開することが必須です。,지형을 가져오려면 게임을 게시해야 합니다.,O jogo deve ser publicado antes de importar terrenos.,Перед импортом рельефа игра должна быть опубликована.,必须在导入地形前发布游戏。,必须在导入地形前发布游戏。,必須先發布遊戲才可匯入地形。
Studio.TerrainToolsV2.ToolName.Rotate,Rotate,Rotate,Girar,Faire tourner,回転,회전,Girar,Вращать,旋转,旋转,旋轉
Studio.TerrainToolsV2.SeaLevel.SeaLevelProgressTitle,Sea Level,Sea Level,Nivel del mar,Niveau de la mer,海面,해수면,Nível,do mar, ,海平面,海平面
海平面,Studio.TerrainToolsV2.ToolName.SeaLevel,Sea Level,Sea Level,Nivel del mar,Niveau de la mer,海面,해수면,Nível,do mar,Уровень моря,海平面
海平面,海平面,Studio.TerrainToolsV2.ImportWarning.ColorMapOutOfRangeIconTooltip,The imported colormap contains RGB values that do not match the Colormap Index.,The imported colormap contains RGB values that do not match the Colormap Index.,El Colormap importado contiene valores RGB que no coinciden con el índice Colormap.,La carte de couleurs importée contient des valeurs RVB qui ne correspondent pas à l'indice Colormap.,RGB 値を含むインポート済み Colormap が Colormap インデックスと合致しません。,가져온 Colormap에 Colormap 인덱스와 일치하지 않는 RGB 값이 포함되어 있습니다.,O colormap importado contém valores RGB que não correspondem ao índice do colormap., ,导入的 colormap 包含不符合 Colormap 索引的 RGB 值。
导入的 colormap 包含不符合 Colormap 索引的 RGB 值。,匯入的 Colormap 包含不符合 Colormap 索引的 RGB 值。,Studio.TerrainToolsV2.ToolName.Select,Select,Select,Seleccionar,Sélectionner,選択,선택,Selecionar,Выбрать,选择
选择,選擇,Studio.TerrainToolsV2.ToolName.Subtract,Subtract,Subtract,Restar,Soustraire,削減,삭제,Subtrair,Вычесть,减少
减少,刪減,Studio.TerrainToolsV2.Warning.AwaitingModeration,Awaiting asset moderation.,Awaiting asset moderation.,Esperando a que el recurso sea moderado.,En attente de la modération des éléments.,アセットの規制チェック待ちです。,애셋 검열을 기다리는 중입니다.,Aguardando moderação de recursos.,Ожидание модерации ресурса.,正在等候素材审核。
正在等候素材审核。,素材正在經過審核。,Studio.TerrainToolsV2.Warning.InvalidHeightMap,Valid HeightMap required to begin importing Terrain.,Valid HeightMap required to begin importing Terrain.,Se necesita HeightMap válida para empezar la importación de Terrenos.,HeightMap valide requise pour commencer l'importation de Terrain.,地形のインポートを開始するには有効な HeightMap が必要です。,지형을 가져오려면 유효한 HeightMap이 필요합니다.,Um HeightMap válido é necessário para começar a importar terrenos.,Для импорта рельефа требуется действительное значение HeightMap.,需要有效的 HeightMap 才能开始导入地形。
需要有效的 HeightMap 才能开始导入地形。,需要有效 HeightMap 才可匯入地形。,Studio.TerrainToolsV2.Warning.ValidHeightMapImport,Valid HeightMap required to begin importing Terrain.,Valid HeightMap required to begin importing Terrain.,Se necesita HeightMap válida para empezar la importación de Terrenos.,Une HeightMap valide exige de commencer à importer Terrain.,地形のインポートを開始するには有効な HeightMap が必要です。,지형을 가져오려면 유효한 HeightMap이 필요합니다.,Um HeightMap válido é necessário para começar a importar terrenos.,Для импорта рельефа требуется действительное значение HeightMap.,需要有效的 HeightMap 才能开始导入地形。
需要有效的 HeightMap 才能开始导入地形。,需要有效 HeightMap 才可匯入地形。,Studio.TerrainToolsV2.Warning.InvalidNumber,Input not a valid Number.,Input not a valid Number.,La entrada no es un número válido.,La saisie n'est pas un numéro valide.,入力内容は有効な数字ではありません。,유효하지 않은 숫자를 입력했습니다.,O valor inserido não é um número válido.,Вверен неверный номер.,输入不是有效的数字。
输入不是有效的数字。,數字無效。,Studio.TerrainToolsV2.Warning.InvalidSize,Size has invalid input.,Size has invalid input.,El tamaño tiene una entrada no válida.,La taille a une entrée non valide.,大きさの入力内容が無効です。,유효하지 않은 크기를 입력했습니다.,O tamanho tem uma entrada inválida.,Введен неверный размер.,大小输入无效。
大小输入无效。,大小無效。,Studio.TerrainToolsV2.Warning.Moderated,Asset has been moderated.,Asset has been moderated.,Se ha moderado el recurso.,L'élément a été modéré.,アセットが規制対象です。,애셋 검열이 완료되었습니다.,O recurso foi moderado.,Ресурс прошел модерацию.,素材已审核。
素材已审核。,素材遭到過濾。,Studio.TerrainToolsV2.Warning.RegionSizeUndefined,Size of region must be defined.,Size of region must be defined.,Se debe definir el tamaño de la región.,La taille de la région doit être définie.,地域のサイズを定義しなければなりません。,지역의 크기를 정의해야 합니다.,O tamanho da região deve ser definido.,Необходимо установить размер и область.,必须定义区域大小。
必须定义区域大小。,必須定義區域大小。,Studio.TerrainToolsV2.ClearTool.ConfirmationMessage,Do you want to clear all terrain?,Do you want to clear all terrain?,¿Quieres eliminar todos los terrenos?,Veux-tu vider tout le terrain ?,すべての地形を消しますか？,모든 지형을 삭제할까요?,Deseja apagar todo o terreno?,Очистить весь рельеф?,要清除所有地形吗?
要清除所有地形吗?,確定清除所有地形？,Studio.TerrainToolsV2.Warning.MissingTerrain,Terrain instance could not be found.,Terrain instance could not be found.,No se ha podido encontrar la instancia del terreno.,L'instance Terrain ne peut pas être trouvée.,地形インスタンスが見つかりませんでした。,지형 인스턴스를 찾지 못했습니다.,A instância do terreno não pôde ser encontrada.,Экземпляр рельефа не найден.,未能找到地形实例。
未能找到地形实例。,找不到地形個體。,Studio.TerrainToolsV2.Warning.MinimumSize,Size cannot be less than {1:int}.,Size cannot be less than {1:int}.,El tamaño no puede ser inferior a {1:int}.,La taille ne peut pas être inférieure à {1:int}.,{1:int}以下のサイズは無効です。,크기는 {1:int}보다 작을 수 없습니다.,O tamanho não pode ser menor que {1:int}.,Размер должен быть больше {1:int}.,大小不得小于 {1:int}。
大小不得小于 {1:int}。,大小不可小於 {1:int}。,Studio.TerrainToolsV2.Warning.MaximumSize,Size cannot be greater than {1:int}.,Size cannot be greater than {1:int}.,El tamaño no puede ser superior a {1:int}.,La taille ne peut pas être supérieure à {1:int}.,{1:int}以上のサイズは無効です。,크기는 {1:int}보다 클 수 없습니다.,O tamanho não pode ser maior que {1:int}.,Размер не должен превышать {1:int}.,大小不得大于 {1:int}。
大小不得大于 {1:int}。,大小不可大於 {1:int}。,Studio.TerrainToolsV2.BrushSettings.Height,Height,Height,Altura,Hauteur,高さ,높이,Altura,Высота,高度
高度,高度,Studio.TerrainToolsV2.Generate.StartGeneration,Generating with size ({1}) at position ({2}) using seed {3} and biomes: {4},Generating with size ({1}) at position ({2}) using seed {3} and biomes: {4},Generando con tamaño ({1}) en la posición ({2}) usando semilla {3} y biomas: {4},Génération avec la taille ({1}) à la position ({2}) en utilisant les graines {3} et les biomes : {4},サイズ ({1}) 、位置 ({2}) で種 {3} とバイオームを使用して生成中: {4},시드 {3} 및 생물군계를 사용하여 {2} 위치에서 {1} 크기로 생성: {4},Gerando com tamanho ({1}) na posição ({2}) usando semente {3} e biomas: {4},"Создание объекта (размер: {1}, положение: {2}, зерно: {3} и биомы: {4})",使用种子 {3} 和生态：{4} 在位置 ({2}) 上以尺寸 ({1}) 进行生成
使用种子 {3} 和生态：{4} 在位置 ({2}) 上以尺寸 ({1}) 进行生成,正在使用種子 {3} 和生物群系 {4} 以大小（{1}）在位置（{2}）進行生成,Studio.TerrainToolsV2.Warning.AlreadyGeneratingTerrain,Already Generating Terrain.,Already Generating Terrain.,El terreno ya se está generando.,Déjà en train de générer Terrain.,すでに地形を生成中です。,이미 지형을 생성 중입니다.,Geração de terreno já em execução.,Рельеф уже создается.,已经在生成地形。
已经在生成地形。,已在生成地形。,Studio.TerrainToolsV2.Warning.ImportError,Error in importing terrain: {1},Error in importing terrain: {1},Error en la importación del terreno: {1},Erreur pendant importation terrain: {1},地形のインポート時のエラー: {1},지형을 가져오는 중에 오류가 발생했습니다. {1},Erro ao importar terreno: {1},Ошибка импортирования рельефа: {1},导入地形时出错: {1}
导入地形时出错: {1},匯入地形時發生錯誤：{1},Studio.TerrainToolsV2.SeaLevel.Start,Starting Replace Method,Starting Replace Method,Método de reemplazo inicial,Démarrer Remplacer la méthode,置き換え方法を開始中,교체 메서드 곧 시작,Iniciando método de substituição,От уровня моря,正在启动替换方法
正在启动替换方法,即將進行取代,Studio.TerrainToolsV2.SeaLevel.End,Replace Complete: {1:int} seconds.,Replace Complete: {1:int} seconds.,Reemplazo completado: {1:int} segundos.,Remplacer Complète : {1:int} secondes.,置き換え完了: {1:int} 秒。,바꾸기 완료: {1:int}초,Substituição completa: {1:int} segundos.,Уровень моря завершен: {1:int} сек.,替换完成：{1:int} 秒
替换完成：{1:int} 秒,取代完成：{1:int} 秒。,Studio.TerrainToolsV2.SeaLevel.Evaporate,Evaporate,Evaporate,Evaporar,Évaporer,蒸発,증발,Evaporar,Удалить,蒸发
蒸发,蒸發,Studio.TerrainToolsV2.ClearTool.ConfirmationTitle,Clear Terrain,Clear Terrain,Eliminar terreno,Vider Terrain,地形を消す,지형 지우기,Limpar terreno,Очистить рельеф,清除地形
清除地形,清除地形,Studio.TerrainToolsV2.ConvertPart.Convert,Convert,Convert,Convertir,Convertir,変換,변환,Converter, ,转换
转换,轉換,Studio.TerrainToolsV2.ToolName.ConvertPart,Convert,Convert,Convertir,Convertir,変換,변환,Converter, ,转换
转换,轉換,Studio.TerrainToolsV2.ConvertPart.ConvertFailed,Convert failed for instance {1},Convert failed for instance {1},Error en la conversión de la instancia {1},Échec de conversion pour l'instance {1},インスタンス{1}の変換ができませんでした   ,인스턴스 {1} 변환 실패,Falha da conversão para instância {1}, ,实例 {1} 转换失败
实例 {1} 转换失败,個體 {1} 轉換失敗,Studio.TerrainToolsV2.ConvertPart.ConvertFinished,Convert finished: {1} seconds for {2:int} instance(s),Convert finished: {1} seconds for {2:int} instance(s),Conversión terminada: {1} segundos de {2:int} instancia(s),Transformation terminée : {1} secondes pour {2:int} instance(s),変換終了: {2:int} インスタンスにつき{1} 秒,변환 완료: {2:int} 인스턴스에 대해 {1}초 소요,Conversão terminada: {1} segundos para {2:int} instância(s), ,转换完成：{2:int} 个实例，用时 {1} 秒
转换完成：{2:int} 个实例，用时 {1} 秒,轉換完成：{2:int} 個實例，花費 {1} 秒,Studio.TerrainToolsV2.ConvertPart.GetTargetShapes,Calculating shapes,Calculating shapes,Calcular formas,Calcul des formes,形状を計算中,셰이프 계산 중,Calculando formas, ,正在计算形状
正在计算形状,正在計算形狀,Studio.TerrainToolsV2.ConvertPart.SelectionHelp,Select Parts or Models containing Parts to convert to terrain,Select Parts or Models containing Parts to convert to terrain,Seleccionar Partes o Modelos que contienen Partes para convertir en terreno,Sélectionner Parties ou Modèles contenant des parties à convertir dans terrain,パーツを含むパーツかモデルを選択して地形を変換,지형으로 변환할 파트가 포함된 파트 또는 모델을 선택하세요,Selecione partes ou modelos contendo partes para converter para terreno, ,选择部件或包含部件的模型来转换为地形
选择部件或包含部件的模型来转换为地形,選擇要轉換成地形的零件或包含零件的模型,Studio.TerrainToolsV2.ConvertPart.HasProtected,Only Parts or Models containing Parts can be converted,Only Parts or Models containing Parts can be converted,Se pueden convertir solo Partes o Modelos que contienen Partes,Seules les parties ou les modèles contenant des parties peuvent être transformées,パーツを含むパーツかモデルのみ変換できます,파트가 포함된 파트 또는 모델만 변환할 수 있습니다,Somente partes ou modelos contendo partes podem ser convertidas, ,只有部件或包含部件的模型可被转换
只有部件或包含部件的模型可被转换,只有零件或包含零件的模型可被轉換,Studio.TerrainToolsV2.ConvertPart.HasTooSmall,Parts with size dimensions below 4 studs may produce incorrect results,Parts with size dimensions below 4 studs may produce incorrect results,Partes con tamaños menores de 4 studs pueden generar resultados incorrectos,Les parties avec des dimensions de taille inférieures à 4 studs peuvent donner des résultats incorrects,4スタッドかそれ以下のサイズ寸法のパーツは間違った結果を出すかもしれません,크기가 4 스터드 미만인 파트는 잘못된 결과를 생성할 수 있습니다,Partes com dimensões menores que 4 qaudrículas podem produzir resultados incorretos, ,大小在 4 格以下的部件可能会产生错误的结果
大小在 4 格以下的部件可能会产生错误的结果,大小小於 4 磚塊的零件可能會造成錯誤結果。,Studio.TerrainToolsV2.ConvertMode.Biome,Biome,Biome,Bioma,Biome,バイオーム,생물군,Bioma, ,生态
生态,生物群系,Studio.TerrainToolsV2.ConvertPart.ConvertShapesToBiome,Converting parts to Biome,Converting parts to Biome,Convertir partes en Bioma,Convertir des parties du territoire,パーツをバイオームに変換中,파트를 생물군으로 변환 중,Convertendo partes para bioma, ,正在将部件转换至生态
正在将部件转换至生态,正在將零件轉換成生物群系,Studio.TerrainToolsV2.Generate.BaseLevel,Base Level,Base Level,Nivel base,Niveau de base,ベースレベル,기준면,Nível base, ,基准面
基准面,基準面,Studio.TerrainToolsV2.Materials.Air,Air,Air,Aire,Air,空気,공기,Ar, ,天空
天空,空氣,Studio.TerrainToolsV2.PartToBiome.PartToBiome,Part to Biome,Part to Biome,Parte en Bioma,Partie du territoire,バイオームのパーツ,파트를 생물군으로,Parte para bioma, ,部件至生态
部件至生态,轉換零件成生物群系,Studio.TerrainToolsV2.PartToTerrain.PartToTerrain,Part to Terrain,Part to Terrain,Parte en Terreno,Partie du terrrain,地形のパーツ,파트를 지형으로,Parte para terreno, ,部件至地形
部件至地形,零件到地形,Studio.TerrainToolsV2.Import.ColormapPreview,Colormap Preview,Colormap Preview,Vista previa de Colormap,Aperçu de la carte en couleurs,Colormap プレビュー,Colormap 미리보기,Prévia de Colormap, ,Colormap 预览
Colormap 预览,Colormap 預覽,Studio.TerrainToolsV2.Warning.UnknownAssetStatusError,Unable to verify asset.,Unable to verify asset.,No se puede verificar recurso.,Impossible de vérifier l'élément.,アセットを認証できません。,애셋을 확인할 수 없습니다.,Não foi possível verificar o recurso., ,无法验证素材。
无法验证素材。,無法驗證素材。,Studio.TerrainToolsV2.Warning.UnknownShape,Instance shape is unknown,Instance shape is unknown,Forma de la instancia desconocida,La forme de l'instance est inconnue,インスタンスの形状が不明です,인스턴스 형태를 알 수 없습니다,A forma da instância é desconhecida, ,实例形状未知
实例形状未知,個體形狀未知,Studio.TerrainToolsV2.Warning.RequireEditModeForImport,Terrain importer only works in edit mode.,Terrain importer only works in edit mode.,El importador de Terreno funciona solamente en modo de edición.,L'importateur de terrain ne fonctionne qu'en mode édition.,地形インポーターは、編集モードでのみ機能します。,지형 가져오기는 편집 모드에서만 실행할 수 있습니다.,O importador de terreno só funciona em modo de edição., ,地形导入器只能在编辑模式中运行。
地形导入器只能在编辑模式中运行。,地形匯入器只能在編輯模式中使用。,Studio.TerrainToolsV2.ReplaceMode.Box,Box,Box,Caja,Boîte,ボックス,상자,Caixa, ,盒状模式
盒状模式,方塊,Studio.TerrainToolsV2.ReplaceMode.Brush,Brush,Brush,Pincel,Brosse,ブラシ,브러시,Pincel, ,笔刷模式
笔刷模式,筆刷,Studio.TerrainToolsV2.Replace.SourceMaterial,Source material,Source material,Material fuente,Matériel source,原材料,소스 재질,Material de origem, ,源材质
源材质,來源材質,Studio.TerrainToolsV2.Import.Colormap,Colormap,Colormap,Colormap,Colormap,Colormap,Colormap,Colormap, ,Colormap
Colormap,Colormap,Studio.TerrainToolsV2.Import.UseColormap,Colormap,Colormap,Colormap,Colormap,Colormap,Colormap,Colormap, ,Colormap
Colormap,Colormap,Studio.TerrainToolsV2.ImportMaterialMode.Colormap,Colormap,Colormap,Colormap,Colormap,Colormap,Colormap,Colormap, ,Colormap
Colormap,Colormap,Studio.TerrainToolsV2.Import.HeightmapPreview,Heightmap Preview,Heightmap Preview,Vista previa de Heightmap,Aperçu Heighmap,Heightmap プレビュー,Heightmap 미리보기,Prévia de Heightmap, ,Heightmap 预览
Heightmap 预览,Heightmap 預覽,Studio.TerrainToolsV2.LocalImageSelector.NoImageSelected,No image selected,No image selected,No hay imagen seleccionada,Pas d'images sélectionnée,選択された画像がありません,선택한 이미지가 없습니다,Nenhuma imagem selecionada, ,未选择图像
未选择图像,未選擇圖像,Studio.TerrainToolsV2.Action.Resume,Resume,Resume,Reanudar,Reprendre,再開,재개,Retomar, ,继续
继续,繼續,Studio.TerrainToolsV2.Generate.GenerateProgressTitle,Generate Terrain,Generate Terrain,Generar terreno,Générer du terrain,地形を生成,지형 생성,Gerar terreno, ,生成地形
生成地形,生成地形,Studio.TerrainToolsV2.Generate.GenerateVoxels,Generating voxels...,Generating voxels...,Generando voxels...,Générer des voxels...,ボクセルを生成中...,복셀 생성 중...,Gerando voxels..., ,生成体素...
生成体素...,正在生成體素……,Studio.TerrainToolsV2.Import.DefaultMaterial,Default Material,Default Material,Material predeterminado,Matériau par défaut,デフォルト素材,기본 재질,Material padrão, ,默认材质
默认材质,預設材質,Studio.TerrainToolsV2.ImportError.FailedToLoadHeightmap,Failed to load heightmap,Failed to load heightmap,Error al cargar heightmap,Échec du chargement heightmap,Heightmap を読み込めませんでした,Heightmap을 불러오지 못했습니다,Falha ao carregar heightmap, ,加载 heightmap 失败
加载 heightmap 失败,無法載入 Heightmap,Studio.TerrainToolsV2.ImportError.FailedToLoadColormap,Failed to load colormap,Failed to load colormap,Error al cargar colormap,Échec du chargement de la colormap,Colormap を読み込めませんでした,Colormap을 불러오지 못했습니다,Falha ao carregar colormap, ,加载 colormap 失败
加载 colormap 失败,無法載入 Colormap,Studio.TerrainToolsV2.ImportError.DataModelPreprocessNullptr,An internal error has occurred.,An internal error has occurred.,Se ha producido un error interno.,Une erreur interne s'est produite.,内部エラーが発生しました。,내부 오류가 발생했습니다.,Ocorreu um erro interno., ,发生内部错误。
发生内部错误。,發生內部錯誤。,Studio.TerrainToolsV2.ImportError.DataModelWorkerNullptr,An internal error has occurred.,An internal error has occurred.,Se ha producido un error interno.,Une erreur interne s'est produite.,内部エラーが発生しました。,내부 오류가 발생했습니다.,Ocorreu um erro interno., ,发生内部错误。
发生内部错误。,發生內部錯誤。,Studio.TerrainToolsV2.ImportError.FailedToGenerateHeightmapPreview,An internal error has occurred.,An internal error has occurred.,Se ha producido un error interno.,Une erreur interne s'est produite.,内部エラーが発生しました。,내부 오류가 발생했습니다.,Ocorreu um erro interno., ,发生内部错误。
发生内部错误。,發生內部錯誤。,Studio.TerrainToolsV2.ImportError.HeightmapImporterServiceCantFindTerrain,An internal error has occurred.,An internal error has occurred.,Se ha producido un error interno.,Une erreur interne s'est produite.,内部エラーが発生しました。,내부 오류가 발생했습니다.,Ocorreu um erro interno., ,发生内部错误。
发生内部错误。,發生內部錯誤。,Studio.TerrainToolsV2.ImportError.TerrainPreprocessNullptr,An internal error has occurred.,An internal error has occurred.,Se ha producido un error interno.,Une erreur interne s'est produite.,内部エラーが発生しました。,내부 오류가 발생했습니다.,Ocorreu um erro interno., ,发生内部错误。
发生内部错误。,發生內部錯誤。,Studio.TerrainToolsV2.ImportError.TerrainWorkerNullptr,An internal error has occurred.,An internal error has occurred.,Se ha producido un error interno.,Une erreur interne s'est produite.,内部エラーが発生しました。,내부 오류가 발생했습니다.,Ocorreu um erro interno., ,发生内部错误。
发生内部错误。,發生內部錯誤。,Studio.TerrainToolsV2.ImportError.TerrainWriteNullptr,An internal error has occurred.,An internal error has occurred.,Se ha producido un error interno.,Une erreur interne s'est produite.,内部エラーが発生しました。,내부 오류가 발생했습니다.,Ocorreu um erro interno., ,发生内部错误。
发生内部错误。,發生內部錯誤。,Studio.TerrainToolsV2.ImportError.FailedToFindInContentProvider,Image could not be found.,Image could not be found.,No se ha encontrado la imagen.,L'image ne peut être trouvée.,画像が見つかりませんでした。,이미지를 찾을 수 없습니다.,A imagem não pôde ser encontrada., ,无法找到图像。
无法找到图像。,找不到圖像。,Studio.TerrainToolsV2.ImportError.FailedToReadImage,Image is not a valid file.,Image is not a valid file.,La imagen no es un archivo válido.,L'image n'est pas un fichier valide.,画像が有効なファイルではありません。,이미지가 유효한 파일이 아닙니다.,A imagem é um arquivo inválido., ,图像不是有效的文件。
图像不是有效的文件。,圖像非有效檔案。,Studio.TerrainToolsV2.ImportError.InvalidBytesPerChannel,Only 8 bit and 16 bit PNGs are supported.,Only 8 bit and 16 bit PNGs are supported.,Solo los PNG de 8 y 16 bit son compatibles.,Seuls les PNG 8 bits et 16 bits sont pris en charge.,8 ビットまたは 16ビットのPNG画像にのみに対応しています。,8비트 및 16비트 PNG만 지원됩니다.,Somente PNGs de 8 e 16 bit são suportados., ,只支持 8 位和 16 位 PNG 图像。
只支持 8 位和 16 位 PNG 图像。,只支援 8 位元和 16 位元 PNG 檔案。,Studio.TerrainToolsV2.Replace.Replacing,Replacing voxels...,Replacing voxels...,Reemplazando voxels...,Remplacer les voxels...,ボクセルを置き換え中...,복셀 교체 중...,Substituindo voxels..., ,替换体素...
替换体素...,正在取代體素……,Studio.TerrainToolsV2.ImportError.FailedToSelectFile,Failed to open file dialog.,Failed to open file dialog.,Error al abrir el diálogo del archivo,Le dialogue du fichier n'a pas été ouvert.,ファイルダイアログが開けませんでした。,파일 대화 상자를 열지 못했습니다.,Falha ao abrir diálogo de arquivo., ,打开文件会话失败。
打开文件会话失败。,無法開啟檔案對話框。,Studio.TerrainToolsV2.ImportError.ImportFailed,Import failed,Import failed,Error al importar,Échec de l'importation,インポートできませんでした,가져오기 실패,Falha ao importar, ,导入失败
导入失败,匯入失敗,Studio.TerrainToolsV2.Replace.ReplaceProgressTitle,Replace Terrain,Replace Terrain,Reemplazar terreno,Remplacer terrain,地形を置き換え,지형 교체,Substituir terreno, ,替换地形
替换地形,取代地形,Studio.TerrainToolsV2.ImportError.ImportInProgress,An import operation is already in progress.,An import operation is already in progress.,La importación está en curso.,Une opération d'importation est déjà en cours.,インポート操作がすでに進行中です。,가져오기 작업이 이미 진행 중입니다.,Uma operação de importação já está em progresso., ,导入操作正在进行中。
