Key,Source,en-us,es-es,fr-fr,it-it,ja-jp,ko-kr,pt-br,zh-cjv,zh-cn,zh-tw
Studio.AccessoryFittingTool.AddEditingItemFromExplorer.InvalidAddTextAccOnly,Item is not valid for creating clothing or accessory.,Item is not valid for creating clothing or accessory.,Este objeto no es válido para crear ropa o accesorio.,L'item n'est pas valide pour la création de vêtements ou d'accessoires.,L'oggetto non è valido per la creazione di abbigliamento o accessori.,このアイテムで洋服またはアクセサリの作成はできません。,아이템이 복장이나 장신구를 만들기에 유효하지 않습니다.,Item inválido para criar roupa ou acessório., , ,此道具在創作服飾或飾品方面無效。
Studio.AccessoryFittingTool.Transparency.Mesh,Mesh,Mesh,Malla,Maillage,Mesh,メッシュ,메시,Malha, , ,網格
Studio.AccessoryFittingTool.Transparency.OuterCage,OuterCage,OuterCage,OuterCage,OuterCage,Cage esterna,OuterCage,OuterCage,OuterCage, , ,OuterCage
Studio.AccessoryFittingTool.Transparency.InnerCage,InnerCage,InnerCage,InnerCage,InnerCage,CageInterna,InnerCage,InnerCage,InnerCage, , ,InnerCage
Studio.AccessoryFittingTool.EditorErrors.OpenedWhileRunning,Layered Clothing Editor cannot be used while game is running!,Layered Clothing Editor cannot be used while game is running!,El Editor de ropa en capas no se puede usar mientras se esté ejecutando el juego.,L'éditeur de vêtements superposés ne peut pas être utilisé lorsque le jeu est en cours !,L'editor di abbigliamento a strati non può essere usato mentre il gioco è in esecuzione!,ゲームの実行中は重ね着用の衣装エディタを使用できません！,게임 실행 중에는 레이어드 복장 편집기를 사용할 수 없습니다!,O Editor de roupa em camadas não pode ser usado quando um jogo estiver rodando!, , ,遊戲運行時無法層疊服飾編輯器！
Studio.AccessoryFittingTool.Reset.InnerCage,Reset Inner Cage,Reset Inner Cage,Restablecer jaula interna,Réinitialiser Inner Cage,Ripristina cage interna,ケージの内側をリセット,내부 케이지 재설정,Redefinir gaiola interna,重置内围笼,重置内围笼,重置內圍籠
Studio.AccessoryFittingTool.Preview.PanelBlockerAddItem,"Add a MeshPart, Accessory, Model, Animation, or Folder from the Explorer","Add a MeshPart, Accessory, Model, Animation, or Folder from the Explorer","Añadir MeshPart, Accesorio, Modelo, Animación o Carpeta del Explorador","Ajouter un MeshPart, accessoire, modèle, animation ou dossier à partir d'Explorer","Aggiungi una MeshPart, accessorio, modello, animazione o cartella dall'esploratore",エクスプローラからMeshPart、アクセサリ、モデル、アニメーション、またはフォルダを追加,"탐색기에서 MeshPart, 장신구, 모델, 애니메이션, 폴더 추가","Adicione uma MeshPart, Acessório, Modelo, Animação ou Pasta a partir do Explorador", , ,從總管新增 MeshPart、飾品、模型、動畫或資料夾
Studio.AccessoryFittingTool.Preview.InvalidAdd,"Invalid instance selected. Must be a MeshPart, Accessory, Model, Animation, or Folder.","Invalid instance selected. Must be a MeshPart, Accessory, Model, Animation, or Folder.","Instancia no válida seleccionada. Debe ser MeshPart, Accesorio, Modelo, Animación o Carpeta.","Instance non valide sélectionnée. Doit être un MeshPart, un Accessoire, un Modèle, une Animation ou un Dossier.","Istanza selezionata non valida. Deve essere MeshPart, Accessorio, Modello, Animazione o Cartella.",無効なインスタンスが選択されています。必ずMeshPart、アクセサリ、モデル、アニメーション、またはフォルダにしてください。,"유효하지 않은 인스턴스가 선택되었습니다. MeshPart, 장신구, 모델, 애니메이션, 폴더여야 합니다.","Instância inválida selecionada. Deve ser uma MeshPart, Acessório, Modelo, Animação ou Pasta.", , ,已選擇無效個體。須為 MeshPart、飾品、模型、動畫或資料夾。
Studio.AccessoryFittingTool.Editor.BringMannequinToView,Bring Mannequin To View,Bring Mannequin To View,Traer Maniquí a la vista,Apporter du mannequin dans Voir,Porta Manichino Da Visualizzare,マネキンを持ってきて表示,마네킹을 가져와서 보기,Trazer manequim para a visualização, , ,將人偶帶到視線內
Studio.AccessoryFittingTool.Preview.Default,Default,Default,Predeterminado,Par défaut,Predefinito,デフォルト,기본값,Padrão,默认,默认,預設
Studio.AccessoryFittingTool.Preview.Custom,Custom,Custom,Personalizada,Personnaliser,Personalizzato,カスタム,사용자 정의,Personalizar,自定义,自定义,自訂
Studio.AccessoryFittingTool.Preview.FocusCamera,Focus camera on Mannequin,Focus camera on Mannequin,Enfocar cámara en Maniquí,Mettre la caméra au point sur le mannequin,Focalizza la fotocamera sul manichino,マネキンにカメラをフォーカス,마네킹에 카메라 초점 맞추기,Focar câmera no manequim,将镜头聚焦在人体模特,将镜头聚焦在人体模特,將鏡頭聚焦在人偶
Studio.AccessoryFittingTool.EditingMode.AutoWeight,Automatically generate skinning weights for mesh,Automatically generate skinning weights for mesh,Genera automáticamente influencias de skinning para la malla,Générer automatiquement des poids d'habillage pour le maillage,Genera automaticamente pesi skinning per mesh,メッシュのスキンウェイトを自動的に作成,메시에 대한 스키닝 가중치 자동 생성,Gerar automaticamente pesos de skinning para a malha, , ,自動為網格生成蒙皮權重
Studio.AccessoryFittingTool.Generate.InvalidBounds,Item is not within the acceptable bounds for moderation. Please scale/position the item till it fits into the blue bounding box.,Item is not within the acceptable bounds for moderation. Please scale/position the item till it fits into the blue bounding box.,El objeto no está dentro de los límites aceptables para la moderación. Escala o coloca el objeto hasta que encaje en la caja de límites azul.,L'item n'est pas dans les limites acceptables pour la modération. Mettre à l'échelle/positionner l'item jusqu'à ce qu'il entre dans la boîte avec délimitation bleue.,L'elemento non è entro i limiti accettabili per la moderazione. Si prega di scalare/posizionare l'elemento finché non si inserisce nella scatola di delimitazione blu.,アイテムは内容規制の許容範囲を超えています。青い境界ボックスの中に収まるまで、アイテムを拡大/縮小するか、位置を調整してください。,항목이 검열에서 허용하는 범위를 벗어났습니다. 항목이 파란색 경계 상자에 들어맞을 때까지 크기를 조정하거나 위치를 지정하세요.,O item não está dentro dos limites aceitáveis para moderação. Por favor escale/posicione o item até que ele se encaixa na caixa de delimitação azul., , ,項目不在審查允許的週框內。請調整項目的比例或位置，直到項目完全置於藍色週框方塊內。
Studio.AccessoryFittingTool.ScaleType.Classic,Classic,Classic,Clásico,Classique,Classico,定番,클래식,Clássico,经典,经典,經典
Studio.AccessoryFittingTool.ScaleType.ProportionsNormal,Proportions Normal,Proportions Normal,Proporciones normales,Proportions normales,Proporzioni Normale,プロポーション 標準,일반 비율,Proporções normais, , ,比例標準
Studio.AccessoryFittingTool.ScaleType.ProportionsSlender,Proportions Slender,Proportions Slender,Proporciones delgadas,Proportions fines,Proporzioni Snello,プロポーション スレンダー,슬렌더 비율,Proporções delgadas, , ,比例纖細
Studio.AccessoryFittingTool.ScaleType.Select,Select Avatar Part Scale Type,Select Avatar Part Scale Type,Seleccionar tipo de pieza de avatar,Sélectionner le type d'échelle de la partie Avatar,Seleziona Tipo Di Scala Parte Avatar,アバターパーツの拡大/縮小タイプを選択,아바타 파트 스케일 유형 선택,Selecionar tipo de escala de parte do avatar, , ,選擇虛擬人偶部位縮放類型
Studio.AccessoryFittingTool.EditingMode.AutoWeightOverride,Auto Skinning Behavior is set to EnabledOverride,Auto Skinning Behavior is set to EnabledOverride,El comportamiento Skinning automático se establece en ActivedOverride,Le comportement d'habillage automatique est réglé sur EnabledOverride,Il comportamento di skinning automatico è impostato su Abilitato Sovrascrivere,自動スキニングの動作が EnabledOverride に設定されています,자동 스키닝 동작이 EnabledOverride로 설정되었습니다.,O comportamento de skinning automático está definido como EnabledOverride, , ,自動蒙皮行為設為 EnabledOverride
Studio.AccessoryFittingTool.EditingMode.AutoWeightPreserve,Auto Skinning Behavior is set to EnabledPreserve,Auto Skinning Behavior is set to EnabledPreserve,El comportamiento Skinning automático se establece en EnabledPreserve,Le comportement d'habillage automatique est réglé sur EnabledPreserve,Il comportamento di skinning automatico è impostato su Abilitato Mantieni,自動スキニングの動作が EnabledPreserve に設定されています,자동 스키닝 동작이 EnabledPreserve로 설정되었습니다.,O comportamento de skinning automático está definido como EnabledPreserve, , ,自動蒙皮行為設為 EnabledPreserve
Studio.AccessoryFittingTool.Preview.ConfirmAddTiles,Add tiles for all valid assets from {itemName} folder?,Add tiles for all valid assets from {itemName} folder?,¿Añadir mosaicos para todos los recursos válidos de la carpeta {itemName}?,Ajouter des tuiles pour tous les contenus valides du dossier {itemName}?,Aggiungere piastrelle per tutti gli asset validi dalla cartella {itemName}?,{itemName} フォルダからすべての有効なアセットにタイルを追加しますか？,{itemName} 폴더의 모든 유효한 애셋에 타일을 추가할까요?,Adicionar ladrilho para todos os arquivos válidos da pasta {itemName}?, , ,為 {itemName} 資料夾中所有有效素材新增磚格？
Studio.AccessoryFittingTool.ClothesHelper.CreateAccessory,CreateAccessory,CreateAccessory,CreateAccessory,CreateAccessory,CreaAccessorio,CreateAccessory,CreateAccessory,CreateAccessory, , ,CreateAccessory
Studio.AccessoryFittingTool.ClothesHelper.CreateAccessoryTooltip,Select one or multiple Models to convert into Accessories,Select one or multiple Models to convert into Accessories,Selecciona uno o varios modelos para convertirlos en Accesorios,Sélectionner un ou plusieurs modèles à convertir en accessoires,Selezionare uno o più modelli da convertire in Accessori,アクセサリに変換するモデルを一つか複数、選択,장신구로 전환할 모델을 하나 이상 선택하세요,Selecione um ou vários modelos para converter em acessórios, , ,選擇要轉換成飾品的模型（可複選）
Studio.AccessoryFittingTool.ClothesHelper.NoAttachmentsError,The creation of the following accessories was skipped because no suitable attachment point could be found,The creation of the following accessories was skipped because no suitable attachment point could be found,Se omitió la creación de los siguientes accesorios porque no se pudo encontrar un punto de conexión adecuado,La création des accessoires suivants a été ignorée car aucun point d'attache approprié n'a pu être trouvé,La creazione dei seguenti accessori è stata saltata perché non è stato trovato alcun punto di attacco adatto,アタッチメントポイントが見つからなかったため、次のアクセサリの作成をしませんでした,적합한 연결부를 찾을 수 없어 다음 장신구 제작을 건너뛰었습니다,A criação dos seguintes acessórios foi ignorada porque nenhum ponto de fixação adequado pôde ser encontrado, , ,因找不到適合的接點，已略過下列飾品的建立：
Studio.AccessoryFittingTool.ClothesHelper.NoWrapLayerError,The creation of the following accessories was skipped because no WrapLayer child was found,The creation of the following accessories was skipped because no WrapLayer child was found,Se omitió la creación de los siguientes accesorios porque no se pudo encontrar un hijo de WrapLayer adecuado,La création des accessoires suivants a été ignorée car aucun enfant WrapLayer n'a été trouvé,La creazione dei seguenti accessori è stata saltata perché nessun child WrapLayer è stato trovato,WrapLayer の子が見つからなかったため、次のアクセサリの作成をしませんでした,WrapLayer 자식을 찾을 수 없어 다음 장신구 제작을 건너뛰었습니다,A criação dos seguintes acessórios foi ignorada porque nenhum herdeiro de WrapLayer pôde ser encontrado, , ,因找不到子 WrapLayer，已略過下列飾品的建立：
Studio.AccessoryFittingTool.ClothesHelper.IncorrectTypeError,The creation of the following accessories was skipped because of incorrect object type. Please select imported models,The creation of the following accessories was skipped because of incorrect object type. Please select imported models,Se omitió la creación de los siguientes accesorios debido al tipo de objeto incorrecto. Selecciona los modelos importados,La création des accessoires suivants a été ignorée en raison du type d'objet incorrect. Sélectionner les modèles importés,La creazione dei seguenti accessori è stata saltata a causa del tipo di oggetto non corretto. Si prega di selezionare i modelli importati,オブジェクトの種類が間違っているため、次のアクセサリの作成をしませんでした。インポート済みのモデルを選択してください,잘못된 개체 유형으로 인해 다음 장신구 제작을 건너뛰었습니다. 가져온 모델을 선택하세요.,A criação dos seguintes acessórios foi ignorada porque o tipo de objeto é incorreto. Selecione modelos importados, , ,因物件類型錯誤，已略過下列飾品的建立。請選擇已匯入模型
Studio.AccessoryFittingTool.ClothesHelper.NoSelectionError,No selection found. Please select imported models to be converted to accessories.,No selection found. Please select imported models to be converted to accessories.,Sin selección. Selecciona modelos importados para convertirlos en accesorios.,Aucune sélection trouvée. Sélectionner les modèles importés à convertir en accessoires.,Nessuna selezione trovata. Seleziona i modelli importati per essere convertiti in accessori.,選択されていません。インポート済みのモデルを選択してアクセサリに変換してください。,선택한 항목이 없습니다. 가져온 모델을 선택해 장신구로 전환하세요.,"Nenhuma seleção encontrada. Por favor, selecione modelos importados para serem convertidos em acessórios.", , ,沒有選取項目。請選擇要轉換成飾品的已匯入模型。
Studio.AccessoryFittingTool.Opacity.Mesh,Mesh Opacity,Mesh Opacity,Opacidad de la malla,Opacité du maillage,Opacità mesh,メッシュの不透明度,메시 불투명도,Opacidade da malha, , ,網格透明度
Studio.AccessoryFittingTool.Opacity.Cage,Cage Opacity,Cage Opacity,Opacidad de la jaula,Opacité de la cage,Opacità gabbia,ケージの不透明度,케이지 불투명도,Opacidade da jaula, , ,圍籠透明度
